key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
85,"召喚出寵物「小小吉爾伽美什」。<hex:02100103>武者劍豪吉爾伽美什！參上！","某位艾歐澤亞最強的雕金匠在自己家裡修理魔法人偶時順便用多餘材料製作的東西。外型和他兒子的好友一模一樣。可能他在製作的時候會想請對方多多照顧自己的兒子？","吉爾伽美什，變——身！<hex:02100103>　　　　　——吉爾伽美什","命盡於此","對範圍內的敵人造成300攻擊力的傷害。不過使用特殊技點數之後寵物會被強制回收。",40,55,4,True,False,False,False,False,1
86,"召喚出寵物「洋蔥王子」。<hex:02100103>他會為你哭為你死，不過通常來說可能是你因為他而哭……","在得知了自己的雙親結婚為了政治而不是為了愛情之後，洋蔥王子立誓不會走上父母的老路，他將會與出身貧寒的韭菜女僕一起遠走高飛。","其中，暖身湯最受歡迎。<hex:02100103>騎兵人數不少，請準備大<hex:02100103>量的韭菜洋蔥湯。<hex:02100103>　　　——酒保商人維溫娜","洋蔥汁","對距離最近的敵方奧秘核石造成5%的傷害。",55,30,3,False,False,True,False,False,8
87,"召喚出寵物「茄子騎士」。<hex:02100103>他從小就立志成為一名巫師，可惜他的大鬍子老爸不同意。","茄子家族已經忠心耿耿地侍奉番茄王家18代了，從未有過絲毫違逆的舉動，直到第19代騎士對蔓德拉王后……","如果你吃太多這種<hex:02100103>蔬菜，你可能就會<hex:02100103>變成茄子腦袋了。<hex:02100103>　　　——主婦閒話","茄式神聖領域","令範圍內我方寵物的防禦力增加10。當該寵物為「動物」類型時，防禦力增加30。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",45,50,3,False,True,True,False,False,3
88,"召喚出寵物「蒜頭明星」。<hex:02100103>每次呼吸都能切身體會到有一位氣味刺鼻的朋友就在身邊。","一位旅行默劇演員的孩子，雖然繼承了父親「蒜頭明星」的名號，但他卻不想沿著父親的路走下去。然而，因為自身的氣味過於刺激，導致他無法成為一名騎士，只好幹回了老本行。","這道菜有著濃鬱的香料<hex:02100103>風味。是因為事先用大<hex:02100103>蒜調過味了嗎？<hex:02100103>　　　　——黛文·達芙","大蒜效應","令範圍內我方寵物的攻擊力增加20。當該寵物為「動物」類型時，攻擊力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",25,60,3,False,False,True,False,False,3
89,"召喚出寵物「番茄國王」。<hex:02100103>擁有無上的權力，可以將任何聲稱國王是顆蔬菜的人扔出窗外。","靈災讓番茄國王失去了他的全部領土，但是這位國王並沒有拋棄他的雄心壯志。他帶著大量的種子啟程去尋找一塊新的大地建立自己的王國，並且宣稱任何球莖、塊莖和主根都可以加入他的隊伍。","那一瞬間，番茄汁濺到<hex:02100103>了我的眼睛裡……<hex:02100103>　　——矮小的貿易商人","憤怒的番茄","令使用特殊技點數的寵物的攻擊力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒",80,45,4,False,False,False,False,False,3
90,"召喚出寵物「蔓德拉王后」。<hex:02100103>嫁給國王只是番茄家族和蔓德拉家族之間的政治婚姻，她一心只想和自己最愛的茄子騎士私奔，這場違背倫理的羅曼史究竟會如何發展？","命中注定要和一個非她所愛的人結合，蔓德拉王后沒有任何一個夜晚不曾夢到過捨棄一切投身大海的懷抱。直至她看到了茄子騎士……","第七靈災後，不知何時，<hex:02100103>不可思議的魔物蔓德拉開<hex:02100103>始遍布各地。<hex:02100103>　——本草學者亞雷恩羅納","光合作用","令範圍內我方寵物恢復100點體力。當該寵物為「動物」類型時，恢復150點體力。",50,75,2,False,True,False,True,False,7
91,"召喚出寵物「迷你雅·修特拉」。<hex:02100103>永遠年輕，永遠的23歲。","拂曉的塔塔露小姐向烏爾達哈的雕金匠公會訂製的雅·修特拉魔法人偶。雙腳穿的靴子是由飛·烏爾工作室特別提供的精品皮革。","呵呵……好久沒和你一<hex:02100103>起行動了呢。我們走！<hex:02100103>　　　　——雅·修特拉","乙太結界","令範圍內我方寵物的防禦力增加20。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒",60,70,4,False,True,True,False,False,3
92,"召喚出寵物「洋蔥小騎士」。<hex:02100103>從這隻玩偶身上能夠看到上古之時亞拉戈帝國的輝煌。","在水晶塔內發現的小型魔法人偶。拉姆布魯斯認為這可能是古代亞拉戈帝國仿照洋蔥親衛隊士兵的形象做出的玩具。人偶的腳下寫著「魯內斯」，不知道是玩偶的名字還是主人的名字。","我不會讓你這麼做的！<hex:02100103>絕對不會讓我們的世界<hex:02100103>消失！<hex:02100103>　　　——上古英雄傳奇","洋蔥裝備","令使用特殊技點數的寵物無敵。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",30,60,4,False,False,True,False,False,3
93,"召喚出寵物「寶寶箱」。<hex:02100103>任何妄想撬開寶箱的人都會挨上重重的一口。","原本是一名軍人用來存放自己所獲得的同盟徽章的，可是後來她發現存放到裡面的徽章全都被寶箱給吃掉了。於是她賣掉了這個詭異的寶箱，以期望能夠收回些損失。","將寶物佔為己有，這才<hex:02100103>是海盜！<hex:02100103>　　　　　——阿茶菲因","吧唧吧唧","對範圍內的敵人造成120攻擊力的傷害，並且令使用特殊技點數的寵物的攻擊力增加20。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",50,35,3,True,False,False,False,False,1
94,"召喚出寵物「小夢貘」。<hex:02100103>據說這種生物能夠吞食人的夢境。","東方的一種珍獸，有著能夠吞食夢境的能力。據說當年在烏爾達哈曾經與睡衣的面料一起作為「安眠良品」配套出售。結果短時間內就被炒到了極高的價格。","在靈災發生之前，曾經有<hex:02100103>位賢者出現在一位女孩的<hex:02100103>夢裡，給了她一條啟示。<hex:02100103>　　　　　　——奧斯卡萊","共享噩夢","讓範圍內的敵人增加「動物」類型的弱點。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",45,25,2,False,True,True,False,False,4
95,"召喚出寵物「娜娜珂小熊」。<hex:02100103>權威人士聲稱熊是殺傷性最高的一種猛獸，他們顯然沒有看過這隻小可愛那朦朧的眼神。","在大概80年前，烏爾達哈的娜娜珂公主有著一個想要親眼看一看熊這種生物的願望，可是人們找遍全國上下也沒有找到真正的熊，於是雕金匠公會在娜娜珂公主的8歲生日時獻上了一個手工的熊娃娃作為禮物。","魯加族的人都高大魁梧，<hex:02100103>好像大熊一樣呢……<hex:02100103>　　　　　　　　——六花","熊踏","對範圍內的敵人造成230攻擊力的傷害。",45,30,2,False,True,True,False,False,1
96,"召喚出寵物「發條礦車」。<hex:02100103>礦車的模型玩具，勞動工人最光榮！","扭上發條就能夠來回跑的小礦車。是艾瑪吉娜礦山公司為了從小教育孩子們「勞動最光榮」而開發出來的玩具。有很多孩子非常珍惜這個小礦車，看來以後會成為一名出色的勞動者。","唔哦哦！<hex:02100103>銅山、是我的！<hex:02100103>　——魔石精比吉","聚寶車","令範圍內我方寵物的特殊技點數增加10。對擁有同效果特殊技的寵物無效。",35,60,1,False,True,False,True,True,3
97,"召喚出寵物「食果花鼠」。<hex:02100103>有些害羞的小花鼠，最喜歡拉諾西亞產的鐵帽橡果。","探險家米莉絲·艾恩哈特在探索威爾布蘭德島的時候發現的一隻小花鼠。據她說這隻小花鼠為了尋找傳說中的金帽橡果而在世界各地遊蕩。如果能和著名的探索家一起旅行是最好不過的了。","花鼠咬起人來也是<hex:02100103>很疼的！<hex:02100103>　　　　——阿羅德","蝕骨花鼠","設定陷阱。10秒後可通過點擊發動陷阱按鈕起爆。令範圍內敵人的移動速度降低70%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒",100,50,4,False,False,False,False,False,2
98,"召喚出寵物「迷你敏菲利亞」。<hex:02100103>和本人不同，這個敏菲利亞會陪伴你走到天涯海角。","冒險者公會為了慶祝艾歐澤亞的重生而設計的魔法人偶。以拂曉血盟的盟主敏菲利亞為模特。想想當年經常被她呼來喝去的，現在可以隨時隨地盡情招呼她了。","……能聽到嗎？<hex:02100103>是我，敏菲利亞。<hex:02100103>　　　——敏菲利亞","是我，敏菲利亞。","對範圍內的敵人造成230攻擊力的傷害。",80,40,3,False,False,True,False,False,1
99,"召喚出寵物「迷你桑克瑞德」。<hex:02100103>絕對比本人瀟灑帥氣200％！","冒險者公會為了慶祝艾歐澤亞的重生而設計的魔法人偶。以拂曉血盟的賢人桑克瑞德為模特。相信有很多迷戀或暗戀他的女性都會愛不釋手。","我只要一看見美女們，就不由<hex:02100103>得詩興大發，身為愛的吟遊詩<hex:02100103>人，我怎能按捺得住……<hex:02100103>　　　　　　　　——桑克瑞德","戀愛攻防戰","設定陷阱。10秒後可通過點擊發動陷阱按鈕起爆。對範圍內的敵人造成260攻擊力的傷害。",50,35,3,True,True,False,False,False,2
100,"召喚出寵物「自律型魔導浮游炮」。<hex:02100103>1/9比例的可動模型，可惜沒有附帶究極神兵。","還原度極高的玩具模型，精巧地將加雷馬帝國的無人浮游炮還原了出來。怎麼樣？是不是比你的技術強多了？……加隆德！","加隆德……我要讓你知<hex:02100103>道，我的魔導技術才是<hex:02100103>更好的。<hex:02100103>　　　　　　　——尼祿","全方位攻擊","對範圍內的敵人造成230攻擊力的傷害。",50,75,2,True,False,False,False,False,1
101,"召喚出寵物「暗淡之雲」。<hex:02100103>按照暗黑之雲的形象製作的魔法人偶。誓要將世界送往虛無！","在暗之世界撿到的魔法人偶，看上去感覺和「夢魔娃娃」有一些相似。說起來當年有一位雕金匠因為召喚妖異未遂而被逮捕，出獄之後卻消失得無影無蹤。人們只知道他家裡的留言寫著「我要啟程前往異界去探求美的真諦」……","如果暗黑之雲真的降<hex:02100103>臨，物質界的乙太會<hex:02100103>被全部吞噬乾淨……<hex:02100103>　　——«諾亞報告»","極小式波動炮","對範圍內的敵人造成150攻擊力的傷害，並且令敵人的防禦力降低30%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",70,60,4,False,False,True,False,False,1
102,"召喚出寵物「淘氣南加」。<hex:02100103>寧基南加的幼崽，和它的母親一樣，一旦沒有人盯著就會使勁繁殖。","寧基南加的幼崽，這種兩棲類動物的雌性會把產下的蛋背在自己的背上，不過這隻小南加好像是在母親的背上打瞌睡的時候不小心掉下來的……","彩蛋～彩蛋～大彩蛋～<hex:02100103>　　——吉莉·阿里亞珀","南加的人氣","令範圍內我方寵物的攻擊力增加25。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",55,40,2,False,True,True,False,False,3
103,"召喚出寵物「熊貓寶寶」。<hex:02100103>東方最最受歡迎的珍獸，可惜真品的觀賞成本實在太高，只能造出一個模型來過過眼癮。","桃源老師與其侍從豔麗小姐贈送的東方珍品。這是以名為熊貓的珍獸為原型而製作的魔法人偶。熊貓生活在東洲奧薩德次大陸的邊境地區，據說其實是一種猛獸，但那圓潤可愛的形象實在是很討人喜歡，相信很快也會吸引住艾歐澤亞人的目光。","在東方，甚至有些人當<hex:02100103>它是神明的化身。<hex:02100103>　　　　　　　——夕霧","野生的智慧","設定陷阱。10秒後可通過點擊發動陷阱按鈕起爆。對範圍內的敵人造成260攻擊力的傷害。",30,40,2,True,False,False,True,False,2
104,"召喚出寵物「迷你奧爾特羅斯」。<hex:02100103>按照奧爾特羅斯的形象製作的魔法人……不對，魔法章魚偶。","最強雕金匠戈德伯特原本想要以軟體動物的概念設計一款指環，可是不知道什麼時候一不小心做出了這個東西。甚至連喜歡小妹子的個性也完全還原了出來。","我說，奧爾特羅斯它……<hex:02100103>只是單純在搭訕吧？<hex:02100103>　　　　　　　　——埃莉","腕足","令範圍內我方寵物的移動速度提高35%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",50,45,2,True,False,False,False,False,3
105,"召喚出寵物「雪孩子」。<hex:02100103>有了朋友多麼快樂，田野森林都是我的家。","模仿雪人的外型做出的魔法人偶。在星芒節期間，一位留著白鬍子的匿名紳士專門為小朋友們做出了這款禮物。非常喜歡冰冷的東西，更喜歡別人對它投雪球。","再見了……<hex:02100103>　　——雪人","再見了","令使用特殊技點數的寵物追加設施特效「奧秘核石」。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",40,50,2,False,True,True,False,False,3
106,"召喚出寵物「胖兒陸行鳥」。<hex:02100103>誰說鳥兒不能有嬰兒肥的？","按理來說陸行鳥是幾乎不可能僅靠吃野菜變成這麼胖嘟嘟的樣子的。這隻小鳥也確實食慾旺盛，說不定將來什麼時候就會把武器裝備也給吃下去了。","基薩爾野菜是陸行鳥最喜<hex:02100103>歡的食物。換句話說，就<hex:02100103>是陸行鳥們力量的源泉。<hex:02100103>　　　　　　　——呂凱洛","貪吃鬼","令萌寵之門內寵物的體力恢復量變為2倍。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒",35,75,2,False,True,False,False,False,9
107,"召喚出寵物「迷你伊達」。<hex:02100103>即使是模型也沒法摘掉頭上的面具……","拂曉的塔塔露小姐向烏爾達哈的雕金匠公會訂製的伊達魔法人偶。據說連面具下面也製作得十分精妙，但是無論怎麼樣都無法把面具摘下來……","這機器敢再難使點嗎！<hex:02100103>　　　　　　　——伊達","終極地獄","對範圍內的敵人造成230攻擊力的傷害。",45,55,3,True,False,False,False,False,1
108,"召喚出寵物「迷你帕帕力莫」。<hex:02100103>總是一副心很累的表情，唉……","拂曉的塔塔露小姐向烏爾達哈的雕金匠公會訂製的帕帕力莫魔法人偶。看上去真是既小巧又可愛，讓人完全不願意去想原本的模特已經是個40多歲的大叔了。","這傢伙……<hex:02100103>就是可疑分子？<hex:02100103>　　——帕帕力莫","小型閃雷","對範圍內的敵人每秒造成10點持續傷害。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒",35,55,3,True,True,False,True,False,1
109,"召喚出寵物「迷你於里昂熱」。<hex:02100103>月明流散，拂曉驅暗……","拂曉的塔塔露小姐向烏爾達哈的雕金匠公會訂製的於里昂熱魔法人偶。因為於里昂熱堅決拒絕摘下帽子，所以裡面的頭髮沒有還原出來。","你還記得在七月沉沒……<hex:02100103>新陽初升之日……震撼了<hex:02100103>大地的咆哮聲嗎？<hex:02100103>　　　　　　——於里昂熱","預言詩入門講座","對範圍內的敵人造成90攻擊力的傷害。",55,60,2,False,True,False,True,False,1
110,"召喚出寵物「貓小胖」。<hex:02100103>儘管已經有了很多令人信服的結論，但大多數貓魅學者都拒絕承認自己可能與貓有著祖先上的聯繫，不管那貓胖還是不胖！","又小又胖的小貓崽。原本好像是城市裡的小野貓，不過因為某個僱員每次工作結束後都會餵給它一些剩餘的食物，久而久之便成了現在這樣了。","這慘叫聲是……天天屁<hex:02100103>顛屁顛地跟著弗朗茨大<hex:02100103>人的那隻野貓的叫聲！<hex:02100103>　　　　　——吉納維芙","超肥之力","令範圍內我方寵物的防禦力增加10。當該寵物為「動物」類型時，防禦力增加30。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",45,25,3,False,False,False,True,False,3
111,"召喚出寵物「小腳雪人」。<hex:02100103>對於雪人這種生物來說，還是小點的更順眼。","幼小的雪人，是被一名上山尋寶的僱員發現的。當時這隻小可憐既沒有父母的呵護也沒有果腹的食物，於是那名僱員將自帶的食物分給了它一些。小雪人好像非常高興，並一直跟著僱員回到了城裡。","不要急躁。一步一個<hex:02100103>腳印地向前邁進。<hex:02100103>——艾·斯密·雅恩","絕對零度","對範圍內的敵人造成230攻擊力的傷害。",65,25,3,False,False,True,False,False,1
112,"召喚出寵物「小木乃伊」。<hex:02100103>無論看上去多麼可愛，木乃伊仍然會給人帶來一種莫名的悲傷。","在喀恩埋沒聖堂中的一個小小的棺材裡發現的小人偶。身上纏滿繃帶毫不影響它像有生命一樣活動。雖然沒人知道它到底為什麼能活動，但是也沒人有足夠的勇氣去把繃帶拆開……","這座埋沒聖堂是不祥之地，<hex:02100103>至今已經讓許多冒險者魂歸<hex:02100103>札爾神座前……<hex:02100103>　　　　　　　　——比比姆","毛骨悚然","讓範圍內的敵人增加「魔物」類型的弱點。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒",35,40,1,False,True,False,True,True,4
113,"召喚出寵物「企業號模型」。<hex:02100103>天才機械師的小成果，機械師小人隨船附送。","加隆德煉鐵廠製作的飛空艇模型。原型是天才機械師西德在帝國時設計建造的「企業號」。模型設計得十分精巧，連尾部的作業臂都完美再現了出來，並且隨船附送小小西德。","企業號，出發！<hex:02100103>　　——阿爾菲諾","起重臂","對範圍內的敵人造成90攻擊力的傷害。",45,60,2,False,False,True,False,False,1
114,"召喚出寵物「郵差莫古力娃娃」。<hex:02100103>情系萬家，信達天下，莫古力郵遞陪您游遍艾歐澤亞。","無論何時何地，郵差莫古力都會將信件完好無損地送到收信人手中。頭上的帽子和身上的背包是最明顯的標誌。","雖然走出森林，前往未知的<hex:02100103>土地也有點害怕，但是不知<hex:02100103>不覺就迷上了旅行庫啵！<hex:02100103>　　　　　　——郵差莫古力","不幸之信","令範圍內敵人的防禦力降低25%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",45,60,3,True,True,False,False,False,4
115,"召喚出寵物「暗鬥魚苗」。<hex:02100103>尚未長成的小小暗鬥魚，忘記了游泳卻獲得了天空！","在分解忍鬥魚的時候突然發現這條小魚躺在其中一條的肚子裡。可能是在大魚的胃裡這段經歷使得小魚苗寧可學會飛行也不願意再回到水中了。但是每次走到水邊時好像還是會有些懷念的反應。","看，這厲害的大嘴！<hex:02100103>嘴這麼大，難怪把別<hex:02100103>的魚都吃光了。<hex:02100103>　　　　　——希希蒲","暗殺","對範圍內的敵人造成5倍攻擊力的傷害。",40,25,3,False,False,False,False,False,1
116,"召喚出寵物「祝福禮盒」。<hex:02100103>送給參加永結同心典禮的朋友們的禮物。感激之情無以言表。","原本是打算送給來賓們包裝好的惡魔磚塊，可是因為內部構造沒有解明而失敗了。現在這種雖然裡面好像有些奇怪的東西，不過不要介意！情義在就好！","我送的禮物必須與眾不<hex:02100103>同才行！<hex:02100103>　　　　　——阿爾達拉","交換禮物","可以拆除敵人設定的陷阱。",40,70,2,True,False,False,False,False,6
117,"召喚出寵物「河童童」。<hex:02100103>不知道從哪裡跑出來的河童，可惜隨身沒有帶著沙悟淨之槍。","貨真價實百分百保證是真的河童。雖然你可能會以為是一個魔法人偶，但是只要你仔細看了就會發現，這極有可能是被古代魔法變成河童的人類。可他（或者說是她？）到底是什麼人呢？至今仍然是一個謎。","河童是朋友！<hex:02100103>——奧爾特羅斯","河童童","令範圍內敵人的攻擊力降低40%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",60,30,2,True,False,False,True,False,4
118,"召喚出寵物「迷你路易索瓦」。<hex:02100103>閉上雙眼，則滿懷希望。","模仿賢者路易索瓦的外型所製作的魔法人偶。為了紀念這位犧牲自己阻止衛月墜落的偉人，雕金匠公會特地製作了這款精巧的人偶。","請一定要保護這片<hex:02100103>大地，帶領人們走<hex:02100103>向更美好的未來。<hex:02100103>　　　——路易索瓦","轉生之火","令範圍內我方寵物恢復100點體力。當該寵物為「玩偶」類型時，恢復150點體力。",50,40,4,False,True,True,False,False,7
119,"召喚出「塵世幻龍」。<hex:02100103>龍族始祖的幻體，將會一直觀察著冒險者的行動。","世界最初之龍，所有龍族的始祖，塵世幻龍為了觀察光之戰士的行動而創造了這個分身，小龍能夠將自己所見的一切原封不動地傳達給身處銀淚湖的本體。樣子雖然小，卻有著非常蒼老渾厚的聲音。","此乃我的幻影，亦是我<hex:02100103>的化身。今後它將隨你<hex:02100103>前行。<hex:02100103>　　　　　——塵世幻龍","公測","對敵方探索眼造成90%的傷害。對已被破壞的探索眼無效。",60,45,2,True,False,False,False,False,8
120,"","","","","",0,0,0,False,False,False,False,False,0
121,"召喚出寵物「喜鵲兒」。<hex:02100103>能夠帶來捷報與喜訊的小鳥，非常招人喜歡。","能夠帶來捷報與喜訊的小鳥。傳說它會作為月亮神梅茵菲娜的使者在星空下起舞，為人們帶來愛。這種鳥原本不棲息在艾歐澤亞，而是來自遙遠的東方。那裡的人們相信這種小鳥能夠帶來喜兆，並因此在它的名字中加入了「喜」字。無論什麼時候，只要聽到這種可愛小鳥的叫聲，<hex:02100103>就一定會有好事發生。","放輕鬆，不要那麼緊張，<hex:02100103>這可是一生一世的大喜日<hex:02100103>子啊！<hex:02100103>　　　　　——祝福的祭司","愛情小夜曲","令使用特殊技點數的寵物的防禦力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒",60,45,3,False,True,False,False,False,3
122,"召喚出寵物「恩奇都」。<hex:02100103>成為好友的一隻雞，身上的顏色怎麼洗也洗不掉。","當初劍豪吉爾伽美什在旅行途中由於飢餓而從農家偷了一隻雞出來。但是他卻完全不懂要如何進行烹調。正在他準備生吃的時候遭到了這隻雞猛烈的反擊。雞的強硬態度令劍豪肅然起敬，並且決定帶著這隻威猛的雞一同旅行。","恩奇都！上！那可是你<hex:02100103>最喜歡的青蛙！<hex:02100103>　　　　——吉爾伽美什","怪音波","打消範圍內敵人的所有強化效果。",55,45,4,False,False,True,False,False,6
123,"召喚出寵物「紫妖精娃娃」。<hex:02100103>被蠻神所精煉，核心已經受損……但是仍然很可愛呼啾。","模仿壞妖精外形所製作的魔法人偶。暫留地的妖精們設計出這個主要是為了對壞妖精進行惡作劇報復。為了讓顏色更加逼真，他們嘗試了很多種染料，最後終於選中了紫色的大頭菜。","森林中如果有可疑的東<hex:02100103>西，那就肯定是壞妖精<hex:02100103>偽裝的呼啾。<hex:02100103>　　　　——特那克希亞","不祥咒文","無效化「動物」類型的寵物對範圍內我方寵物的攻擊。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>5秒",50,35,2,False,False,False,False,False,3
124,"召喚出寵物「開創者人偶」。<hex:02100103>開宗立派，戰無不勝！","模仿蜥蜴人族歷史上著名的太陽拳凱裡古·秋所製作的人偶。據說他是蜥蜴人古武術的開創者，拳術能夠發出太陽一般的光輝，在戰場上從未嘗過一敗。即使是哈姆基·夏也對其十分敬重。","知己知彼，百戰百勝。<hex:02100103>此乃兵法的第一奧義。<hex:02100103>　　　　——哈姆基·夏","質樸剛健","令使用特殊技點數的寵物的防禦力增加40。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒",40,45,3,False,False,True,False,False,3
125,"召喚出寵物「小小迪茲爾」。<hex:02100103>據說，偉大的工程師迪茲爾·庫瓦蘭開始建造飛空戰船的契機，是他做了一個99個紅氣球飛過黑衣森林上空的夢。","迪茲爾·庫瓦蘭既是一位偉大的工程師，也是賽茲爾·托托羅克的恩師。據說他曾經自己建造了一架超大型氣球，並且乘著這架氣球出發去尋找傳說中的浮游大陸阿亞特蘭，可惜從那之後杳無音訊。","乘風而起，展翅高飛，<hex:02100103>翱翔天際，不屈之翼，<hex:02100103>追夢無限……<hex:02100103>　　　　——長風空力團","毛拔光吊起來抽","對距離最近的敵方奧秘核石造成5%的傷害。",45,35,3,False,True,True,False,False,8
126,"召喚出寵物「地靈2號娃娃」。<hex:02100103>2號娃娃更結實，更強壯，更靈。","第789團輔祭巴戈開發出的新型炸彈，最大的特徵是採用了和地靈族相似的外型，同時爆炸的威力也特別高。可是因為第789洞穴團的商人的擅自行事，這批危險的炸彈又返回到製作者的手中……","事情是這樣的，我聽說<hex:02100103>礦山那邊有地靈族失蹤<hex:02100103>了。<hex:02100103>　　　　——斯凱特希斯","新型炸彈","對範圍內的敵人造成300攻擊力的傷害。不過使用特殊技點數之後寵物會被強制回收。",20,45,2,False,False,False,True,False,1
127,"召喚出寵物「迷你海魔」。<hex:02100103>仿照紅珊瑚海魔的形象設計出的人偶。血染的珊瑚令敵人聞風喪膽！","諾布老爹當初以紅珊瑚海魔之名威震四海，不過現在卻被他自己用來當做反面教材教育後代，為了能夠更精妙地表現老爹當初的英勇形象，家族內的兄長們製作出了這個人偶。","紅珊瑚海魔再度出現在這片<hex:02100103>海域的話……我們也不能繼<hex:02100103>續這麼悠然度日了……<hex:02100103>　　　　　　　　　——諾布","珊瑚尖槍","令使用特殊技點數的寵物的攻擊力增加60。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒",50,65,4,False,False,True,False,False,3
128,"召喚出寵物「黑巧兒信差」。<hex:02100103>會飛的小陸行鳥。亮麗的黑色羽毛可不是染上的哦。","純天然黑色羽毛品種的陸行鳥有著在空中飛行的能力。這隻小鳥為了證明自己不是塗色的贗品，每天都在努力練習飛行。","謝謝你前來送信。<hex:02100103>　　——利奧弗里克","巧兒陷阱","設定陷阱。10秒後可通過點擊發動陷阱按鈕起爆。對範圍內的敵人造成260攻擊力的傷害。",50,75,2,False,True,False,True,False,2
129,"召喚出寵物「迷你凱因」。<hex:02100103>我已經恢復正常了！","模仿古代傳說中的龍騎士所製作的魔法人偶。每一個伊修加德的孩子都聽過凱因的傳奇。為了能夠重現傳說中的跳躍，製作者特地在人偶體內加入了偏屬性水晶。跳躍雖然被完美還原，但是也導致了人偶經常會做出一些詭異的舉動。","沒關係……<hex:02100103>我已經恢復正常了！<hex:02100103>　　　　　　——凱因","龍騎士精神","無效化所有敵人對我方萌寵之門、防禦盾、探索眼的攻擊。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒",75,55,3,True,False,False,False,False,9
130,"召喚出寵物「迷你阿爾菲諾」。<hex:02100103>一切為了艾歐澤亞！","模仿萊韋耶勒爾家大少爺的外型所製作的魔法人偶。原本是水晶義勇隊的會計官為了籌備資金而偷偷製作出來的，可是卻被總帥本人發現，並強行禁止了販賣。結果現在在倉庫裡堆成了一座山。","就別取笑我了，這只不<hex:02100103>過是形同虛設的稱號而<hex:02100103>已。<hex:02100103>　　　　　——阿爾菲諾","賢者行軍行動","對範圍內的敵人造成80攻擊力的傷害，並且令敵人的防禦力降低13%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒",30,35,3,False,True,True,False,False,1
131,"召喚出寵物「迷你阿莉塞」。<hex:02100103>為了艾歐澤亞的未來！","模仿萊韋耶勒爾家大小姐的外型所製作的魔法人偶。因為倉庫中堆積的阿爾菲諾人偶太多，所以有些獨立商人便進行了少量的加工，改成少女人偶重新發售。據製作者說，改造的成本簡直低得不要錢一樣。","你是我在這片土地中找<hex:02100103>到的第一個無可代替的<hex:02100103>寶物啊。<hex:02100103>　　　　　　——阿莉塞","託付的心願","對範圍內的敵人造成90攻擊力的傷害。",40,40,4,False,True,False,False,False,1
