key,0,1,2,3,4,5,6,7,8,9,10
90,7,1,0,-1,0,0,0,"打倒東方騰雲蛇","這裡是艾因哈特管制台……<hex:02100103>看來血的味道吸引了更加強大的魔物。","如果放置不管勢必會成為探索的障礙，<hex:02100103>目標變更，請立即討伐。",""
91,7,1,0,-1,0,0,0,"打倒賽勒菲","這裡是艾因哈特管制台……<hex:02100103>看來血的味道吸引了更加強大的魔物。","如果放置不管勢必會成為探索的障礙，<hex:02100103>目標變更，請立即討伐。",""
92,8,3,0,-1,0,0,0,"使用誘引香陷阱引來笠頭螈並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。","驅除完下一個危險生物就達成目標了，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。","不過，這次的目標相當強大。<hex:02100103>請不要專注於探索，集中精力打倒目標。"
93,7,1,0,-1,0,0,0,"打倒不老枯樹精","這裡是艾因哈特管制台……<hex:02100103>看來血的味道吸引了更加強大的魔物。","如果放置不管勢必會成為探索的障礙，<hex:02100103>目標變更，請立即討伐。",""
94,7,1,0,-1,0,0,0,"打倒無齒翼龍","這裡是艾因哈特管制台……<hex:02100103>看來血的味道吸引了更加強大的魔物。","如果放置不管勢必會成為探索的障礙，<hex:02100103>目標變更，請立即討伐。",""
95,4,6,0,-1,0,0,0,"使用誘引香陷阱引來雲冠魔象並將其打倒","這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！","我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
96,4,6,0,-1,0,0,0,"使用誘引香陷阱引來腔骨龍並將其打倒","這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。","我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。","另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。"
97,4,6,0,-1,0,0,0,"誘引香の罠で「コエロフィシス」を誘き寄せて討伐","こちらアインハルト管制……<hex:02100103>探索任務の第二段階完了を確認した。","次の標的を討伐すれば、任務は完了だ。<hex:02100103>次の目標地點で「誘引香の罠」を使い、標的を誘き寄せて倒せ。","また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。"
98,4,6,0,-1,0,0,0,"誘引香の罠で「エイジレス・ダイアマイト」を誘き寄せて討伐","こちらアインハルト管制……<hex:02100103>探索任務の第二段階完了を確認した。","次の標的を討伐すれば、任務は完了だ。<hex:02100103>次の目標地點で「誘引香の罠」を使い、標的を誘き寄せて倒せ。","また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。"
99,4,6,0,-1,0,0,0,"誘引香の罠で「アントホーク」を誘き寄せて討伐","こちらアインハルト管制……<hex:02100103>探索任務の第二段階完了を確認した。","次の標的を討伐すれば、任務は完了だ。<hex:02100103>次の目標地點で「誘引香の罠」を使い、標的を誘き寄せて倒せ。","また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。"
100,0,0,0,-1,0,0,0,"","","",""
