key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
386,"籌集委託：保護頭髮的兜帽","板金製的頭盔能夠保護頭部，但頭髮容易被金屬板夾住，那簡直是太疼了。因此我們想把墊在頭盔下的草布兜帽作為商品出售。請有能力的裁衣匠來協助我們。",118,6,10,3,1,0,1,0,51,51,False,14,172,0,51,80013,917834,True,0,1,2460,94,83,19,5,4067692,110038,True,0,14
387,"製作委託：廉價的短袖罩衣","由於烏爾達哈附近人口激增，因此工作的職位也供不應求。其中不乏有一些年輕人立志成為冒險者。請為他們製作適合新手冒險者的廉價短袖罩衣。",118,6,10,3,5,0,1,0,51,51,False,14,172,0,51,80013,917835,True,0,1,10050,117,84,18,5,4067692,110038,True,0,14
388,"製作委託：廉價的厚袍","厚袍十分寬鬆，穿它時大可不在意體型，因此可預見其良好的銷路。這次我們想先確保廉價品的庫存。請以草布為材料，製作樸實無華的厚袍。",118,6,10,3,5,0,1,0,51,51,False,14,172,0,51,80013,917836,True,0,1,10050,117,84,18,5,4067692,110038,True,0,14
389,"籌集委託：面向礦山勞動者的腿套","艾瑪吉娜礦山公司向我們訂了腿套，他們想為在銅鈴銅山事故中受傷的礦山勞動者送些禮物表示歉意。請對裁衣有自信的工匠助我們一臂之力。",119,6,10,3,5,0,1,0,263,263,False,14,172,0,42,80013,917837,True,0,1,14100,141,84,19,5,3958293,110035,True,0,14
390,"製作委託：面向牧童的束腰牧衣","請為我們提供出口至利姆薩·羅敏薩的服裝。我聽說當地很盛行牧羊，因此猜測適合牧童穿的草布束腰牧衣會熱銷。請對裁衣有自信的工匠助我們一臂之力。",119,6,10,3,5,0,1,0,263,263,False,14,172,0,42,80013,917838,True,0,1,11400,118,85,18,5,3958293,110035,True,0,14
391,"製作委託：面向侍者的褲子","納爾札爾教團向我們訂了業餘馬褲。似乎是給為成為聖職者而修行的新手侍者準備的。對方說褲子很樸素也無妨，那就請用草布製作。",119,6,10,3,5,0,1,0,263,263,False,14,172,0,42,80013,917839,True,0,1,11400,118,85,18,5,3958293,110035,True,0,14
392,"籌集委託：面向新手冒險者的棉甲","現在，想當冒險者的年輕人越來越多，因此較為便宜的防具賣得很好。我們想為買不起高價板金鎧的人群提供低價的棉鎧。請用草布，為我們製作結實的草布棉甲。",118,6,10,3,5,0,1,0,51,51,False,14,172,0,51,80013,917840,True,0,1,9560,117,85,19,5,4067692,110038,True,0,14
393,"製作委託：送禮用的草帽","我阿修加納貿易公司從園藝工公會買進了大量的原材料。為了維持此良好的貿易關係，我們想在下回交易時送給他們一些小禮物。請為我們提供格里達尼亞人喜歡的簡單草帽。",118,6,10,3,10,0,1,0,51,51,False,14,172,0,51,80013,917625,True,0,1,7180,140,86,18,5,4067692,110038,True,0,14
394,"製作委託：面向採礦工的圍巾","採礦工在狹窄的坑道裡工作，因此經常有人被粉塵傷到喉嚨與肺部。為了減少這類事情的發生，我們想向艾瑪吉娜礦山公司推銷棉布圍巾。請有自信的裁衣匠助我們一臂之力。",118,6,10,3,10,0,1,0,51,51,False,14,172,0,51,80013,917626,True,0,1,18940,240,86,18,5,4067692,110038,True,0,14
395,"籌集委託：面向貿易商人的包頭巾","貿易商人必須頂著烈日在荒野中長時間行走，因此，能夠保護頭部的包頭巾是他們的必需品。請提供用透氣的棉布製作的包頭巾。",120,6,10,3,10,0,1,0,271,271,False,14,172,0,42,80013,917627,True,0,1,18940,243,86,19,5,2540087,110036,True,0,14
396,"製作委託：贈給技師的手套","在地平關，為了把貨物從低地運上來，需要一種叫卷揚機的裝置。我想將手套贈予維護卷揚機的技師，以代替工資。請為我提供結實的草布弓術手套。",120,6,10,3,10,0,1,0,271,271,False,14,172,0,42,80013,917628,True,0,1,24820,143,87,18,5,2540087,110036,True,0,14
397,"製作委託：出口用的手套","最近，我們開始和拉諾西亞的赤血雄雞農場做生意了。如果我們提供幹農活用的棉布半指手套，他們一定會買單的。請用棉布製作結實的手套。",120,6,10,3,10,0,1,0,271,271,False,14,172,0,42,80013,917629,True,0,1,13060,144,87,18,5,2540087,110036,True,0,14
398,"籌集委託：面向格里達尼亞的草帽","我們正打算往格里達尼亞輸送大規模的商隊。我聽說格里達尼亞人生活較為簡樸，因此想把樸實無華的簡單帽子帶過去賣。請為我們提供結實的草帽。",118,6,10,3,10,0,1,0,51,51,False,14,172,0,51,80013,917630,True,0,1,13060,145,87,19,5,4067692,110038,True,0,14
399,"製作委託：面向格里達尼亞的束腰衣","我們正打算往格里達尼亞輸送大規模的商隊。我聽說那裡在靈災後致力於飼養陸行鳥。因此覺得面向牧童的束腰衣應該會熱賣。請為我們製作簡單的束腰衣。",118,6,10,3,15,0,1,0,51,51,False,14,172,0,51,80013,917631,True,0,1,48090,200,88,18,5,4067692,110038,True,0,14
400,"製作委託：面向格里達尼亞的褲子","我們正打算往格里達尼亞輸送大規模的商隊。由於還在摸索該賣什麼，所以決定先帶去大眾都能接受的簡單商品。請為我們製作在哪兒都能穿的褲子。",118,6,10,3,15,0,1,0,51,51,False,14,172,0,51,80013,917632,True,0,1,42390,196,88,18,5,4067692,110038,True,0,14
401,"籌集委託：陪葬品無領襯衫","在埋葬死者時，為了祝福他來世能成為有錢的富豪，常常會讓他穿上商人的無領襯衫。但很少有人富裕到能為死者買衣服，因此請為我們提供廉價的無領襯衫。",121,6,10,3,15,0,1,0,300,300,False,14,172,0,44,80013,917633,True,0,1,48090,244,88,19,5,2540238,110037,True,0,14
402,"製作委託：用於長途旅行的軟甲褲","經常有從陸路前往格里達尼亞的商隊和旅人在枯骨營地休息。其中有不少人為長途旅行做準備，在那裡買新衣服。所以我想把結實的軟甲褲擺上貨架。",121,6,10,3,15,0,1,0,300,300,False,14,172,0,44,80013,917634,True,0,1,42390,191,89,18,5,2540238,110037,True,0,14
403,"製作委託：面向工匠的手套","自從傳出有尚未發現的秘銀礦床以來，黃金集市就聚集滿了工匠和勞動者。我想利用他們做一筆生意。總而言之，請為我提供面向工匠的手套。",121,6,10,3,15,0,1,0,300,300,False,14,172,0,44,80013,917635,True,0,1,40340,192,89,18,5,2540238,110037,True,0,14
404,"籌集委託：面向採礦工的工作服","礦山裡的狹窄坑道會因為濕氣和熱氣變成個大蒸籠。因此我們想向艾瑪吉娜礦山公司販賣無袖工作服，以便在這種悶熱的環境下順利工作。請有自信的裁衣匠助我們一臂之力。",118,6,10,3,15,0,1,0,51,51,False,14,172,0,51,80013,917636,True,0,1,48090,244,89,19,5,4067692,110038,True,0,14
405,"製作委託：面向商人的腰圍","做生意時，外表也是十分重要的。如果穿得邋遢不堪，就會被人瞧不起。反之，如果穿得奢華無度，就會被人當成有錢人而胡亂要價。所以，請為我製作價格適當的腰圍。",118,6,10,3,20,0,1,0,51,51,False,14,172,0,51,80013,917559,True,0,1,54470,244,90,18,5,4067692,110038,True,0,14
406,"批發委託：面向工匠的褲子","最近在烏爾達哈，有不少人都想學習工匠的手藝。因此工匠服裝的銷路很好。抓住此商機，為我們提供大量工作時穿的褲子。",118,6,10,3,20,0,1,0,51,51,False,14,172,0,51,80013,917560,True,0,1,49020,160,90,26,5,4067692,110038,True,0,14
407,"籌集委託：贈給義勇兵的衣服","我等鬼哭隊第五槍隊為了表達對志願成為義勇兵的年輕人們的謝意，準備贈送給他們一批衣服。因此衷心希望有能力製作工作服的工匠來協助我們。",13,6,10,3,20,0,1,0,129,129,False,14,172,0,56,80013,917561,True,0,1,54470,290,90,19,5,2257677,110006,True,0,14
408,"製作委託：回禮用的手套","不久前，石場水車的婦人們為鬼哭隊親手烹製了美味菜餚。為此，我們想以漂亮的手套作為回禮送給她們。衷心希望有能力的工匠來協助我們。",13,6,10,2,20,0,1,0,129,129,False,14,172,0,56,80012,917562,True,0,1,54470,242,91,18,5,2257677,110006,True,0,14
409,"批發委託：用於採伐工作的頭巾","我等鬼哭隊第五槍隊為擴建石場水車的防禦牆，需要砍伐一些木材。因此衷心希望有能力製作伐木時戴的頭巾的工匠來協助我們。",13,6,10,2,20,0,1,0,129,129,False,14,172,0,56,80012,917563,True,0,1,37800,247,91,26,5,2257677,110006,True,0,14
410,"製作委託：防禦壁施工用的工作服","我等鬼哭隊第五槍隊想為協助我們修建防禦壁的當地居民提供工作服。衷心希望有能力製作優質工作服的工匠來協助我們。",13,6,10,2,20,0,1,0,129,129,False,14,172,0,56,80012,917564,True,0,1,54470,290,91,18,5,2257677,110006,True,0,14
411,"製作委託：面向船員的襯衫","我們正在為了擴大利姆薩·羅敏薩的市場搜集好賣的商品。我聽說船員喜歡便於活動且涼爽透風的襯衫。請製作開胸的棉絨襯衫。",118,6,10,3,25,0,1,0,51,51,False,14,172,0,51,80013,917841,True,0,1,89920,264,92,18,5,4067692,110038,True,0,14
412,"籌集委託：回禮用的工作帽","為感謝協助我們砍伐防護壁所需木材的園藝工，我等鬼哭隊第五槍隊想贈予他們一些禮物。衷心希望有能力製作美麗工作帽的工匠來協助我們。",13,6,10,3,25,0,1,0,129,129,False,14,172,0,56,80013,917842,True,0,1,69330,208,92,19,5,2257677,110019,True,0,14
413,"批發委託：流行的棉絨褲子","在烏爾達哈的社交界，棉絨正在悄然流行起來。我們想抓住此商機，確保一定數量的棉絨褲子的庫存。請有自信的裁衣匠助我們一臂之力。",118,6,10,3,25,0,1,0,51,51,False,14,172,0,51,80013,917843,True,0,1,71380,469,92,26,5,4067692,110038,True,0,14
414,"製作委託：贈給義勇兵的褲子","我等鬼哭隊第五槍隊為了表達對志願成為義勇兵的年輕人們的謝意，準備贈送給他們一批衣服。衷心希望有能力製作適合在森林中穿梭的褲子的工匠來協助我們。",13,6,10,2,25,0,1,0,129,129,False,14,172,0,56,80012,917844,True,0,1,79310,242,93,18,5,2257677,110019,True,0,14
415,"製作委託：回禮用的工作帽","為感謝給我們提供防禦壁建材的園藝工，我等鬼哭隊第五槍隊想贈予他們一些禮物。衷心希望有能力製作美麗工作帽的工匠來協助我們。",13,6,10,2,25,0,1,0,129,129,False,14,172,0,56,80012,917845,True,0,1,69330,208,93,18,5,2257677,110019,True,0,14
416,"批發委託：用於採集工作的褲子","為備戰，我等鬼哭隊第五槍隊認為有必要去森林裡採集一些儲備糧。衷心希望有能力製作用於採集工作的褲子的工匠來協助我們。",13,6,10,2,25,0,1,0,129,129,False,14,172,0,56,80012,917846,True,0,1,71380,469,93,26,5,2257677,110019,True,0,14
417,"籌集委託：小貓咪的褲子","我的主人格格魯玖想送給他「喜歡的小貓咪」一條褲子。請別想太多，用亞麻布製作手感順滑的褲子。",113,6,10,3,30,0,1,0,206,206,False,14,172,0,32,80013,917847,True,0,1,129410,394,94,19,5,3999030,110031,True,0,14
418,"製作委託：棉絨的短袍","最近，在魔法師之間，短袍十分流行。特別是在利姆薩·羅敏薩學習秘術的冒險者，他們喜歡便於活動的短袍。為確保庫存，請助我們一臂之力。",118,6,10,3,30,0,1,0,51,51,False,14,172,0,51,80013,917848,True,0,1,189590,344,94,18,5,4067692,110038,True,0,14
419,"批發委託：流行的棉絨手套","在烏爾達哈的社交界，棉絨正在悄然流行起來。我們想抓住此商機，確保一定數量的棉絨手套的庫存。請有自信的裁衣匠助我們一臂之力。",118,6,10,3,30,0,1,0,51,51,False,14,172,0,51,80013,917849,True,0,1,98690,343,265,26,5,4067692,110038,True,0,14
420,"製作委託：黑馬手套","我的主人格格魯玖對流行趨勢十分敏感，主人說，下次舞會，烏爾達哈將流行草布半指手套。為跑在時尚的尖端，我們需要確保手套的庫存，請協助我們。",113,6,10,1,30,0,1,0,206,206,False,14,172,0,32,80011,917850,True,0,1,69240,325,95,18,5,3999030,110031,True,0,14
421,"製作委託：用於晚會的褲子","我的主人格格魯玖在利姆薩·羅敏薩的俾斯麥餐廳預定了晚餐會，屆時將要穿符合主人身份的高檔的褲子。請有能力的工匠助我們一臂之力。",113,6,10,1,30,0,1,0,206,206,False,14,172,0,32,80011,917851,True,0,1,99780,315,95,18,5,3999030,110031,True,0,14
422,"批發委託：護衛用的靴子","我的主人格格魯玖在利姆薩·羅敏薩的俾斯麥餐廳預定了晚餐會，屆時隨行的護衛也要穿著符合他們身份的衣裝。請為我們提供棉絨的靴子。",113,6,10,1,30,0,1,0,206,206,False,14,172,0,32,80011,917852,True,0,1,116470,344,266,26,5,3999030,110031,True,0,14
423,"籌集委託：望遠鏡技師用的工作帽","阿德內爾占星台為大型望遠鏡的維修技師訂了工作帽。請認真為他們製作工作帽，保證在工作中頭髮不會掉到鏡片上。",122,6,10,3,35,0,1,0,385,385,False,14,172,0,63,80013,917949,True,0,1,173660,462,96,19,5,3643002,110062,True,0,14
424,"製作委託：面向劍術師的褲子","劍術師公會向我們下了訂單，說是要為公會會員準備褲子。由於要穿在板金鎧裡面，因此要求褲子厚實耐穿。請對自己有自信的裁衣匠幫我們製作。",118,6,10,3,35,0,1,0,51,51,False,14,172,0,51,80013,917950,True,0,1,194150,409,96,18,5,4067692,110038,True,0,14
425,"批發委託：出口用的樸素帽子","我們要準備好商品，以便下次賣給格里達尼亞的幻術師們。請為我們提供大量格里達尼亞人喜愛的樸素帽子。請對自己有自信的裁衣匠幫我們製作。",118,6,10,3,35,0,1,0,51,51,False,14,172,0,51,80013,917951,True,0,1,137860,534,267,26,5,4067692,110038,True,0,14
426,"製作委託：亞麻工作服","由於氣溫寒冷，伊修加德十分重視發展能在房子裡工作的手工業。因此我們想推出適合在屋內工作的亞麻製工作服。請有能力的工匠協助我們。",122,6,10,2,35,0,1,0,385,385,False,14,172,0,63,80012,917952,True,0,1,213430,477,97,18,5,3643002,110062,True,0,14
427,"製作委託：防寒用的僧袍","第七靈災之後，庫爾札斯的溫度急速下降，成為了一個雪國。因此，能防風禦寒的帶帽僧袍成了必需品。請為他們製作能包裹全身的僧袍。",122,6,10,2,35,0,1,0,385,385,False,14,172,0,63,80012,917953,True,0,1,213430,474,97,18,5,3643002,110062,True,0,14
428,"批發委託：面向騎兵的緊身褲","為了從龍族的尖牙利爪下保護自己，騎兵們都身著金屬鎧。但庫爾札斯地區嚴寒刺骨，必須要在鎧甲下面穿上貼身的緊身褲。請為我們提供能防寒的優質緊身褲。",122,6,10,2,35,0,1,0,385,385,False,14,172,0,63,80012,917954,True,0,1,120510,531,268,26,5,3643002,110062,True,0,14
429,"籌集委託：面向後勤人員的腿套","照顧陸行鳥的馴獸人和修理武具的鑄甲匠也與騎兵團同行。在這白雲崖前哨中有不少這樣的後勤人員。請為他們提供暖和的呢絨腿套。",123,6,10,3,40,0,1,0,402,402,False,14,172,0,63,80013,917955,True,0,1,218540,526,98,19,5,3643494,110063,True,0,14
430,"製作委託：鳥欄管理員用的圍裙裝","請提供鳥欄管理員用的圍裙裝。黃色的圍裙和陸行鳥的標誌都會由對方負責印染，我們只要交染色前的就可以了。希望有能力的裁衣匠前來幫忙。",118,6,10,3,40,0,1,0,51,51,False,14,172,0,51,80013,917956,True,0,1,218540,425,98,18,5,4067692,110038,True,0,14
431,"批發委託：傭人用的制帽","最近，烏爾達哈的富裕階層間流行給傭人穿統一制服。因此我們想向他們販賣一定數量的制帽。請製作大量的亞麻獵鹿帽。",118,6,10,3,40,0,1,0,51,51,False,14,172,0,51,80013,917957,True,0,1,160560,522,269,26,5,4067692,110038,True,0,14
432,"製作委託：面向運貨人的束腰衣","運貨人需要在雪地中奔波，因此這個工作很不受歡迎。為了募集人手，我們想向運貨人提供優質的上衣。請為我們提供結實厚重的草布束腰衣。",123,6,10,2,40,0,1,0,402,402,False,14,172,0,63,80012,917958,True,0,1,197660,506,99,18,5,3643494,110063,True,0,14
433,"製作委託：神殿騎士用的防寒褲","狄蘭達爾家的騎兵團向我們訂了防寒褲。教皇廳直屬神殿騎士將前往白雲崖前哨視察，為了幫貴客禦寒，請製作呢絨緊身褲。",123,6,10,2,40,0,1,0,402,402,False,14,172,0,63,80012,917959,True,0,1,138260,433,99,18,5,3643494,110063,True,0,14
434,"批發委託：熱賣的寬邊帽","庫爾札斯地區經常下大雪，因此需要寬邊帽。如果帽子是用暖和的羊毛製成，想必會賣得更好。為保證庫存，請為我們提供一定數量的呢絨寬邊帽。",123,6,10,2,40,0,1,0,402,402,False,14,172,0,63,80012,917960,True,0,1,141770,639,270,26,5,3643494,110063,True,0,14
435,"籌集委託：挖掘工人用的工裝褲","我們聖寇伊納克財團正在挖掘銀淚湖沿岸的古代亞拉戈文明的遺跡。想要挖掘結晶化的土地，可是要費一番力氣，連工作服都會很快就壞掉。請製作結實的工裝褲。",124,6,10,3,45,0,1,0,416,416,False,14,172,0,67,80013,917961,True,0,1,233750,595,100,19,5,4258823,110064,True,0,14
436,"製作委託：法師用的寬邊帽","上次賣給格里達尼亞的帽子大受好評，因此碩老樹冥想窟又向我們訂了新帽子。我們要為法師這種特殊職業製作高級帽子。請有能力的裁衣匠來協助我們。",118,6,10,3,45,0,1,0,51,51,False,14,172,0,51,80013,917962,True,0,1,258990,628,100,18,5,4067692,110038,True,0,14
437,"批發委託：專屬烹調師用的衣服","寶石商人巴巴維想為在他府上工作的專屬烹調師準備高級圍裙裝。他那裡的烹調師人數不少，請提供大量圍裙裝。",118,6,10,3,45,0,1,0,51,51,False,14,172,0,51,80013,917963,True,0,1,257710,710,271,26,5,4067692,110038,True,0,14
438,"製作委託：面向老練冒險者的束腰衣","為了能使挖掘工作順利進行，聖寇伊納克財團僱用了很多冒險者，並想為保護調查地安全的他們提供輕便的束腰衣。請為我們提供能令老練冒險者滿意的優質產品。",124,6,10,3,45,0,1,0,416,416,False,14,172,0,67,80013,917964,True,0,1,258990,615,101,18,5,4258823,110064,True,0,14
439,"製作委託：博物學家用的長袍","前幾天，一位從薩雷安來的博物學家被地上的水晶刮破了衣服，她沒帶多少換洗衣服，請為她提供一件新的長袍。",124,6,10,3,45,0,1,0,416,416,False,14,172,0,67,80013,917965,True,0,1,338940,685,101,18,5,4258823,110064,True,0,14
440,"批發委託：挖掘工人用的工作帽","在挖掘在古代亞拉戈文明的遺跡時，會被四處飛散的粉塵和水晶碎片搞得灰頭土臉。為此我們需要保護挖掘工人頭部的帽子。請為我們提供大量呢絨製工作帽。",124,6,10,3,45,0,1,0,416,416,False,14,172,0,67,80013,917966,True,0,1,210370,673,272,26,5,4258823,110064,True,0,14
441,"製作委託：不夠的紅銅鑄錠","在確認出貨庫存的時候，我們發現紅銅鑄錠的數量不夠了。賭上阿修加納貿易公司的信譽，無論如何也要讓交易成功。去製作紅銅錠。",118,6,8,3,1,0,1,0,51,51,False,12,170,0,51,80013,917853,True,0,1,930,94,62,18,5,4067692,110038,True,0,14
442,"製作委託：廉價的手鏈","即使沒有錢也想打扮，這是不少人的想法。我們想為這類人準備比較廉價的飾品。就算是便宜的紅銅，只要細心打磨，就能製作出閃閃發光的手鏈。請有能力的雕金匠協助我們。",118,6,8,3,1,0,1,0,51,51,False,12,170,0,51,80013,917854,True,0,1,2460,97,62,18,5,4067692,110038,True,0,14
443,"籌集委託：面向新手冒險者的魔器","有不少來到烏爾達哈的冒險者都想在著名的咒術師公會學習魔法。 我們想向這些新手咒術師提供物美價廉的魔器。請對雕金有信心的工匠協助我們。",119,6,8,3,1,0,1,0,263,263,False,12,170,0,42,80013,917855,True,0,1,670,93,62,19,5,3958293,110035,True,0,14
444,"製作委託：面向半路出家拳鬥士的骨拳","最近有不少年輕流民都想以拳鬥成名。所以我想賣給他們格鬥武器。但缺錢才去當拳鬥士的人是不會買高價武器的吧。請製作廉價的武器。",119,6,8,3,1,0,1,0,263,263,False,12,170,0,42,80013,917856,True,0,1,1050,93,63,18,5,3958293,110035,True,0,14
445,"製作委託：傷員用的長杖","前幾天，在毒蠍交易所發生了貨物倒塌事件，其中有一名運貨人被壓在了下面，受了傷。我們想贈送給他一根長杖，以便在痊癒之前輔助他走路。即使是廉價品也無所謂，請為我們提供長杖。",119,6,8,3,1,0,1,0,263,263,False,12,170,0,42,80013,917857,True,0,1,930,94,63,18,5,3958293,110035,True,0,14
446,"籌集委託：便宜的戒指","現在，低價首飾被年輕人們瘋狂搶購，特別是銅戒指最為受歡迎，庫存都已經不足了。為抓住此次商機，請為我們提供1箱紅銅環。",118,6,8,3,1,0,1,0,51,51,False,12,170,0,51,80013,917858,True,0,1,930,93,63,19,5,4067692,110038,True,0,14
447,"製作委託：廉價的耳飾","在年輕人之間，廉價的飾品賣得十分火爆。特別是紅銅製作的耳墜，顯得闊氣，價錢不貴，非常受歡迎。請有能力的雕金匠協助我們。",118,6,8,3,5,0,1,0,51,51,False,12,170,0,51,80013,917859,True,0,1,6000,116,64,18,5,4067692,110038,True,0,14
448,"製作委託：拳鬥士用的爪","鬥技場財團正在計劃著一場獵奇的比賽。他們讓瘋狂的牡羊和以羊角武裝的拳鬥士戰鬥，直至氣絕為止，並為戰鬥命名為「牡羊們的沉默比賽」。用羊角製作爪。",118,6,8,3,5,0,1,0,51,51,False,12,170,0,51,80013,917860,True,0,1,3730,142,64,18,5,4067692,110038,True,0,14
449,"籌集委託：詛咒的項鏈","只要戴著獸骨製作的項鏈，並在用獸脂燃起的火炎前祈禱，就能詛咒自己所恨之人。這種遊戲在富人群體中很是流行。雖然這些可能都是迷信，但請為我們製作項鏈。",119,6,8,3,5,0,1,0,263,263,False,12,170,0,42,80013,917861,True,0,1,5080,141,64,19,5,3958293,110035,True,0,14
450,"製作委託：用於市場調查的戒指","在格里達尼亞黑檀商店街開店的朋友聯繫了我，說是想從事寶石飾品的買賣。因此我要幫忙調查下當地人喜歡的款式，並把樣品送去給他。希望能夠有人提供樣式簡單的銅製戒指。",119,6,8,3,5,0,1,0,263,263,False,12,170,0,42,80013,917862,True,0,1,6000,116,65,18,5,3958293,110035,True,0,14
451,"製作委託：用於市場調查的手鐲","在格里達尼亞黑檀商店街開店的朋友聯繫了我，說是想從事寶石飾品的買賣。因此我要幫忙調查下當地人喜歡的款式，並把樣品送去給他。希望能夠有人提供刻有花紋的骨製手鐲。",119,6,8,3,5,0,1,0,263,263,False,12,170,0,42,80013,917863,True,0,1,3300,117,65,18,5,3958293,110035,True,0,14
452,"籌集委託：修補麻袋用的縫衣針","如果運貨的麻袋破了，那麼重要的商品就會掉在地上被弄髒。為了避免此類事故的再次發生，需要修補麻袋上的破洞和綻開了的線。希望能夠有人提供適合修補麻袋用的縫衣針。",118,6,8,3,5,0,1,0,51,51,False,12,170,0,51,80013,917864,True,0,1,6000,116,65,19,5,4067692,110038,True,0,14
453,"製作委託：當紅劍鬥士的耳飾","當紅劍鬥士弗朗茨的擁護者都在討論他愛用的耳夾。雖然弗朗茨用的是金製的高檔貨，但銅製的應該也會很好賣吧。希望能夠有人提供銅製的耳夾。",118,6,8,3,10,0,1,0,51,51,False,12,170,0,51,80013,917613,True,0,1,18940,140,66,18,5,4067692,110038,True,0,14
454,"製作委託：護身用的耳飾","最近，家有妙齡千金的富人們喜歡送自己女兒獸牙製作的耳飾。據說是遇到危險的時候可以用來防身。雖然我不覺得面對惡漢這些耳飾會起到作用。總之，希望能夠有人提供骨製的耳飾。",118,6,8,3,10,0,1,0,51,51,False,12,170,0,51,80013,917614,True,0,1,14940,240,66,18,5,4067692,110038,True,0,14
455,"籌集委託：捐納用的長杖","烏爾達哈的守護神納爾札爾還是商貿之神。所以商人們會定期向祈求繁榮的納爾札爾教團捐納咒杖，以求生意欣榮。希望能夠有人提供一把精心製作的長杖。",120,6,8,3,10,0,1,0,271,271,False,12,170,0,42,80013,917615,True,0,1,14940,208,66,19,5,2540087,110036,True,0,14
456,"製作委託：作為特別報酬的縫衣針","經常替我製作衣服的裁衣匠感歎縫衣針消耗得太快。所以，我想送其一根縫衣針作為特別報酬，希望能夠有人提供使用結實的蝙蝠牙製作的縫衣針。",120,6,8,3,10,0,1,0,271,271,False,12,170,0,42,80013,917616,True,0,1,4240,140,67,18,5,2540087,110036,True,0,14
457,"製作委託：面向銅刃團的護喉甲","我想把防具賣給銅刃團的人。但是鎧甲什麼的是上頭髮放給他們的，所以需要賣給他們沒有的防具。我想類似項鏈的護喉甲應該會賣得很好吧。",120,6,8,3,10,0,1,0,271,271,False,12,170,0,42,80013,917617,True,0,1,18940,244,67,18,5,2540087,110036,True,0,14
458,"籌集委託：送給畫家的眼鏡","專門畫出口作品的畫家最近眼神不太好。為了能讓他繼續創作出美麗的畫作，請為我們提供能看清細節的眼鏡。",118,6,8,3,10,0,1,0,51,51,False,12,170,0,51,80013,917618,True,0,1,13060,240,67,19,5,4067692,110038,True,0,14
459,"製作委託：面向工匠的手鐲","之前和工匠做生意都是買其製品，賣其工具。不過，我想即使是工匠也會想打扮自己吧。所以想嘗試下這樣的買賣，希望能夠有人提供不會影響工匠作業的小型手鐲。",118,6,8,3,15,0,1,0,51,51,False,12,170,0,51,80013,917619,True,0,1,36700,204,68,18,5,4067692,110038,True,0,14
460,"製作委託：便宜的黃銅戒指","黃銅通過和其他金屬混合，再經過悉心打磨後可以有金子般的成色。因為製作成本低廉，而且美觀。所以今後我想積極販售這種飾品。希望能夠有人提供黃銅戒指。",118,6,8,3,15,0,1,0,51,51,False,12,170,0,51,80013,917620,True,0,1,25310,144,68,18,5,4067692,110038,True,0,14
461,"籌集委託：隨葬用的頭冠","安葬於聖阿達瑪·蘭達瑪教會墓園中的都是窮人。但偶爾也會有些有錢的家屬會準備隨葬品。希望能夠有人提供適合隨葬用的頭冠。",121,6,8,3,15,0,1,0,300,300,False,12,170,0,44,80013,917621,True,0,1,48090,441,68,19,5,2540238,110037,True,0,14
462,"製作委託：修補天蓬用的縫衣針","商隊互助會提供給運貨人休息用的天蓬破了。但為了這點破洞就買新的天蓬，枉為一名商人啊。為了削減經費，我想親自將其修補了。希望能夠有人提供稱手的縫衣針。",121,6,8,3,15,0,1,0,300,300,False,12,170,0,44,80013,917622,True,0,1,19610,186,69,18,5,2540238,110037,True,0,14
463,"製作委託：金閃閃的戒指","黃金集市的居民想向我購買金閃閃的金戒指。可那傢伙報的價連個金子碎片都買不了，充其量只能買個金閃閃的黃銅戒指。希望能夠有人提供適合其報價的戒指。",121,6,8,3,15,0,1,0,300,300,False,12,170,0,44,80013,917623,True,0,1,25310,144,69,18,5,2540238,110037,True,0,14
464,"籌集委託：面向格里達尼亞的頭冠","我們正打算往格里達尼亞輸送大規模的商隊。我聽說格里達尼亞人喜歡樸素的設計，因此想向他們兜售用無色透明的賽黃晶做的寶石飾品。請助我們一臂之力。",118,6,8,3,15,0,1,0,51,51,False,12,170,0,51,80013,917624,True,0,1,48090,441,69,19,5,4067692,110038,True,0,14
465,"製作委託：幸運的珊瑚戒指","聽說在利姆薩·羅敏薩有這麼一個風俗，船員的妻子會送丈夫珊瑚製的小禮物，以求丈夫平安歸還。感覺能在這上面搞點嚼頭。我準備在下次開始銷售，希望能夠有人提供珊瑚製的戒指。",118,6,8,3,20,0,1,0,51,51,False,12,170,0,51,80013,917553,True,0,1,20830,233,70,18,5,4067692,110038,True,0,14
466,"批發委託：流行的咒杖","最近在冒險者中，咒術師備受矚目。貨架上的咒杖賣得飛快。錯失機會的話，將會丟掉商機。希望有實力的雕金匠能夠積極響應。",118,6,8,3,20,0,1,0,51,51,False,12,170,0,51,80013,917554,True,0,1,37800,382,70,26,5,4067692,110038,True,0,14
467,"籌集委託：贈給英雄的魔器","前些日子，某位旅行中的咒術師為了保護孩子不受魔物侵害，而受了重傷。我們鬼哭隊第五槍隊為了表彰那位咒術師的英雄氣概，決定贈其魔器。希望能夠有人協助我們。",13,6,8,3,20,0,1,0,129,129,False,12,170,0,56,80013,917555,True,0,1,35570,160,70,19,5,2257677,110006,True,0,14
