key,0,1,2
87,"乘上維斯帕號。<hex:02100103>以妖怪維斯帕的形象設計的小型飛空艇。抱緊你的管家！","以妖怪管家維斯帕的形象設計的小型飛空艇。加入了金碟遊樂場遊樂設施的概念要素，據說可活動的部件很多，且性能很高。雖然座位的空間看上去狹小，但實際坐上去非常舒服。","……久而久之，它就得<hex:02100103>到了「雲海的幽靈船」<hex:02100103>這麼個稱號。<hex:02100103>　　　　　——利奧法德"
88,"","",""
89,"","",""
90,"騎上暗黑獵鷹。<hex:02100103>沐浴了邪龍的魔力的巨隼。以得到的暗之翼在空中飛舞。","沐浴了邪龍尼德霍格的魔力，得到了暗之翼的巨隼。切碎雷雲在天空中飛舞的姿態被人誤認為是君臨龍族的七大天龍之一。甚至會讓目擊者以為邪龍再臨，慌張地準備逃跑。","說起尼德霍格……就是<hex:02100103>那盤踞在龍堡靈峰的七<hex:02100103>龍之一吧。<hex:02100103>　　　　　——阿爾菲諾"
91,"騎上浮空系統。<hex:02100103>古代亞拉戈帝國設計的球形防衛系統。","庫爾札斯東部低地發掘出來的古代亞拉戈帝國的通用球形防衛系統。雖然已經無法作為兵器使用了，但還是可以用來騎乘的。美中不足的是，每次啟動都會自動推薦自衛系統的升級。","限時活動免費升級正在<hex:02100103>進行中……<hex:02100103>　　　　　——浮空系統"
92,"騎上顱浮巨像。<hex:02100103>向巨大的頭顱雕像中注入了魔法而創造出的浮空型巨像兵。","向巨大的頭顱雕像中注入了魔法而創造出的浮空型巨像兵。據說是角尊艾·烏納在研究無限城文明的雕像型守護者的過程中實驗創造出的。至於這尊頭顱雕像的創作主題，知情人士對此全都緘口不言。","你一直小心翼翼捧著的<hex:02100103>阿維爾的頭……趕快埋<hex:02100103>了吧，真噁心！<hex:02100103>　　　　　——莉亞維娜 "
93,"騎上逐月幻狼瑪納加爾姆。<hex:02100103>古老的幻獸，一度被認為已經從世上滅絕。","古老的幻獸，人們都以為這種生物早已滅絕。在阿巴拉提亞山脈的民間傳說中，這種生物總是在追逐月亮，並且能夠吞噬陽光。而事實上，瑪納加爾姆有著非常強大的魔力，能夠發出幻象之火，還能夠在天空中馳騁。","赤色的火焰仿佛要<hex:02100103>將天空燒焦……<hex:02100103>　　　——雅伯里克"
94,"乘上維斯帕前進號。<hex:02100103>以妖怪維斯帕的形象設計的改良型小型飛空艇。抱緊你的管家！","以妖怪管家維斯帕的形象設計的改良型小型飛空艇。上面的華麗裝飾是為了表彰與眾多妖怪成為朋友並共同突破試煉這一偉業。據說是異國的詩人和來自異國的總裁贈予的禮物。","媽媽，那是什麼啊？<hex:02100103>　——天真無邪的孩子"
95,"騎上轟天。<hex:02100103>裝甲閃耀著金色的光芒。","裝甲閃耀著金色光芒的魔導馬。只有通過「內心的試煉」的強者才被允許騎乘。","行去如風一般，<hex:02100103>命運的劍士啊，<hex:02100103>照亮黑暗！"
96,"騎上銀牙。<hex:02100103>裝甲閃耀著銀色的光芒。","裝甲閃耀著銀色光芒的魔導馬。只有斬殺了無數敵人並且通過「內心的試煉」的強者才被允許騎乘。","銀狼，於暗夜降臨！"
97,"騎上仙術熊貓。<hex:02100103>相傳仙術熊貓已經活了一千年，習得了仙術。","從東洲奧薩德次大陸山嶽地帶深處的「蛇口」來到這裡的熊貓。相傳已經活了一千年，學會了仙術，能用不可思議的力量浮在空中。它似乎在尋找能夠拯救東洲危機的英雄。","我說你啊，以前去過寬<hex:02100103>慰河的上游那邊嗎？<hex:02100103>那附近有些<hex:02280FFF09>BNpcName<hex:F20DEE0103>在<hex:02100103>遊蕩著，讓我很頭疼啊。<hex:02100103>        ——尾羽集落的獵人"
98,"騎上睿智獵鷹。<hex:02100103>得到女神祝福的巨隼。據說會播撒調節天平平衡的砝碼。","受到女神索菲婭祝福，散發著神聖氛圍的巨隼。傳說，當世間陷入混亂之際，女神會派遣神鳥播撒天平的砝碼，來確保平衡。另外還有種說法稱，這「砝碼」指的就是生於人世的「英雄」。","所謂自然，只有在各種<hex:02100103>屬性保持均衡的情況下，<hex:02100103>才能永遠持續下去。<hex:02100103>　　　　　——艾德斯坦"
99,"騎上星芒熊。<hex:02100103>為了星芒節而學習技藝的熊。","星芒節執行委員貝恩費爾德飼養的熊，名叫<hex:02096FE948FF07>帝星<hex:FF1A><hex:020816E905FF07>帝星<hex:FF0A>北極星<hex:03><hex:FF07>太子<hex:FF07>帝星<hex:FF0A>北極星<hex:FF1A><hex:020816E905FF07>帝星<hex:FF0A>北極星<hex:03><hex:FF0A>北極星<hex:FF07>帝星<hex:03>。為了哄孩子們開心而學會了投擲禮花筒的技藝，還用這招教訓了偷竊星芒節裝飾物的樹精。","和熊們一起努力讓失落<hex:02100103>的孩子們露出笑臉來吧！！<hex:02100103>　　　　　——阿姆·加蘭基"
100,"騎上黑天馬。<hex:02100103>十分罕見的黑色天馬，也稱「黑死馬」。","十分罕見的黑色天馬，據說是在曾屬於魔大陸一部分的傳承之地發現的。如果是庸人騎在它的背上將會必死無疑，因此也稱它是黑死馬。","嘶——哼哧哼哧……<hex:02100103>這是受到黑馬同心認<hex:02100103>可的證明！<hex:02100103>　　　　——黑馬與力"
101,"乘上「阿里達烏斯」。<hex:02100103>亞歷山大製的攻擊性終端。解除武裝後可以用來搭乘了。","使用亞歷山大機神城內部的設備自動生成的攻擊性終端。據說是用於時間干涉攻擊而製造出來的。在激烈的戰鬥過後，對其進行了改造，解除了武裝，現在可以作為騎乘工具來使用。","雖然我還是個新人，但<hex:02100103>一定會保證您的安全！<hex:02100103>　——加隆德煉鐵廠員工"
102,"騎上雷剛。<hex:02100103>只有經過無數戰場洗禮的真正強者才配擁有的魔導馬。","只有經過無數戰場洗禮的真正強者才配擁有的魔導馬。雷剛比其他魔導馬都要強壯，其裝甲閃耀著黑色的光芒，似乎象徵著背負的罪業……","有光的地方，<hex:02100103>就有影子的存在。"
103,"乘上尼祿專用魔導裝甲。<hex:02100103>為尼祿·托爾·斯卡艾瓦特別定製的專用魔導裝甲。","加雷馬帝國軍第十四軍團幕僚長尼祿·托爾·斯卡艾瓦的專用魔導裝甲。經由優秀的機械師尼祿本人之手，強化了青磷引擎的功率和足部行走系統。通稱「血紅男爵」。","我是尼祿·托爾·斯卡<hex:02100103>艾瓦！將你的力量和能<hex:02100103>力為我所用吧！<hex:02100103>　　　　　　　——尼祿"
104,"騎上厲鬼獵鷹。<hex:02100103>得到鬼神祝福的巨隼。據說是告知鬼神裁決的使者。","受到鬼神祖爾宛祝福，全身纏繞著驚人殺氣的巨隼。根據南方大陸人馬族的傳說，當與邪惡敵人開戰前，鬼神會派遣它來宣告正義的裁決。","我以前曾是福爾唐家的<hex:02100103>騎士，雖說幹活的時候<hex:02100103>老被盯著。<hex:02100103>　　　——強壯的冒險者"
105,"騎上鳳凰。<hex:02100103>通過東方傳來的魔笛召喚出的幻獸。","在東洲傳說有這樣一種神鳥——每當它壽命將至，就會用如同太陽一般耀眼的金色火焰燒盡自己，然後從灰中復活。雖然人類可以通過仙人製作的魔笛向鳳凰發出呼喚，但是萬鳥之主僅會回應它認可的英雄。","高貴的百鳥之王為了能<hex:02100103>結識一位友人，一直翱<hex:02100103>翔於七重天上。<hex:02100103>　　　　——異國的詩人"
106,"騎上彩蛋系統。<hex:02100103>用不可思議的力量浮在空中的彩蛋。","用不可思議的力量浮在空中的彩蛋。是諾諾塔他們為了實現吉莉·阿里亞珀的夢境而用聖寇伊納克財團發掘的古代文明遺物改造的。","采旦、采旦、大采旦！<hex:02100103>　　　　　   ——里吉"
107,"","",""
108,"騎上孤傲地獄犬。<hex:02100103>生活在虛無界的殘暴魔獸，性格極為孤高！","生活在虛無界的殘暴魔獸。從不追隨任何妖異，以一己之力在那危險的世界存活，目光十分銳利。想必只有渾身充滿灼熱鬥氣的身經百戰的強者才能夠得到它的允許，騎在它的身上。","憑我的直覺，你是個歷<hex:02100103>經百戰的勇士！<hex:02100103>　　　　——吉爾伽美什"
109,"騎上首領地獄犬。<hex:02100103>生活在虛無界的殘暴魔獸，族群之首！","生活在虛無界的殘暴魔獸。率領眾多魔獸在危險的世界連戰連勝，散發出令人戰慄的威懾感。想必只有渾身充滿冰冷殺氣的身經百戰的強者才能夠得到它的允許，騎在它的身上。","莫古感覺到身側傳來了<hex:02100103>一陣凜冽的殺氣庫啵！<hex:02100103>　　　　　　——莫古唐"
110,"乘上賢者座椅。<hex:02100103>浮在空中的座椅，坐上去軟軟的很舒服。","浮在空中的不可思議的座椅。是從龍堡參天高地的薩雷安遺跡中發現的。似乎是為了在迦巴勒幻想圖書館中拿到高處的書籍而製造出來的魔法道具。","放心放心，快去那邊的<hex:02100103>位置坐下吧！<hex:02100103>　　　　　   ——巴德龍"
111,"騎上希爾德拉。<hex:02100103>相傳生活在大洋裡的夢幻海龍。真是個溫柔的孩子啊……","相傳生活在大洋裡的夢幻海龍。它的模樣與傳說中為自己的女海盜朋友拖曳海盜船的海龍一模一樣。雖然不能像龍族那樣說話，但據說只要被它視為了朋友，就能與它心意相通。","希爾德拉！<hex:02100103>原來你還活著！！<hex:02100103>　　　　——法利斯 "
112,"乘上飛隼號。<hex:02100103>小型單座飛空艇。目標是速度世界第一！","加隆德煉鐵廠生產的小型試製飛空艇，由該廠幹勁十足的機械師魏吉開發，目標是成為世界上最快的單座式飛空艇，但卻在挑戰極限的飛行測試中不幸墜落。現在已經裝上了限制器。","飛隼號出發！<hex:02100103>　　　——艾吉"
113,"騎上孤傲妖精犬。<hex:02100103>生活在虛無界的殘暴魔獸，性格極為孤高！","生活在虛無界的猙獰魔獸。閃著銀光的皮毛被獵物的血染成了妖豔的色調。雖然一直獨自行走在危險的世界中，但據說渾身充滿灼熱鬥氣的身經百戰的強者卻能夠得到它的允許，騎在它的身上。","來吧，讓我看看你高昂<hex:02100103>的鬥志！<hex:02100103>　　　　　——貝爾克雅"
114,"騎上首領妖精犬。<hex:02100103>生活在虛無界的殘暴魔獸，族群之首！","生活在虛無界的猙獰魔獸。閃著銀光的皮毛被深沉的黑暗染成了詭異的色調。雖然一直以首領的身份行走在危險的世界中，但據說渾身充滿冰冷殺氣的身經百戰的強者卻能夠得到它的允許，騎在它的身上。","……這氣場，一看你就<hex:02100103>是個身經百戰的英雄。<hex:02100103>　　　　——異國的詩人"
115,"騎上極樂神威。<hex:02100103>被美神祝福的巨狼。以美麗的身姿翱翔天際。","受到美神吉祥天女的祝福，散發著高貴光芒的巨狼。它的出現有可能是因為阿難陀族把巨狼當成供品獻給蠻神的緣故。","阿難陀族是由美神吉祥<hex:02100103>天女大人創造出來的。<hex:02100103>　　　　　　　——尼夏"
116,"騎上狂歡神威。<hex:02100103>被豪神祝福的巨狼。以勇猛的身姿翱翔天際。","受到豪神須佐之男的祝福，散發著豪放之氣的巨狼。它的出現有可能是因為甲人族把巨狼當成供品獻給蠻神的緣故。","我乃須佐之男！<hex:02100103>來來來，祭典開始了！<hex:02100103>　　　　　——須佐之男"
117,"","",""
118,"","",""
119,"","",""
120,"","",""
121,"乘上魔導獵手。<hex:02100103>安裝了機械臂的下一代主力魔導裝甲。","被人丟棄在阿拉米格城郭內的魔導獵手。雖然是以魔導死神為原型製作出來的強化近戰能力與生產力的類型，但這台機體看上去卻像是省略了武裝，將剩餘輸出全部分給飛行功能的試製樣品。","所謂的魔導裝甲，<hex:02100103>是以青磷機關為動力源<hex:02100103>的機動兵器的總稱。<hex:02100103>　　　　　　——西德"
122,"騎上鬥獅。<hex:02100103>專門為了戰鬥而訓練的軍用獅子，全身包裹著專用的獸甲。","專門為了戰鬥而訓練的軍用獅子。烏爾達哈的近衛兵團「銀胄團」為了復興過去的傳統而將其選為了坐騎。在從近東薩維奈邀請到的馴獸師的調教下，已經養成了完美的舉止。","想要取回銀胄團以往的<hex:02100103>光輝，還需要很長時間。<hex:02100103>　　　　　　　——傑林斯"
123,"騎上鬥熊。<hex:02100103>專門為了戰鬥而訓練的軍用大熊，全身包裹著專用的獸甲。","專門為了戰鬥而訓練的軍用大熊。雖然被稱為北阿巴拉提亞山脈之主，但據說面對馴服了原初之力的真正戰士時，只需要四目相交就能讓它臣服。想必是它那野生的直覺在瞬間便感受到了能力高低的緣故吧。","……棲息在阿巴拉提亞<hex:02100103>山脈的巨大熊？這裡的<hex:02100103>獵人幾乎都知道它哦。<hex:02100103>　　　　　——勒馬克隆"
124,"騎上鬥豹。<hex:02100103>專門為了戰鬥而訓練的軍用黑豹，全身包裹著專用的獸甲。","專門為了戰鬥而訓練的軍用黑豹。通過本能操縱魔力的黑豹對暗黑騎士而言堪比自然界之師。據說在歷代的暗黑騎士中，還有人與黑獸為友，仿若黑影一般，四處奔走行使正義。","這氣息……你也擁有暗<hex:02100103>黑之力麼……<hex:02100103>　　　　　——希德勒格"
125,"騎上胡鷹。<hex:02100103>棲息在太陽神草原的怪鳥。是暮暉戰士的證明。","棲息在太陽神草原山區的怪鳥。將巴兒達木霸道視為自己的地盤，將進入者視為自己的獵物。雖然是非常猙獰的猛禽，但只要是它承認的實力者，它就會把對方當成狩獵的朋友，並允許對方騎在自己背上。","你的實力，我已經見識<hex:02100103>到了。<hex:02100103>　　　　　——璐恩·夏"
126,"騎上老者。<hex:02100103>歐米茄創造的類生物體。","歐米茄創造的類生物體，其名與某古典小說中的老魔法師一致。小說中該魔法師能夠變身為龍的姿態，因此歐米茄也將老者創造為了龍的造型。","敵人名為德爾塔I老者！<hex:02100103>將其擊退！<hex:02100103>　　　——西德·加隆德"
127,"騎上兵團虎。<hex:02100103>繼承了惡名菁英血統的猛虎。","在百家兵團訓練的猛虎。曾經有一名怪物獵人在討伐惡名菁英的食人虎時發現了其幼崽，出於同情便將它保護起來，交給了兵團的團員養育。經歷過魔法訓練，可以在空中飛行。","我們是「百家兵團」，<hex:02100103>是以伊修加德為據點進<hex:02100103>行活動的傭兵團。<hex:02100103>　　　　　——艾蒂耶納"
128,"","",""
129,"","",""
130,"騎上伊克西翁。<hex:02100103>基拉巴尼亞地區傳說中的古代幻獸。","基拉巴尼亞地區傳說中的古代幻獸。在星導教的教義中，它是破壞神拉爾戈的愛馬，但來自瑪哈的魔法書卻將其記載為由魔具強化過的生物。唯一可以確定的就是它具備操縱雷電的能力。","破壞神拉爾戈是指被帝<hex:02100103>國佔據的城邦——「阿<hex:02100103>拉米格」的守護神。<hex:02100103>　　　　　——希希巴魯"
131,"","",""
132,"","",""
133,"騎上夢幻神威。<hex:02100103>被神龍祝福的巨狼。以神聖的身姿翱翔天際。","受到神龍的祝福，散發著神聖光芒的巨狼。它的出現有可能是由於阿拉米格軍犬被神龍之光照射到了。","這片天空對神龍來說太<hex:02100103>狹窄了……讓我們去更<hex:02100103>高的地方一決死戰！<hex:02100103>　　　　　　　——神龍"
134,"","",""
135,"踩上風火輪。<hex:02100103>傳說中的英雄所使用的寶物。並不燙腳。","傳說中的英雄所使用的寶物。因二輪均能夠噴風生火，故名風火輪，移動速度極快，踏在腳下可以日行千星里。雖然飛行時看起來火苗很大，但是並不會燒到人或物。","……已經處理好了嗎？<hex:02100103>果然冒險者的辦事速度<hex:02100103>最快了。<hex:02100103>　　　——法爾克布瑞達"
136,"騎上斑鰩。<hex:02100103>生活在紅玉海的海洋生物，是由甲人族的飼鰩員訓練出來的。","由甲人族的飼鰩員訓練出來的斑鰩。整個扁平的身體發揮了乙太翼的功能，藉助水屬性與風屬性乙太，既可以在水中游泳，也可以在空中飛行。由於被悠哉悠哉的碧甲族飼養長大，性格十分敦厚。","斑鰩的肚子被撐得鼓鼓<hex:02100103>的呢——！看來應該能<hex:02100103>吐出來不少好寶物——！<hex:02100103>　　　　　　　——頭巾"
137,"","",""
138,"騎上海藍寶石獸。<hex:02100103>解開海藍石奧秘的魔紋所孕育出的用於騎乘的魔法生物。","自稱天才秘術師的烏蘭創造出的用於騎乘的魔法生物，運用了培育大型寶石獸「鑽石」所積累的知識。由於寶石獸的核心使用了大顆的海藍石，所以即使不是秘術師也可以將其召喚出來。","我覺得可以運用這裡學<hex:02100103>到的知識，孕育出新的<hex:02100103>寶石獸呢。<hex:02100103>　　　　　——阿爾菲諾"
139,"騎上黃水晶寶石獸。<hex:02100103>解開黃水晶奧秘的魔紋所孕育出的用於騎乘的魔法生物。","自稱天才秘術師的烏蘭創造出的用於騎乘的魔法生物，運用了培育大型寶石獸「鑽石」所積累的知識。由於寶石獸的核心使用了大顆的黃水晶，所以即使不是秘術師也可以將其召喚出來。","我叫烏蘭，是一名熱愛<hex:02100103>寶石獸的研究員。<hex:02100103>　　　　　　　——烏蘭"
140,"坐上飛行座椅。<hex:02100103>施了魔法的飛天座椅。飛行高度更高，但質量並沒有變。","施了魔法的飛天座椅。飛行高度更高，但質量並沒有變。工匠們時刻發明實用的設計與配方，要將手工製作的成品送給全世界的冒險者。多給的內六角扳手讓人覺得十分周到。","我好想快點坐上去啊！<hex:02100103>　　　　　　　——陽山"
141,"搭乘魔導復仇者騎乘型。<hex:02100103>哥布林族改良的帝國製無人魔導兵器。","哥布林族改良的帝國製無人魔導兵器。原本是無人機，後來被哥布林族得到。哥布林族為了將其用於騎乘而對其進行了改造，就變成了現在的樣子。只是不太明白這究竟算是高科技還是低科技。","讓你嘗嘗 青藍之手 <hex:02100103>科技的力量！<hex:02100103>　　　　——青藍大手"
142,"騎上葉大妖。<hex:02100103>茁壯成長後的葉小妖。可以載人，連魯加族都不在話下。","茁壯成長後的葉小妖。一直在尋找理想中的住所，最終來到了金碟遊樂場。在穿越撒溝厲沙漠的時候差一點乾枯而死，沒想到吸水後反彈，得到了讓人目瞪口呆的巨大身體。","站在撒溝厲沙漠南邊遠<hex:02100103>眺金碟遊樂場，在霉運<hex:02100103>過去之前盡量忍耐。<hex:02100103>　　　——美豔的占卜師"
143,"騎上赤兔馬。<hex:02100103>毛色赤紅的駿馬。其在大地上馳騁的身影令人過目難忘。","赤兔馬是統一延夏的名將岩燕的愛馬。傳說岩燕通過自創的風水術令赤兔也學會了飛上天空的技巧。據說這匹馬繼承了當年那匹赤兔的血統，不過無人能夠分辨是真是假。","「赤紅疾風」一直都是<hex:02100103>為了保護弱小而戰鬥的<hex:02100103>是吧？！<hex:02100103>　　——穿著講究的姐姐"
144,"騎上白帝神威。<hex:02100103>被白虎灌輸了神通力的巨狼。身纏旋風翱翔天際。","被四聖獸之白虎灌輸了神通力的巨狼，周身刮著永不停息的天風。據說是白虎鎮壓了為禍人間的巨狼後誕生的。","真是忠實的傀儡啊。<hex:02100103>　——西·如恩·提亞"
145,"乘上拘束型魔導死亡爪。<hex:02100103>帝國製無人魔導兵器，被改造用於抓捕犯人。","帝國將亞拉戈的古代兵器鋼鐵之爪改進後設計出的魔導兵器。配備給特務憲兵隊的這台拘束型經過特別調整，可以拘束犯人將其帶走。","你也理解機械<hex:02100103>的可愛之處。<hex:02100103>　　　——米黛"
146,"騎上魔象。<hex:02100103>被阿難陀族使役的大型獸。背上還披著魔法絨毯。","被阿難陀族使役的大型獸。身披魔力纖維織成的魔法絨毯，能夠藉助魔力浮游。當然魔象是不會飛的，更不會靠扇動耳朵來飛。","對於我們阿難陀族來說，<hex:02100103>魔象可以稱得上是夥伴了。<hex:02100103>　　　　　　　　——達刹娜"
147,"","",""
148,"騎上真獅鷲。<hex:02100103>原產於阿巴拉提亞山脈的有翼魔獸。","原產於阿巴拉提亞山脈的有翼魔獸。由阿拉米格解放軍的馴獸人基弗用心養育。可以聽從騎手的命令扇起突風。另外，這隻真獅鷲這麼白似乎是品種原因。","村子的北邊有著誰都<hex:02100103>敵不過的強大魔物。<hex:02100103>　　　　　　——帕平"
149,"","",""
150,"騎上暴龍。<hex:02100103>外號「暴君」的古代肉食獸。","被人叫做「暴君」的古代肉食獸，由於長時間沐浴在瓦爾島的風屬性乙太中，擁有不可思議的浮游能力。雖然性格凶暴無比，但會服從認定了實力的冒險者。","那傢伙可是被稱<hex:02100103>作為最強眷屬啊。<hex:02100103>　　　——菲斯凱特"
151,"搭乘雷迦利亞G型。<hex:02100103>加隆德煉鐵廠製造的仿製車輛。","西德受到諾克提斯的委託，修理了其愛車雷迦利亞，在解析了修理過程中獲得的數據後，製造出了這輛仿造品。由於引擎用青磷引擎進行了替換，並進行了一些改造，於是名字也一同改造成了加隆德煉鐵廠風格。","又得推車，也太慘了吧……<hex:02100103>　　　　　　　——諾克提斯"
152,"乘上飛天半心椅（右）。<hex:02100103>為了慶祝戀人節而特製的飛天椅。","為了慶祝戀人節而特製的飛天椅。是以前戀人節剩下的半心椅改良而成。聽說為了讓椅子浮起來，瓦倫提昂家動員家裡所有人栽培白雲花。","用愛的力量，讓世<hex:02100103>界變得幸福吧！<hex:02100103>　　　　——莉賽特"
153,"乘上飛天半心椅（左）。<hex:02100103>為了慶祝戀人節而特製的飛天椅。","為了慶祝戀人節而特製的飛天椅。是以前戀人節剩下的半心椅改良而成。聽說是莉賽特為了實現飛在天上的蜜月而費盡心力開發的。","祝願大家以此為契機<hex:02100103>踏出自己心中愛與羈<hex:02100103>絆的第一步哦！<hex:02100103>　　　　　——莉賽特"
154,"騎上提豐老師。<hex:02100103>在曼德維爾金碟遊樂場工作的神秘生物。","在咒術師舉行的妖異召喚實驗中被意外召喚出來的謎一樣的生物。經歷了各種曲折後，現在正在曼德維爾金碟遊樂場繁忙地工作著。雖然不善言談，但讓人意外的是它會很認真地完成自己的工作。","啊，提豐老師！！<hex:02100103>　——奧爾特羅斯"
155,"","",""
156,"乘上空軍裝甲。<hex:02100103>西格瑪幻境製造出的謎之飛行器。","西格瑪幻境製造出的謎之飛行器。似乎是某個國家開發的，不過詳細無從得知。由於機頭被畫上了鯊魚張著嘴的塗鴉，看上去還有點可愛。","居然把神聖的飛空艇<hex:02100103>當做殺人的兵器！<hex:02100103>可惡的鳥人族！！<hex:02100103>　　　　——塔塔拉姆"
157,"","",""
158,"騎上幽夜神威。<hex:02100103>被夜神祝福的巨狼。以散發月光的身姿翱翔天際。","受到夜神的祝福，散發著月光之力的巨狼。它的出現有可能是由於以帝國軍設施為領地的野生狼受到了夜神乙太的影響。","盡情哭喊吧！<hex:02100103>　　　——月讀"
159,"騎上渡渡鳥。<hex:02100103>被認為已在東方地域滅絕的幻之陸鳥。不知為何可以飛。","被認為已在東方地域滅絕的幻之陸鳥。為了適應天之御柱上層的封閉環境而獲得了超越種族界限的飛行能力。以和冒險者的相遇為契機，下定決心要去外界展翅翱翔。","這群渡渡鳥，<hex:02100103>雖然跑得慢，<hex:02100103>但是很強壯！<hex:02100103>　　　——賈可"
160,"騎上鬚鯨。<hex:02100103>棲息於琉璃洋的大型生物。","棲息於琉璃洋的大型生物。會成群結伴移動很遠的距離前往外洋覓食。和斑鰩同樣，鬚鯨也會將身體作為乙太翼一樣進行飛翔。因為身體巨大，所以可以輕鬆承載好幾個人。","看來是趕上了！<hex:02100103>　——瓦瓦拉哥"
161,"騎上火龍。<hex:02100103>被譽為空之王者的飛龍種。","被譽為空之王者的飛龍種，可以噴吐出熾熱的吐息。據說在遙遠的異國他鄉，有很多獵人為了得到它身上的鱗片等素材而孜孜不倦地狩獵著。","來場狩獵吧！<hex:02100103>　——怪物獵人"
162,"乘坐魔導運輸器。<hex:02100103>在魔導院完成開發的次世代運輸平台。","在加雷馬帝國魔導院完成開發的次世代運輸平台。運用了飛空艇技術，乘坐感極為舒適。令人忍不住會「哈哈哈……」地笑出來。另外本機為純粹的運輸用機體，因此不具備任何戰鬥能力。","哈哈哈……實驗成功！<hex:02100103>——奧盧斯·瑪爾·亞希納"
163,"乘坐原型運輸器。<hex:02100103>在魔導院完成開發的次世代運輸平台。","在加雷馬帝國魔導院完成開發的次世代運輸平台。本機為試做機，跟之後量產的型號相比運用了更高品質的鋼材。但是基本性能沒有很大差別。","使用後下不來不用擔心，<hex:02100103>一開始就是這麼設計的。<hex:02100103>原本就沒想到讓人來用……<hex:02100103>　　　　　　　　　——尼祿"
164,"乘坐巨鯰魚神轎。<hex:02100103>祭祀鯰魚精的祖先巨鯰魚大人的浮空前進式神轎。","在大鯰大祭中使用的浮空前進式神轎。神轎頂端裝飾著金光閃閃的鯰魚精祖先——巨鯰魚大人的雕像，完美重現了魚信在夢境中遇見的巨鯰魚大人的身姿。神轎還附有對冒險者忠心耿耿的8位鯰魚精轎夫跟隨。","嘿喲！嘿喲！<hex:02100103>這個華麗的東西<hex:02100103>叫什麼啊噗？<hex:02100103>　——鯰魚精觀眾"
165,"","",""
166,"騎上絕地。<hex:02100103>快到離開地面的駿馬。","在天之御柱中發現的健壯的軍馬。被古代的君王所鐘愛，稱其為「快到離開地面的駿馬」並得名絕地。事實上，絕地可以在風水術的幫助下在空中飛翔。","沒、沒想到騎馬<hex:02100103>是這麼難的事情噗……<hex:02100103>　——喜歡馬的鯰魚精"
167,"","",""
168,"騎上護送系統。<hex:02100103>古代亞拉戈帝國設計的球形運輸系統。","聖寇伊納克財團所挖掘出來的古代亞拉戈帝國球形運輸系統。在更新操作系統之後，安全面得到了強化。與以往的型號相比，美中不足的是操作介面發生了改變。","就像這樣卡住了。<hex:02100103>　　——阿爾達希爾"
169,"","",""
170,"騎上格拉尼。<hex:02100103>通過來自異界的魔笛召喚出來的傳說中的幻獸。","通過來自第一世界的魔笛召喚出來的傳說中的幻獸。擁有飛馳於大地的腳力和飛翔於天際的魔力。以性格高傲為人所知，只允許驅逐光明帶來黑暗的暗之戰士騎乘。","你們真的相信合併能為<hex:02100103>第一世界帶來救贖嗎？<hex:02100103>　　　　　——於里昂熱"
171,"騎上貓大胖。<hex:02100103>長得肥肥的大貓。感覺已經變成像是貓妖一樣的生物。","長得肥肥的大貓。它搖晃著那巨大的身體撼動著大地與天空，縱橫無盡地四處飛奔。感覺已經變成像是貓妖一樣的生物，不過身上的脂肪和皮毛給騎乘的人帶來非常舒服的體驗，所以細節的事情就不要在意了。","瑪夏喵不回來，我很<hex:02100103>寂寞，就養起了貓。<hex:02100103>它最喜歡吃魚乾了。<hex:02100103>　　　　——梅露可可"
172,"騎上朱焰神威。<hex:02100103>被朱雀灌輸了神通力的巨狼。身披烈焰翱翔天際。","被四聖獸之朱雀灌輸了神通力的巨狼，周身燃燒著朱紅色的烈焰。它曾經為了救助人類而奮戰至死，朱雀將其蘇生後化為了現在的樣子。","如果我真的是鳳凰……<hex:02100103>那我就能用傳說中的蘇生<hex:02100103>之力，拯救我愛的人了！<hex:02100103>　　　　　　　　——朱雀"
173,"騎上歐米茄。<hex:02100103>外形與歐米茄十分相似的自律飛行機器。可以用於騎乘。","在時空狹縫中回收到的外形與歐米茄十分相似的自律飛行機器。據猜測應該是在模仿人類時，為了檢驗坐騎到底是否有用，而被製造出來的機體。因為只限騎乘用，所以不具備任何武裝。","……哼，那是歐米茄<hex:02100103>創造出來的產物。<hex:02100103>　　　　——塵世幻龍"
174,"騎上魔導浮空裝甲。<hex:02100103>加雷馬帝國軍的單座式浮空裝甲。","加雷馬帝國軍開發的單座式浮空裝甲。艾歐澤亞同盟軍虜獲了因為引擎故障而墜落的魔導浮空裝甲。經過加隆德煉鐵廠的協助完成了修理。曾用於測試評價戰鬥能力。","我們會和加隆德煉鐵廠<hex:02100103>聯手，繼續慎重地調查<hex:02100103>下去。<hex:02100103>　　　　——魯茲奇厄茲"
175,"騎上魔法飛毯。<hex:02100103>施了魔法的飛天絨毯。","施了魔法的飛天絨毯。根據近東地區的傳說，曾經統治科爾沃地區的王，曾命令被自己降服的妖靈製造了同樣的飛天絨毯。本品是以近代魔法技術重現這一傳說之物的成果。","那個「像是旅行商人的男子」，<hex:02100103>說他只來店裡買過一次毯子，就<hex:02100103>再也不光顧了。<hex:02100103>　　　　　　　　——布里亞迪安"
