key,0,1,2,3,4,5,6,7,8,9
77,66137,4,22,3,114777,114177,114477,"戰士任務 2","","雖然居里斯·高吉為了實現戰士戰技的復興而勤加修行，<hex:02100103>不過在這過程中卻被原初之魂吞噬而失去了理性，深刻地體會到了自己的弱小。<hex:02100103>冒險者和他一起為了尋求新的戰技而輾轉於各地，<hex:02100103>在經歷了多場戰鬥的洗禮之後，他們對自己提出了更高的目標……"
78,68440,4,22,4,114778,114178,114478,"戰士任務 3","","馴服了原初之魂的居里斯·高吉<hex:02100103>和哥哥布羅肯·馬烏恩坦一起被黑渦團招為教官，負責指導新成立的戰士部隊。<hex:02100103>兩兄弟懷揣著將戰士的戰技發揚光大的夢想，砥礪前行。<hex:02100103>然而，一位從遙遠東方前來的女性，再次讓他們平靜的生活掀起了巨大的波瀾。"
79,68748,4,22,5,114779,114179,114479,"戰士任務 4","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>居里斯·高吉最近似乎始終無法集中精力修行。據他所說，一切都是因為愛。<hex:02100103>為了見到美麗的朵爾格諾，他踏上了前往太陽神草原的旅程。<hex:02100103>可另一邊，朵爾格諾卻來到了艾歐澤亞。唉，擦肩而過的二人究竟要如何擦出火花呢？"
80,67594,4,31,1,114780,114180,114480,"暗黑騎士任務 1","","暗黑騎士，是為了完成無法伸張的正義不惜弑殺聖職者，<hex:02100103>為了自身的信念不惜背負罪孽，在內心滋養黑暗之人……<hex:02100103>位於皇都伊修加德基礎層的貧民們的居住區，通稱雲霧街，<hex:02100103>在那裡，冒險者看到了在決鬥裁判中敗北的暗黑騎士的遺體……"
81,67600,4,31,2,114781,114181,114481,"暗黑騎士任務 2","","冒險者遇到了追求暗黑騎士奧義的男子希德勒格，<hex:02100103>並與他一起保護了被神殿騎士團盯上的少女莉艾勒。<hex:02100103>究竟是誰出於什麼目的要加害於她呢……<hex:02100103>答案就隱藏在龍詩戰爭的黑暗之中。"
82,68455,4,31,3,114782,114182,114482,"暗黑騎士任務 3","","因為守護了繼承龍族血脈的少女莉艾勒，希德勒格掌握了暗黑騎士的奧義。<hex:02100103>他邀請冒險者在變革後的伊修加德四處轉轉。<hex:02100103>伴隨著龍詩戰爭的終結，如今的皇都開始逐漸轉變。<hex:02100103>在這裡，冒險者遇到了擁有淡青色頭髮的神秘少年密斯托。"
83,68757,4,31,4,114783,114183,114483,"暗黑騎士任務 4","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>在與希德勒格和莉艾勒簡單交流之後，冒險者收到了寄給自己的信。<hex:02100103>信的內容似乎是向自己過往的行為表達謝意……不過不知道是誰寫的。<hex:02100103>就這樣，冒險者開始了小小的旅程。"
84,68802,4,32,1,114784,114184,114484,"絕槍戰士任務 1","","絕槍戰士起源於負責守護亡國博茲雅的女王貢希爾德的親衛隊。<hex:02100103>冒險者的武藝被身為原加雷馬帝國士兵的保鏢拉德萬看中，<hex:02100103>為了繼承即將失傳的技藝，冒險者與拉德萬和蘇菲一起積極開展保鏢事業。<hex:02100103>而在這個過程中，冒險者看到了……"
85,68761,4,32,2,114785,114185,114485,"絕槍戰士任務 2","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>那就是向其傳授了絕槍戰士技藝的拉德萬。<hex:02100103>冒險者表示，拂曉血盟賢人桑克瑞德在第一世界和自己一樣<hex:02100103>使用著絕槍戰士的技藝，不過……"
86,66620,6,23,2,114786,114186,114486,"白魔法師任務 1","","白魔法是格里達尼亞的角尊們代代相傳的治癒和淨化的魔法體系。<hex:02100103>冒險者為了幫忙鎮壓格里達尼亞的大元靈而繼承了這一秘技，<hex:02100103>跟隨著幻術三皇之一的拉雅·奧·神納提升實力。<hex:02100103>新人白魔法師究竟能否完成使命呢？"
87,67261,6,23,3,114787,114187,114487,"白魔法師任務 2","","不淨之物持續流入，不斷侵蝕著森林。<hex:02100103>面對黑衣森林的大元靈發出的警告，幻術三皇預感到危機即將到來，<hex:02100103>他們向冒險者委託了跟傳說中的角尊阿·拓瓦·坎特同樣的淨化之旅。<hex:02100103>就這樣，冒險者與阿·拓瓦·坎特隨從的後代——艾希娃一起，出發前往了黑衣森林。"
88,67954,6,23,4,114788,114188,114488,"白魔法師任務 3","","收到黑衣森林的元靈們正在躁動的消息後，<hex:02100103>冒險者與幻術師公會會長艾·斯密·雅恩以及幻術師希爾菲等人一起前去調查。<hex:02100103>之後查明發生此次異常情況的原因竟是與母親一同隱居在基拉巴尼亞森林中的一名少女。<hex:02100103>而伴隨著這次不期而遇，隱藏在森林中的秘密的過去被逐漸揭開。"
89,68751,6,23,5,114789,114189,114489,"白魔法師任務 4","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>冒險者作為白魔法師旅行的過程中，遇到了希爾菲、阿拉嘉、嘉蒂三人，<hex:02100103>冒險者向她們講述了在異界的經歷，而伴隨著一件小事的發生，<hex:02100103>冒險者見證了她們之間萌生的新的羈絆。"
90,66638,6,33,1,114790,114190,114490,"學者任務 1","","在魔大戰發生的第五星曆時代，<hex:02100103>當時的海洋城邦「尼姆」不過是一個小國，而守護了他們的則是傳說中的最強軍團「海兵團」。<hex:02100103>冒險者遇到了對海兵團憧憬不已的斧術師阿爾卡·佐爾卡，<hex:02100103>並在機緣巧合之下令學者之力和使魔「小仙女」覺醒了。"
91,67212,6,33,2,114791,114191,114491,"學者任務 2","","冒險者和阿爾卡·佐爾卡搭檔並自稱新生海兵團，<hex:02100103>他們收到了1500年前因怪病而變成冬貝利的軍事學者斯里托·卡里托的協助請求。<hex:02100103>他希望二人可以幫忙完成阻止尼姆瘟疫蔓延的研究。<hex:02100103>就這樣，次世代的學者開始向古代之謎發起挑戰。"
92,68463,6,33,3,114792,114192,114492,"學者任務 3","","斯里托·卡里托再次向新生海兵團發出了協助請求。<hex:02100103>他表示雖然已經發現了阻止尼姆瘟疫惡化的方法，<hex:02100103>但臨床試驗的協助者冬貝利瑟托托卻下落不明。<hex:02100103>為了尋找消失的冬貝利，冒險者和阿爾卡·佐爾卡開始奔走於各地。"
93,68754,6,33,4,114793,114193,114493,"學者任務 4","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>冒險者向阿爾卡·佐爾卡和斯里托·卡里托、瑟托托講述了自己在異界的經歷，<hex:02100103>其中也包括導師拉蜜圖的大再生魔法的故事。<hex:02100103>這為長期以來毫無進展的尼姆瘟疫治療研究帶來了一線希望。"
94,67555,6,34,1,114794,114194,114494,"占星術士任務 1","","在以知識之都聞名的薩雷安中，<hex:02100103>占星術是為人類開闢命運的魔法體系，<hex:02100103>人們從天上的繁星中獲得力量，編織出了各種治癒和強化魔法。<hex:02100103>冒險者通過與美少女蕾薇瓦相遇，開始學習占星術的知識。"
95,67561,6,34,2,114795,114195,114495,"占星術士任務 2","","在伊修加德，用於占卜龍族動向的占星術根基深厚，<hex:02100103>薩雷安式占星術的普及之路道阻且長。<hex:02100103>冒險者與占星術士蕾薇瓦、雅內基納爾一起，<hex:02100103>跨越重重障礙，不斷向他人伸出援手……"
96,67949,6,34,3,114796,114196,114496,"占星術士任務 3","","在戰鬥中開闢新的命運、掌握了占星術士精髓的冒險者，<hex:02100103>遇到了為學習占星術從東方遠道而來的風水師旭峰。<hex:02100103>這次邂逅，將為大洋東西獨自發展的技術帶來融合的契機，<hex:02100103>將占星術引領至新的高度。"
97,68758,6,34,4,114797,114197,114497,"占星術士任務 4","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>據聖岡里奧爾占星院的雅內基納爾所說，<hex:02100103>蕾薇瓦最近的樣子有些奇怪，經常發獃。<hex:02100103>他認為這都是出於蕾薇瓦對旭峰的戀愛煩惱所致，但真相究竟如何……"
98,66602,5,25,2,114798,114198,114498,"武僧任務 1","","冒險者接受了自稱超自然探求者的艾里克的保鏢任務，<hex:02100103>並遇到了同樣被雇為保鏢的青年維達蓋爾特。<hex:02100103>據說他是拉爾戈星導教的僧兵們<hex:02100103>不斷打磨傳承下來的體術——武僧技藝的繼承者……"
99,67567,5,25,3,114799,114199,114499,"武僧任務 2","","通過與冒險者切磋，此前一直被復仇思想所禁錮的維達蓋爾特為過去而懺悔，<hex:02100103>內心發生了巨大的改變，如今已經收了兩個弟子，潛心修行。<hex:02100103>冒險者了解了這些之後便去造訪維達蓋爾特，<hex:02100103>但很快名為「太陰流」的勢力便出現在了他們面前。"
100,67966,5,25,4,114800,114200,114500,"武僧任務 3","","在基拉巴尼亞，決心復興拉爾戈星導教的維達蓋爾特<hex:02100103>帶著兩個弟子德·傑恩茶和奧·夏可哈，來到阿拉加納募集新的修行者。<hex:02100103>但是在那裡卻遇到了自稱是阿拉米格最後的王「泰奧德里克」長子的人。<hex:02100103>冒險者幫助了維達蓋爾特，並為了編織阿拉米格新的希望而努力。"
101,68747,5,25,5,114801,114201,114501,"武僧任務 4","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>據超自然學者艾里克所說，阿拉米格解放軍<hex:02100103>正在尋找阿拉米格最後的王的後代——維達蓋爾特。<hex:02100103>他究竟是否會重新踏上復仇之路呢？"
102,66608,5,26,2,114802,114202,114502,"龍騎士任務 1","","在與龍族經歷了千年戰爭的伊修加德中，<hex:02100103>有一群擅長槍術的獵龍之人，他們被稱作龍騎士。<hex:02100103>冒險者見到了其首席——蒼天之龍騎士埃斯蒂尼安，<hex:02100103>並被他手中的秘寶邪龍尼德霍格的眼睛所魅惑，獲得了力量。"
103,67231,5,26,3,114803,114203,114503,"龍騎士任務 2","","冒險者受龍騎士厄絲蒂安所託，<hex:02100103>前去幫忙討伐格勞利血龍及其眷屬。<hex:02100103>為了幫助她實現盡可能接近蒼天之龍騎士的夢想，冒險者為她提供了指引，<hex:02100103>兩人共同磨練著龍騎士的力量……"
104,68450,5,26,4,114804,114204,114504,"龍騎士任務 3","","因遭到異端者囚禁，並被迫喝下龍血，<hex:02100103>龍騎士厄絲蒂安不得不捨棄迄今為止的生活。<hex:02100103>她來到龍堡參天高地的森林中，作為獵人開始了全新的生活，<hex:02100103>冒險者前去造訪，並且遇到了她的新朋友——幼龍奧恩·凱。"
105,68749,5,26,5,114805,114205,114505,"龍騎士任務 4","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>為前代蒼天之龍騎士雅伯里克和幼龍奧恩·凱講述了四使徒的故事後，<hex:02100103>他們都表示想起了邪龍尼德霍格。<hex:02100103>於是，冒險者和奧恩·凱一起踏上了悼念尼德霍格的追悼之旅。"
106,65770,5,27,2,114806,114206,114506,"忍者任務 1","","冒險者受雙劍師公會委託，<hex:02100103>負責調查在葡萄酒港附近目擊到的可疑人物，<hex:02100103>在調查的過程中，遇到了來自多瑪忍村的忍者朧和燕。<hex:02100103>冒險者最終決定幫助二人，以換取忍者的技藝……"
107,67224,5,27,3,114807,114207,114507,"忍者任務 2","","朧誅殺了真正的叛徒月海，完成了忍村交付的任務。<hex:02100103>不過他卻向忍村傳達了虛假的報告，留在了艾歐澤亞。<hex:02100103>雙劍師公會的賈可向他發來了協助請求。<hex:02100103>據稱是擅長操縱忍術的疑似東方人的盜賊把海都鬧的雞犬不寧。"
108,68488,5,27,4,114808,114208,114508,"忍者任務 3","","取回傳家寶的雪公主回到了遠東之國，<hex:02100103>而朧卻選擇留在艾歐澤亞繼續生活。<hex:02100103>雙劍師公會的賈可再次向他發來了協助請求。<hex:02100103>開始行動的朧等人，不久後將會知道忍者起源的秘密。"
109,68755,5,27,5,114809,114209,114509,"忍者任務 4","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>在艾歐澤亞享受著自由生活的朧，<hex:02100103>聲稱自己想到了贏下宿敵鴉的妙計，並邀請冒險者一起實行。<hex:02100103>雖然他極力想要取回被鴉奪走的「禁忌通靈之術」，不過……"
110,68101,5,35,1,114810,114210,114510,"武士任務 1","","作為鬥技場的餘興節目，東方的劍士會展現從未見過的絕技。<hex:02100103>冒險者在聽聞這些之後造訪了劍術師公會，邂逅了劍豪無雙齋，並被要求一試身手。<hex:02100103>戰鬥結束後，冒險者了解到無雙齋似乎是來艾歐澤亞尋找弟子的。<hex:02100103>就這樣，冒險者成為了他的弟子，踏上了懲惡揚善的修行之旅。"
111,68106,5,35,2,114811,114211,114511,"武士任務 2","","無雙齋在冒險者之前曾經還收過一個弟子。<hex:02100103>其名為雨月，以顛覆遠東之國的幕府為目標，至今依然在暗中活動著。<hex:02100103>冒險者從黃金港治安維持組織赤誠組的真琴那裡了解了情況，<hex:02100103>繼承了師父的志向，為了阻止雨月，啟程奔赴東方。"
112,68759,5,35,3,114812,114212,114512,"武士任務 3","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>在無雙齋的墓前，赤誠組的真琴向他講述了征討雨月的經過。<hex:02100103>隨後，她與冒險者一起來到了烏爾達哈。<hex:02100103>在那裡，他們看到了老武士的信條在後世流傳的模樣。"
113,66626,5,28,2,114813,114213,114513,"吟遊詩人任務 1","","在戰場上，為了鼓舞同伴而吟唱戰歌的人就是吟遊詩人。<hex:02100103>身為吟遊詩人，同時也是曾經在神勇隊擁有著「強弓」稱號的<hex:02100103>善於用弓之人讓泰爾，久違地回到了黑衣森林。<hex:02100103>聽聞了其事跡的冒險者，為了接受弓術的指導而前去造訪了他。"
114,67254,5,28,3,114814,114214,114514,"吟遊詩人任務 2","","在冒險者的幫助下，讓泰爾成功克服了自己的心理陰影，<hex:02100103>決定留在神勇隊進行指導，培養新人。<hex:02100103>吟遊詩人的隊伍不斷壯大，而為其力量所傾倒的年輕軍官桑松，<hex:02100103>則希望成立一支以吟遊詩人為核心的部隊。"
115,68430,5,28,4,114815,114215,114515,"吟遊詩人任務 3","","桑松和吉德洛以及冒險者<hex:02100103>在尋求「終焉的戰歌」的旅途中建立了堅實的友情。<hex:02100103>之後，桑松在雙蛇黨設立吟遊詩人的部隊，實現了夢想。<hex:02100103>而他們的首個任務，將會揭露埋藏在紅葉戰爭中的真相。"
116,68750,5,28,5,114816,114216,114516,"吟遊詩人任務 4","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>冒險者和讓泰爾來到了吟遊詩人部隊，<hex:02100103>桑松卻告訴他們吉德洛已經不再指導後輩。<hex:02100103>為了觸動吉德洛的心靈，大家想出了一個合奏計劃……"
117,67240,5,36,1,114817,114217,114517,"機工士任務 1","","在皇都伊修加德的天鋼機工房中，除了開發生產對龍兵器以外，<hex:02100103>還會涉及融合了帝國的魔導技術和現有乙太學的機工兵器。<hex:02100103>冒險者受到機工房的主人斯特凡尼維安的邀請，成為了操縱機工兵器的機工士，<hex:02100103>而他們將要面對的是來自保守派貴族們的阻礙。"
118,67248,5,36,2,114818,114218,114518,"機工士任務 2","","天鋼機工房在模擬戰中獲得了勝利，向教皇廳展示了自己的實力。<hex:02100103>接下來的目標是要在實戰中取得戰果。<hex:02100103>不過與澤梅爾家的共同作戰當前，<hex:02100103>出色的機工士喬伊卻離開了天鋼機工房，可謂是狀況不斷。"
119,68445,5,36,3,114819,114219,114519,"機工士任務 3","","擊退黃龍斯瓦拉之後，機工士的名號轟動了整個皇都。<hex:02100103>希爾達帶領的警備團也因此開始考慮配備槍支和機工兵裝。<hex:02100103>某天，斯特凡尼維安拜託冒險者對警備團進行槍術指導。<hex:02100103>為此，冒險者需要找到自己從前的教官羅斯特恩斯塔爾。"
120,68756,5,36,4,114820,114220,114520,"機工士任務 4","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>據天鋼機工房的斯特凡尼維安所說，<hex:02100103>最近機工士喬伊經常無端消失，不知去向，讓人很是擔心。<hex:02100103>接受了調查委託的冒險者，目擊到了喬伊和警備團團長希爾達私下見面的場景……"
121,68790,5,37,1,114821,114221,114521,"舞者任務 1","","舞蹈劇團「法爾夏姆舞團」來自於近東島國拉札罕。<hex:02100103>冒險者被其團長娜休梅拉相中，受邀與舞團的招牌舞者拉娜·米果一起，<hex:02100103>以舞者的身份站到舞台上。<hex:02100103>就這樣，冒險者開始以習得武之舞蹈「戰舞」為目標。"
122,68762,5,37,2,114822,114222,114522,"舞者任務 2","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>結束了艾歐澤亞五國巡演的法爾夏姆舞團，<hex:02100103>開始以海洋之都利姆薩·羅敏薩為據點，作為純粹的舞者劇團進行活動。<hex:02100103>在聽冒險者描述完近況之後，團長娜休梅拉說……"
123,66614,5,29,2,114823,114223,114523,"黑魔法師任務 1","","黑魔法師庫庫魯卡·塔塔魯卡曾被關押在碼拉薩加收容所中長達100年。<hex:02100103>這位自稱聽到過納爾札爾神諭的怪人與冒險者相遇，並託付魔石，<hex:02100103>使冒險者成為了破壞之力「黑魔法」的繼承者。<hex:02100103>雖然這股危險的力量正是討伐從虛無界出現的妖異的關鍵，不過……"
124,67219,5,29,3,114824,114224,114524,"黑魔法師任務 2","","曾經以生命為代價封印的妖異再次出現，好在冒險者將其討伐，如今庫庫魯卡也可以安息了。<hex:02100103>之後，庫庫魯卡的弟子——菈菈伊在師父留於牢房的紙片中<hex:02100103>發現了師父生前寫的兩本書，上面記有其畢生的研究成果。<hex:02100103>而另一方面，心懷不軌之人也盯上了庫庫魯卡的書。"
125,68128,5,29,4,114825,114225,114525,"黑魔法師任務 3","","冒險者與菈菈伊在格里達尼亞的幻術師扎伊·阿·尼爾哈的協助下，<hex:02100103>成功摧毀了可怕集團「叛逆法師」。<hex:02100103>就這樣，庫庫魯卡留下的兩本書再次彙集到了一起。<hex:02100103>雖然書在菈菈伊的管理之下嚴密保管著，可是……"
126,68752,5,29,5,114826,114226,114526,"黑魔法師任務 4","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>黑魔法師菈菈伊把有關黑魔法的內容都總結到了一本書中。<hex:02100103>不過圍繞著書本的管理和研究問題，菈菈伊與咒術師公會的<hex:02100103>上級組織「納爾札爾教團」之間產生了分歧。"
127,66632,5,24,1,114827,114227,114527,"召喚師任務 1","","秘術師公會收到了來自學術組織「聖寇伊納克財團」的協助請求。<hex:02100103>因秘術師擁有討伐蠻神的經驗，所以對方希望公會可以派人協助研究。<hex:02100103>冒險者接受了這一請求，並遇到了所屬於財團的古代亞拉戈文明的研究者，<hex:02100103>同時也是雅·修特拉的妹妹雅·蜜特拉。"
128,67641,5,24,2,114828,114228,114528,"召喚師任務 2","","不擇手段尋求召喚魔法的敵人特里斯坦，在火焰的包圍中消失了。<hex:02100103>不過冒險者卻發現了暗藏在其身後的無影，認為依然需要提高警覺。<hex:02100103>有一天，冒險者從恆輝隊那裡收到了特里斯坦依然活著的消息，<hex:02100103>於是便與雅·蜜特拉一起再次開始追尋他的足跡。"
129,68165,5,24,3,114829,114229,114529,"召喚師任務 3","","新發現了一本疑似古代亞拉戈時代的召喚魔法教材的書籍。<hex:02100103>冒險者和雅·蜜特拉對其進行解讀之後，發現竟然是書型的使魔「原理」。<hex:02100103>冒險者遵照教材原理的指示，通過試煉，<hex:02100103>覺醒了作為召喚師的新能力，不過……"
130,68753,5,24,4,114830,114230,114530,"召喚師任務 4","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>雅·蜜特拉告訴冒險者，恆輝隊新設立的召喚師部隊成員加加薩姆<hex:02100103>正好在格里達尼亞活動，<hex:02100103>聽說他想和冒險者討論一下召喚師的戰鬥方式。"
131,68118,5,39,1,114831,114231,114531,"赤魔法師任務 1","","烏爾達哈的街角，一位眼淚汪汪的少女向冒險者求助。<hex:02100103>她剛從人販子的手中逃了出來，但她的姐姐卻慢了一步。<hex:02100103>冒險者急忙趕往現場，<hex:02100103>在那裡遇到了從惡漢手中保護了少女的赤魔法師西·如恩·提亞。"
132,68123,5,39,2,114832,114232,114532,"赤魔法師任務 2","","冒險者和西·如恩·提亞一起打敗了曾與他志同道合，<hex:02100103>後卻加入了帝國軍的叛徒——赤魔法師蘭巴德。<hex:02100103>原以為生活已經恢復了平靜，沒想到師妹艾莉亞卻出現了異常。<hex:02100103>冒險者與西·如恩·提亞能否拯救她呢？"
133,68760,5,39,3,114833,114233,114533,"赤魔法師任務 3","","為第一世界奪回了黑夜的冒險者在原初世界與熟人重逢。<hex:02100103>和師妹艾莉亞一起被師父西·如恩·提亞叫來的冒險者，<hex:02100103>了解到他曾經待過的赤魔法師集團「赤紅疾風」的同伴的遺物被盜了。<hex:02100103>就這樣，為了抓住盜墓者，冒險者一行又將再次進行共同作戰。"
134,68735,5,40,1,114834,114234,114534,"青魔法師任務 1","","青魔法既不是黑魔法，也不是白魔法，而是一種全新的魔法體系。<hex:02100103>有一名男子表示會毫無保留地傳授這一魅惑技術。<hex:02100103>他自稱馬丁，表示願意特價出售作為青魔法師之證的靈魂水晶<hex:02100103>和裝有特製武具的輕鬆入門套裝，不過……"
135,69273,5,40,2,114835,114235,114535,"青魔法師任務 2","","身為藍色假面的青魔法師馬丁和作為其第二代的冒險者，<hex:02100103>一同作為新興鬥技場天青鬥場的招牌鬥士贏得了大量的人氣。<hex:02100103>此時，沙蠍眾的一員菲厄蓋斯來訪，並表示願意為天青鬥場出資。<hex:02100103>但是其背後似乎另有目的……"
136,68784,4,41,1,114837,114237,114537,"防護職業職能任務","","義德是獨行食罪靈四使徒之一。<hex:02100103>劍士格蘭遜的故鄉曾經遭義德襲擊，而其戀人也被變成了食罪靈。<hex:02100103>冒險者在了解了這些之後，決定幫他復仇。<hex:02100103>最終發現了曾是英雄的罪人——魔劍士布蘭登的真相……"
137,68808,6,42,1,114838,114238,114538,"治療職業職能任務","","節德是獨行食罪靈四使徒之一。<hex:02100103>為了挽回一族的名譽，戰士吉奧圖發誓要將擁有驚人治癒能力的節德打倒。<hex:02100103>他離開了故鄉，與冒險者結伴而行，<hex:02100103>最終發現了曾是英雄的罪人——導師拉蜜圖的真相……"
138,68814,5,43,1,114839,114239,114539,"戰鬥菁英職能任務","","勇德是獨行食罪靈四使徒之一。<hex:02100103>出身於游末邦的年輕賞金獵人蘆·利柯<hex:02100103>為了討伐這一神出鬼沒的食罪靈，向冒險者尋求了幫助。<hex:02100103>最終發現了曾是英雄的罪人——獵人任妲·芮的真相……"
139,69164,5,43,2,114840,114240,114540,"魔法導師職能任務","","智德是獨行食罪靈四使徒之一。<hex:02100103>老練的賞金獵人凱瑞格認為只有與能夠應對「空洞」的魔法師一起，<hex:02100103>才能討伐這一惡名昭彰的食罪靈，因此他向冒險者尋求了幫助。<hex:02100103>而最終發現了曾是英雄的罪人——魔人奈貝爾特的真相……"
140,69521,2,44,1,114841,114241,114541,"職能劇情任務","","水晶都酒館「彷徨階梯亭」的女服務員塞埃拉<hex:02100103>十分欣賞打倒了四使徒的冒險者，並表示有事相商。<hex:02100103>她告訴冒險者，雖然一切看似塵埃落定，但仍有邪惡殘留於世，亟待戰勝。<hex:02100103>冒險者接受了她的邀請，兩人開始追尋曾經「光之戰士」們的冒險。"
141,69318,1,3,3,114843,114243,114543,"拂曉回歸","","在幻影都市亞馬烏羅提的最深處，暗之戰士與無影愛梅特賽爾克<hex:02100103>展開決戰並最終獲得勝利，為第一世界奪回了黑暗。<hex:02100103>同時，水晶公的獲救，令水晶都也恢復了穩定。<hex:02100103>回到原初世界後，冒險者向同伴們講述了自己在異界的旅程。"
142,69602,1,3,4,114844,114244,114544,"末日序曲","","打倒自稱光之戰士的艾里迪布斯後，<hex:02100103>暗之戰士與拂曉眾人終於回到了原初世界，重新展開活動。<hex:02100103>他們的面前將落下一片小小的希望，<hex:02100103>他們的耳邊將奏響一首末日的序曲。"
143,69589,3,5,4,114846,114246,114546,"寄葉異聞：暗黑天啟","","古姆拉村的地下隱藏著一座神秘的機械遺跡。<hex:02100103>冒險者與矮人族的阿諾古、科諾古姐弟，<hex:02100103>一起遇見了自稱是2P的神秘女性，得知了新的威脅即將降臨。<hex:02100103>在這場戰鬥的尾聲，等待著他們的究竟是什麼呢？"
144,69515,3,4,4,114845,114245,114545,"伊甸希望樂園","","空無大地包圍著唯一沒有被光吞噬的諾弗蘭特，<hex:02100103>在這片沒有任何生命存在的白色大地上，似乎出現了某種東西。<hex:02100103>琳感知到其中蘊含著光之力，於是便和暗之戰士們一同展開了調查。<hex:02100103>他們究竟能否到達空無大地深處的希望樂園呢？"
145,69568,3,6,3,114847,114247,114547,"維爾利特戰役","","帝國正在開發究極神兵的後繼機體，並準備將其投放至艾歐澤亞。<hex:02100103>帶來這個壞消息的，正是曾經的帝國軍軍團長蓋烏斯·巴埃薩。<hex:02100103>冒險者將與曾經的敵人並肩作戰，聯手對抗「神兵」這一巨大威脅。<hex:02100103>面對敵方充滿了悲劇色彩的計劃，冒險者和蓋烏斯會何去何從……"
146,69530,5,40,3,114836,114236,114536,"青魔法師任務 3","","身為第二代藍色假面擊敗了齊格弗里德的冒險者，<hex:02100103>也作為青魔法師開始協助培養新人了。<hex:02100103>原本以為一帆風順的青魔法師公會，卻收到了在東方的黃金港<hex:02100103>有人使用與青魔法類似的法術舉行比賽的情報。"
147,69524,2,45,1,114842,114242,114542,"虛無界再生計劃","","席爾瓦曾經與阿爾博特共同踏上旅程，之後卻自稱「影之王」與眾人反目。<hex:02100103>少年蛇心在故鄉化為虛無界後，跟隨無影艾里迪布斯來到了原初世界。<hex:02100103>兩人都曾經是第十三世界的英雄候補，<hex:02100103>當他們的人生軌跡再次交錯時，又會發生什麼樣的故事呢？"
148,69286,2,9,2,114848,114248,114548,"拂曉回歸外傳","","冒險者結束了在第一世界的旅行之後，<hex:02100103>將敏菲利亞的結局轉告給了她的母親芙·拉敏。<hex:02100103>靜靜聽完的芙·拉敏向冒險者提出了一個請求。<hex:02100103>就這樣，始於一封信的小小的旅途開始了。"
149,0,0,0,0,0,0,0,"","",""
150,0,0,0,0,0,0,0,"","",""
151,0,0,0,0,0,0,0,"","",""
152,0,0,0,0,0,0,0,"","",""
153,0,0,0,0,0,0,0,"","",""
154,0,0,0,0,0,0,0,"","",""
155,0,0,0,0,0,0,0,"","",""
156,0,0,0,0,0,0,0,"","",""
157,0,0,0,0,0,0,0,"","",""
158,0,0,0,0,0,0,0,"","",""
159,0,0,0,0,0,0,0,"","",""
160,0,0,0,0,0,0,0,"","",""
