key,0
68,"異國的詩人總是在尋求各種冒險譚，從而創造出新的英雄敘事詩。他能夠吸取原故事的精華，並以更加觸動聽眾內心的方式重新敘述出來。<hex:02100103><hex:02100103>這次詩人為我們帶來的是激戰究極神兵的詩歌，即興的創作可以令聽眾獲得超出現實的體驗。讓我們聆聽這首詩歌的同時，一起來體驗一下光之戰士與究極神兵的戰鬥吧。"
69,"活動用"
70,"活動用"
71,"活動用"
72,"魚人族是在以蒼茫洋為主要生息地的海洋種族，他們崇拜的蠻神是掌管四海之水的利維亞桑。現在他們終於將水神召喚到了現世中來，凶暴的水神準備引發大海嘯，利姆薩·羅敏薩正處於萬分危急之中。<hex:02100103><hex:02100103>在危機面前，黑渦團傾盡全力卻也沒有取得多少成果。不過目前仍有一絲希望，通過兩艘軍艦組合成的雙體船，再配上屬性轉換裝置來防禦海水的衝擊，這樣就有機會與水神一決高下。"
73,"魚人族所召喚出來的水神利維亞桑被冒險者們所擊敗了，可是他們並沒有就此服輸。利用無影傳授給他們的秘術，魚人族舉行了染滿鮮血的儀式來召喚更強力的神明。<hex:02100103><hex:02100103>重新降臨的水神得到了究極的力量，如果它這次成功引發出大海嘯，後果會比之前嚴重幾十倍。雙體船必須立刻起航出發，再次平息大海的憤怒。"
74,"很多研究人員都對「死化奇美拉」抱有極大的興趣。這種奇妙的生物有著獅子、山羊及飛龍三種生物的頭，而且看起來每個頭都能夠進行獨立行為。另外研究者們爭論最多的問題，還是死化奇美拉體內為何能夠產生「礬土晶粒」這一珍貴的素材。<hex:02100103><hex:02100103>有人說這種晶粒的產生是一種意外，也有人說在死化奇美拉的體記憶體在礦石轉變成晶粒的必然條件。不過到了傳說中的武器工匠蓋羅爾特那裡則只留下了一句話：你有足夠的力量去打倒死化奇美拉把礬土晶粒拿給我麼？"
75,"烏爾達哈的人們都非常喜歡競技場中的角鬥，他們甚至在日影地修鍊所中培養出強大的鬥獸「海德拉」。不過由於靈災的影響，修鍊所已經多年處於關閉狀態，人們都以為裡面的魔獸已經由於食物不足而餓死了。可是誰都沒有想到，海德拉竟然憑藉一己之力將其他魔獸當作食糧生存了下來……<hex:02100103><hex:02100103>不過傳說中的武器工匠蓋羅爾特的觀點很簡單：這麼堅韌的魔物，是用來試武器的絕佳對手。※戰鬥開始後無法更換手中的武器，所以在開始「復甦的上古武器」的任務戰鬥之前請務必檢查是否裝備了任務所需的武器。"
76,"此乃艾歐澤亞屈指可數的強者，劍豪吉爾伽美什！闖遍天下只為尋得珍稀名貴的武器，傳說中的男子漢認準目標便要一路到底！與知心摯友恩奇都一起在名為艾歐澤亞的舞台上表演一場驚天動地的大戲。<hex:02100103><hex:02100103>決鬥的場地為庫爾札斯的獅鷲大橋，決鬥的對手為窮追不捨的光之戰士。這場超越次元的決鬥，大橋上的決鬥，即將拉開帷幕！"
77,"在妖精領的深處，冒險者們見到了守護與調停之神——雷神拉姆。雖然冒險者們向拉姆傳達了嘉恩·艾·神納的意思，希望人類和妖精族能夠和平共處，但是拉姆卻要求他們展示自己是否真的具有能夠驅逐帝國的力量。<hex:02100103><hex:02100103>拉姆留下了在制裁之地等待冒險者的話語，便隨著閃電一同消失了。冒險者為了表明驅散黑暗的決心，也為了向雷神證明自己的力量，做出了前往聖地的決定。"
78,"雖然雷神拉姆認可了光之戰士的力量之後，從現實世界離開返回到了乙太界。可是妖精族內部仍然還遺留著堅決不肯承認冒險者的強硬派，他們毅然決定再次召喚雷神降臨。<hex:02100103><hex:02100103>為了回應妖精族那希望強大的守護者能夠到來的祈願，重新現身的雷神帶來了究極的力量。這次，冒險者們能夠再次成功地證明自己的實力嗎？"
79,"魔女希瓦，在伊修加德正教的眼中，是史上第一位與龍族勾結的大罪人，因此也得到了「異端之母」的稱謂。<hex:02100103><hex:02100103>可是率領異端者的冰之巫女伊塞勒卻奉希瓦為聖女，認為她象徵著人類與龍族的融合，並要獻上自己的身體，讓嚴冰女神重現人間。伊修加德正在面臨一個巨大的危機，冒險者一定要盡快排除這一威脅！"
80,"狄蘭達爾家在披雪大冰壁設定的前哨營地遭到了異端者的襲擊。冰之巫女奪取了更多的水晶用以重新召喚聖女的靈魂降臨。<hex:02100103><hex:02100103>這次冰之巫女獲得了額外的法術，重新降臨的冰神帶來了究極的力量。在古老的大劇場之中， 冒險者與冰之巫女的大戲即將再次上演。"
81,"艾瑪吉娜盃鬥技大會出現了異常混亂的場面！由於種種意料之外的情況發生，大會主辦人決定以全新的規則重新進行決賽，並將地點定在日影地修鍊所內特別設定的龍頸鬥技場！<hex:02100103><hex:02100103>在決賽中，拯救過艾歐澤亞的「光之戰士」將要對戰奇怪的大章魚奧爾特羅斯和它的提豐老師！這場盛大的較量究竟結果會如何？最後的秘寶究竟會落在誰的手中？一切盡在龍頸鬥技場！"
82,"第七靈災過後，世界各地都突然流傳出了亡靈騎士在黑衣森林中徘徊的傳聞……經過角尊奧·阿帕·佩西的調查，發現這位騎士的真實身份，竟然是第三星曆初期現身於世的古老蠻神奧丁。<hex:02100103><hex:02100103>聖典中記載奧丁已經被亞拉戈的英雄封印在兀爾德泉，可如今他為何又重現人間。更令人不可思議的是，蠻神現世需要大量的信仰，可這位古老的蠻神卻沒有任何信徒……我們現在仍然不得而知他究竟是從何處獲得的力量。為了查明真相，冒險者們挺身而出來到了奧丁的面前。"
83,"雲廊大橋橫跨雲海蒼穹，是通往皇都伊修加德的唯一要道。在名為「聖人達奈芬的首飾」這一巨大魔法障壁的保護下，這座大橋能夠抵禦龍族的任何攻擊。<hex:02100103><hex:02100103>然而冰之巫女卻破壞了魔法障壁的最外層，並招來大量的龍族對山之都發起了猛烈的攻擊。維刹普巨龍更是企圖藉此機會將魔法障壁完全破壞。無論如何，一定要與神殿騎士團一起，拚死抵擋住龍族的進攻！"
84,"無影那布里亞勒斯為了奪取路易索瓦賢者的天命杖而強行闖入了石之家，並且抓走了敏菲利亞。為了救出同伴，也為了保護偉大賢者的遺產，一定要盡快消滅這黑暗的使徒！"
85,"艾歐澤亞的時光一如既往地前進，然而寂靜的古城之中卻出現了劍豪的身影。吉爾伽美什手持天下武器，誓與好敵手一決高下。然孤獨時日一久，卻也渴望身邊有一交心友人。<hex:02100103><hex:02100103>對友人的思念僅憑一隻小雞無法填補。若向天祈願能夠召喚神明，想必掛心的友人也必將來臨。光芒閃現之後，友神恩奇都從天而降。親友到來，百力在身，勝負較量，現在才剛剛開始！"
86,"骨頜族沒有個體的獨立意識，整個族群處於同一個主腦的領導下。也正是因此，擺脫龍族的威脅，開拓新的生息區域便成了全族上下共同的願望。正是這一強力的願望，召喚來了強力蠻神——武神羅波那降臨。<hex:02100103><hex:02100103>光之戰士一行人與聖龍的眷屬維德弗尼爾做出了約定，他們會消滅羅波那的威脅。為了保護龍族的和平，武神之戰即將開始。"
87,"光之戰士從蛇心那裡得到了骨頜族再次召喚出了蠻神的消息。尚武之神羅波那重新降臨到人世之間。<hex:02100103><hex:02100103>如若坐視不理，武神很可能會抵達魔大陸尋找沉睡中的三鬪神，並獲得更加強大的力量。光之戰士聽從了蛇心的建議，出發前去迎戰登峰造極的武神！"
88,"天空中的白鯨，雲海中的霸者，來無影去無蹤的雲神俾斯麥令所有人都束手無策。然而天才機械師西德卻從雲海垂釣中獲得了靈感：用企業號在雲海中拖著一座小型浮島，並在浮島上安裝對龍兵器，用整個島作為誘餌來引誘雲神上鉤。<hex:02100103><hex:02100103>雖然這種方法還只處於理論階段，不過現在已經沒有足夠的時間去進行實驗了，只能充分相信西德的判斷並做好決戰穹頂的準備。"
89,"名為蛇心的神秘少年帶來了雲神重現人間的消息，而且這次重現後的雲神有著更加強大的力量，對沉睡在魔科學研究所中的三鬪神有著極大的威脅。<hex:02100103><hex:02100103>為了對抗登峰造極的雲神，企業精進號再次飛往阿巴拉提亞的高空，雲海釣神即將再次上演。"
90,"教皇托爾丹七世以自己的身體接受了祖先的靈魂，化身為騎神君臨世間。他計劃憑藉龍眼的魔力以及伊修加德民眾歷經千年積攢下來的祈禱，成為永遠不滅的神。並使用騎神的力量消滅龍族和無影，精煉所有的臣民，從而實現永久的和平……<hex:02100103><hex:02100103>建國十二騎士也寄身於蒼穹騎士身上，如今光之戰士要面對的，是騎神及其麾下的圓桌騎士。只有將他們全部打倒，才能夠從根本上結束龍詩戰爭持續千年的禍根！"
91,"異國的詩人所創作的新的英雄敘事詩。主要講述的是光之戰士等人在遙遠的天空彼端——魔大陸上與伊修加德教皇托爾丹七世之間的激戰。讓我們一邊聆聽這渲染過度的詩歌的同時，一起來體驗一下光之戰士與蠻神「圓桌騎士」之間的戰鬥吧。"
92,"「諾亞」調查團是專門為了研究水晶塔而成立的新組織，組織的目的只有一個：調查水晶塔中的古代亞拉戈文明。<hex:02100103><hex:02100103>如今冒險者也加入了這個組織，並且在西德的協助下成功破壞了設定在八劍士前庭的防衛機關。可是在水晶塔的面前，調查團還需要穿過一個巨大的迷宮——「古代人迷宮」。"
93,"帝國西方堡是加雷馬帝國軍第十四軍團在威爾布蘭德島東岸設定的基地，然而其戰略目的卻與其他的帝國基地有所不同，既不是為了佔領該地的資源，也不是為攻打利姆薩·羅敏薩做準備。<hex:02100103><hex:02100103>這個基地的真正目標，是為了調查第七靈災時掉落到這裡的古代亞拉戈文明的衛月碎片。貫穿大地的碎片打開了通往偏屬性水晶洞穴的大門，在裡面等待的究竟是……"
94,"進入到隕石勘查坑深層的一行人在地下912星碼的地區再次遭遇到了自動防衛裝置。這些球型防衛系統憑藉古代亞拉戈文明的魔科學技術堅守了幾個時代，即使現在，他們探測到入侵者時也會盡職盡責地自動進行驅逐。"
95,"地下1233星碼，阿莉塞與光之戰士發現了埋在這裡的巨大人工建造物。這就是曾經在衛月上封印巴哈姆特的劍狀物體——諸神黃昏級拘束艦。一行人一邊躲避著艦內的機關，一邊向更深處進發。"
96,"地下1524星碼，阿莉塞等人到達了機關部的最下部，接下來只要啟動升降機便可以繼續向艦首前進。可是，古代亞拉戈文明的防衛機關怎麼可能那麼輕易讓入侵者通過呢。"
97,"在與亞拉戈古代兵器展開激戰之後，阿莉塞一行人終於成功到達了地下1910星碼的地區。而從空中飛舞下來「迎接」他們的，是一條佩戴有亞拉戈拘束裝置的古代龍族……為了查明第七靈災的真相，一定要突破一切阻礙前往更深的地方。光之戰士們已經做好了戰鬥的覺悟。"
98,"在上次對帝國西方堡的調查中，冒險者得知了引發第七靈災的古代蠻神巴哈姆特正沉眠在艾歐澤亞的地下深處。然而現在它的身體卻在諸神黃昏級拘束艦的協助下進行緩慢的再生。要想阻止巴哈姆特的再生，一定要停止拘束艦的活動才行。阿莉塞等人得出了結論之後，將目標轉向了黑衣森林的衛月碎片，準備進入另一個地下大迷宮。"
99,"阿莉塞等人突破了外圍的艱苦環境，成功進入到拘束艦的外圍部分。從這裡進入內部的路會更加危險，他們所要面對的，是遍布合成獸等生體兵器的藍光之路。"
100,"啟動拘束艦外圍的傳送裝置之後，阿莉塞等人成功到達三號艦的內部，並且下到了3256星碼的深處。可是距巴哈姆特沉睡的大空洞仍然有幾千星碼的距離。要在這複雜的通路中避開巡邏設備並且找到前進的路線，不是一般的困難。"
101,"地下6329星碼，阿莉塞等人終於到達了三號艦的作戰室，可出現在他們眼前的竟是令人難以置信的光景。紅月的光芒照耀在漂浮的平台上……他們仿佛回到了過去的決戰之地……"
102,"藉助冒險者的力量，諾亞調查團成功突破了古代人迷宮，到達了主塔「希爾科斯塔」腳下。並且憑藉新加入調查團的多加與烏內的力量，成功打開了緊閉著的大門。<hex:02100103><hex:02100103>為了封印危險的古代遺物，也為了保護艾歐澤亞不被古代的始皇帝贊德的野心所吞沒，冒險者開始向這座藍色巨塔的最高層進發。"
103,"在上次對帝國西方堡的調查中，冒險者得知了引發第七靈災的古代蠻神巴哈姆特正沉眠在艾歐澤亞的地下深處。然而現在它的身體卻在諸神黃昏級拘束艦的協助下進行緩慢的再生。要想阻止巴哈姆特的再生，一定要停止拘束艦的活動才行。阿莉塞等人得出了結論之後，將目標轉向了黑衣森林的衛月碎片，準備進入另一個地下大迷宮。"
104,"阿莉塞等人突破了外圍的艱苦環境，成功進入到拘束艦的外圍部分。從這裡進入內部的路會更加危險，他們所要面對的，是遍布合成獸等生體兵器的藍光之路。"
105,"啟動拘束艦外圍的傳送裝置之後，阿莉塞等人成功到達三號艦的內部，並且下到了3256星碼的深處。可是距巴哈姆特沉睡的大空洞仍然有幾千星碼的距離。要在這複雜的通路中避開巡邏設備並且找到前進的路線，不是一般的困難。"
106,"地下6329星碼，阿莉塞等人終於到達了三號艦的作戰室，可出現在他們眼前的竟是令人難以置信的光景。紅月的光芒照耀在漂浮的平台上……他們仿佛回到了過去的決戰之地……"
107,"路易索瓦賢者已經變成了蠻神巴哈姆特的信徒。阿莉塞為了保護艾歐澤亞，堅定了即使面對祖父也絕不退縮的決心。<hex:02100103><hex:02100103>為了消滅巴哈姆特，首先需要令餘下的兩艘拘束艦停止活動。冒險者等人利用阿爾菲諾構築的傳送網，從北薩納蘭的衛月爪痕進入到了諸神黃昏級六號艦之中。"
108,"地下6835星碼，冒險者一行人在諸神黃昏級六號艦內部發現了控制巴哈姆特再生的巨大裝置。在到達第一艦橋之前需要突破類似衛月內部結構的再生控制區，而在到達之後，他們還需要面對古代亞拉戈文明所創造出來的防衛兵器……"
109,"地下8872星碼，冒險者一行人來到了一片廣闊的地下空間，巴哈姆特正在這裡持續修復著自己的身體。正在阿莉塞準備前去關閉拘束艦的活動時，攔在他們面前的，是薩雷安首屈一指的大賢者——路易索瓦·萊韋耶勒爾。"
110,"路易索瓦擺脫了巴哈姆特的控制，他用盡自己的力量為冒險者等人打開了通往最後一艘拘束艦的通路。長久的奮戰終於即將迎來最後的高潮，為了達成路易索瓦賢者的遺願，為了拯救艾歐澤亞的大地，光之戰士與阿爾菲諾、阿莉塞兄妹二人毅然走向最後的戰場……"
111,"始皇帝贊德是古代亞拉戈帝國最初也是最後的皇帝，他在執政的末期與虛無界的魔王「暗黑之雲」締結了鮮血的契約，從而獲得了足以征服世界的強大力量。<hex:02100103><hex:02100103>然而打敗贊德並不意味著危機已經散去，暗黑之雲仍然企圖入侵物質界，並利用水晶塔的力量打開了通往物質界的通道。為了阻止來自異界的入侵，也為了救回被帶走的同伴，光之戰士毅然前往充滿未知的「暗之世界」。"
112,"沉沒在沙利亞克河中央的薩雷安遺跡突然變成機械巨人動了起來。原來是哥布林族的科學家組織青藍之手對遺跡進行了請神，召喚了大型蠻神。如果蠻神完全復甦了的話，那麼龍堡內陸低地的乙太定會枯竭，同時新興城邦田園郡也會被摧毀。為了阻止蠻神復甦，需進入到蠻神內部調查其動力源，從而找出阻止蠻神的方法！"
113,"在有復甦徵兆的蠻神內部，光之戰士等人遇到了率領青藍之手的統帥——奎克辛克斯。他一邊暗示著神秘的「亞歷山大計劃」，一邊向光之戰士等人挑釁，無論如何也要阻止青藍之手的計劃！"
114,"據敖龍族的美女米黛說，青藍之手的目的是«英格瑪秘典»中所記載的建立移動都市的構想，進而實現由科學家組建的理想鄉……可結果他們卻召喚了蠻神，不能就這麼放任想要強行達成理想而召喚了蠻神的青藍之手不管。光之戰士一行人再次進入了亞歷山大機神城的內部。"
115,"傳說之書«英格瑪秘典»中記述的理念，已經被青藍之手菁英統治世界的思想所扭曲。確信了青藍之手非常危險的光之戰士一行，決定討伐蠻神亞歷山大，與知道如何停止「核心」的米黛一起進行了最後的突入作戰。"
116,"異國的詩人所創作的新的冒險異聞錄。主要講述的是光之戰士等人在龍堡內陸低地的激戰。讓我們一邊聆聽這大膽改編過的詩歌的同時，一起來體驗一下光之戰士在亞歷山大機神城進行的戰鬥吧。"
117,"異國的詩人所創作的新的冒險異聞錄。主要講述的是光之戰士等人在龍堡內陸低地的激戰。讓我們一邊聆聽這大膽改編過的詩歌的同時，一起來體驗一下光之戰士在亞歷山大機神城進行的戰鬥吧。"
118,"異國的詩人所創作的新的冒險異聞錄。主要講述的是光之戰士等人在龍堡內陸低地的激戰。讓我們一邊聆聽這大膽改編過的詩歌的同時，一起來體驗一下光之戰士在亞歷山大機神城進行的戰鬥吧。"
119,"異國的詩人所創作的新的冒險異聞錄。主要講述的是光之戰士等人在龍堡內陸低地的激戰。讓我們一邊聆聽這大膽改編過的詩歌的同時，一起來體驗一下光之戰士在亞歷山大機神城進行的戰鬥吧。"
120,"隨著飛空艇的普及，一時間「大航空時代」到來了的說法甚囂塵上。於是出現了操縱著私人飛空艇，為了探尋秘境或秘寶而飛舞於雲海之中的人們。世人把這一類人稱為「空賊」……冒險者收到了「赤喙空賊團」的首領——著名空賊利奧法德的邀請，參加了彷徨在雲海中的「幽靈船」的探索行動。據說登上「幽靈船」的人，沒有一個人可以平安歸還……在這條不祥的船上，等待著冒險者們的究竟是？"
121,""
122,""
123,""
124,""
125,""
126,""
127,"加爾提諾平原，第七靈災的根源之地，因為靈災帶來的巨大變化，導致地下埋藏的古代亞拉戈文明的遺跡顯露了出來。為了爭奪這片遺跡的所有權，即使是已經締結了聯盟的三國也變得針鋒相對了起來，甚至做出了一切紛爭只發生在這片地區，絕不帶到外面來的協定。<hex:02100103><hex:02100103>於是，這片加爾提諾平原變成了法理之外的前線戰場，三國為了佔領周邊遺跡群而派出了各國軍隊中的冒險者部隊。"
128,""
129,""
130,"利姆薩·羅敏薩的船員們都在說，艾歐澤亞的海上有座會動的島……有一天，人們終於找到了這座被稱為「彷徨的燕尾岩」的傳說中的島——塵封秘岩。但是，這座島嶼勾起的不僅僅是人們的冒險心。<hex:02100103><hex:02100103>沒過多久就接到了調查隊的報告，說這座島是古代亞拉戈文明所建造的人工島，曾多次進行過包含歐米茄在內的對蠻神技術實驗。人們為了獲得古代亞拉戈遺物中的「情報」，便在這裡展開了爭奪「情報」的戰鬥。"
131,"隨著飛空艇的普及，阿巴拉提亞雲海的探索也進展神速。在厚重的雲層後面，人們發現了未知的浮島群。根據聳立在浮島群中央的巨大風屬性水晶所呈現出的王冠外形，人們將該群島命名為「雲冠群島」。神秘的雲冠群島吸引了無數冒險者的來訪，但在這片長年隱藏於雲海深處與世隔絕的土地中，卻潛藏著眾多不為人知的古代野獸……"
132,"隨著飛空艇的普及，阿巴拉提亞雲海的探索也進展神速。在厚重的雲層後面，人們發現了未知的浮島群。根據聳立在浮島群中央的巨大風屬性水晶所呈現出的王冠外形，人們將該群島命名為「雲冠群島」。神秘的雲冠群島吸引了無數冒險者的來訪……黃昏時分來臨，在夜行性古代野獸們次第開始活動的同時，冒險者們也開始了他們的探索……"
133,"隨著飛空艇的普及，阿巴拉提亞雲海的探索也進展神速。在厚重的雲層後面，人們發現了未知的浮島群。根據聳立在浮島群中央的巨大風屬性水晶所呈現出的王冠外形，人們將該群島命名為「雲冠群島」。神秘的雲冠群島吸引了無數冒險者的來訪……猙獰的古代野獸們在暗夜中不時散發出殺氣，但這仍然無法阻止不要命的冒險者們展開他們危險的探索旅程……"
134,"過去在南方大陸「美拉西迪亞」的樹狀種族信奉魔神薩菲洛特。這個因遭受了亞拉戈軍隊攻擊而被召喚出來的蠻神，曾給敵軍造成了很大打擊。然而他最終還是被捕獲，並被封印在了魔大陸阿濟茲拉的中樞設施之中。<hex:02100103><hex:02100103>由於教皇托爾丹七世的介入，身為三鬪神之一的薩菲洛特正在漸漸覺醒。無論如何，一定要將他消滅！"
135,"蛇心託付給冒險者的亞拉戈神典石上，記載著發生在南方大陸的魔神薩菲洛特與亞拉戈帝國軍的戰爭。將這份古代殊死決鬥的記錄傳送至認證系統後，特別戰鬥訓練程序啟動了……通過現實增強系統，可以再現與最高難度級別的魔神薩菲洛特的戰鬥。你能存活下來嗎？"
136,"機械巨人——亞歷山大機神城再一次啟動了。在右腕部「戈耳狄」之後，啟動了左腕部「彌達斯」。想要阻止萬事通奎克辛克斯率領的科學家組織青藍之手，只有進入彌達斯內部消滅敵人。光之戰士們再次向蒸汽繚繞的機神城發起挑戰！"
137,"米黛與青藍之手接觸，將«英格瑪秘典»最後的斷章交給了他們。大家開始懷疑她的真實身份，是三年前曾嘗試召喚亞歷山大的敖龍族一行人的倖存者。她真的是敵人嗎……大家動搖了，但是也不能對現在的事態袖手旁觀。接受了比格斯的提議，大家決定再次進攻彌達斯！"
138,"«英格瑪秘典»最後的斷章其實沒有落入青藍之手手中。但是，能夠讀懂秘典的哥布林族女孩朗德洛克斯被擄走了。為了救出朗德洛克斯，光之戰士們動身前往左腕部「彌達斯」的中樞地帶！"
139,"馬上就能抵達左腕部「彌達斯」的最深處了。為了停止第2核心、阻止其完全啟動，無論如何都要突破青藍之手的阻礙。與下定決心的米黛一起，毅然開始最後的突入作戰！"
140,"擊退了逐漸覺醒的妖異迪亞波羅斯，無限城市街古蹟重歸寧靜。格里達尼亞的法師們和森林的元靈一起，開始淨化腐朽的古蹟。但是，似乎仍有擁有強大魔力的什麼東西潛藏在黑暗中，使得元靈心神不寧。接受了角尊的委託的冒險者們，為了消除那看不見的威脅，再次向遺跡出發。"
141,"薩雷安著名的賢者們在研究行星命運的過程中，建造了魔法設施——顛倒塔。有才能的人利用這個設施，甚至能窺探至海德林中心的星海的盡頭。但是，薩雷安人的「大撤退」後，被閒置已久的設施成了被留下的使魔們的地盤。為了尋找敏菲利亞，光之戰士向顛倒塔發起挑戰。"
142,""
143,"凶狼們的饕餮盛宴即將揭開帷幕，主菜當然就是敵人的血肉！用大國防聯軍的軍用補給品代替香料，將面前的敵人吞噬殆盡！然而，敵人自然也不會甘為魚肉。配得上狼的敵人，當然只有同樣野性的狼！<hex:02100103><hex:02100103>來吧，被邀請至這饕餮盛宴的凶狼們，磨尖你的獠牙和利爪！吃光敵人的血肉，用敵人的骨頭築起自己的王座！"
144,""
145,"凶狼們的饕餮盛宴即將揭開帷幕，主菜當然就是敵人的血肉！用大國防聯軍的軍用補給品代替香料，將面前的敵人吞噬殆盡！然而，敵人自然也不會甘為魚肉。配得上狼的敵人，當然只有同樣野性的狼！<hex:02100103><hex:02100103>來吧，被邀請至這饕餮盛宴的凶狼們，磨尖你的獠牙和利爪！吃光敵人的血肉，用敵人的骨頭築起自己的王座！<hex:02100103><hex:02100103>※單人專用的段位積分會因比賽的勝負而變動。<hex:02100103>※會與單人專用段位積分相近的玩家進行匹配。<hex:02100103>※會盡量平衡雙方小隊成員的段位積分平均值來進行分組。"
146,""
147,"異國的詩人聽了光之戰士們在彌達斯中激戰的故事，再次編寫出了新的英雄傳說。聽了他誇張演繹了的詩歌后，一定連最勇敢的勇士都會手心出汗。現在來再次體驗光之戰士在彌達斯中的戰鬥。"
148,"異國的詩人聽了光之戰士們在彌達斯中激戰的故事，再次編寫出了新的英雄傳說。聽了他誇張演繹了的詩歌后，一定連最勇敢的勇士都會手心出汗。現在來再次體驗光之戰士在彌達斯中的戰鬥。"
149,"異國的詩人聽了光之戰士們在彌達斯中激戰的故事，再次編寫出了新的英雄傳說。聽了他誇張演繹了的詩歌后，一定連最勇敢的勇士都會手心出汗。現在來再次體驗光之戰士在彌達斯中的戰鬥。"
150,"異國的詩人聽了光之戰士們在彌達斯中激戰的故事，再次編寫出了新的英雄傳說。聽了他誇張演繹了的詩歌后，一定連最勇敢的勇士都會手心出汗。現在來再次體驗光之戰士在彌達斯中的戰鬥。"
151,"0"
152,"0"
153,"0"
154,"0"
155,"0"
156,"0"
157,"0"
158,"0"
159,"0"
160,"0"
161,"0"
162,"0"
163,"0"
164,"0"
165,"0"
166,"0"
167,"0"
168,"亞菲姆濕地位於阿爾迪納德次大陸西岸，魔法城邦瑪哈的遺跡仍然靜靜地保留在這裡。通過這些遺跡，我們依稀還能夠看到第五星曆時期那座以追求極致的破壞力為榮的魔法文明。而這裡，正是赤喙空賊團和冒險者的下一個目的地。<hex:02100103><hex:02100103>為了救出被妖異襲擊的拉德莉亞等人，同時也為了奪取存放在瑪哈深處的契約石，精銳的冒險者隊伍毅然出發向禁忌之地前進。"
169,"聖龍懷抱的一絲希望、盟友們熱忱的願望，肩負著所有的這些感情的光之戰士站在了邪龍之影的面前。為了斬斷持續了千年的怨恨的輪迴，為了拯救友人，為了抓住人類與龍族的新的未來，雲廊的狩獵邪龍之戰再一次開始了。"
170,"雲廊的狩獵邪龍一戰瞬間傳遍整個艾歐澤亞。異國的詩人以此戰為藍本，再次編寫出了新的英雄傳說。和著豎琴動聽的音色，聽了誇張演繹後的詩歌，現在來再次體驗光之戰士與邪龍尼德霍格的戰鬥。"
171,"翻雲霧海的盡頭，有一座已經從人類的歷史中消失的宮殿。這座為七大天龍之一的拉塔托斯克建造的宮殿，由於人類的背叛而失去了主人，現在變為了雲海生物們的棲息之所。現在，光之戰士一行人被指引來到了這處被龍族稱為「憶罪宮」——意為「悲傷的謝罪」的廢墟。他們能否跨越等待著他們的試煉，得到聖龍的幫助呢？"
172,"相傳曾被大海盜霧鬚王一夥當作基地的小島——破艦島。經由冒險者的探索，財寶傳說被划上休止符後，黑渦團在這裡建設了新的訓練設施。在設施正式啟用之前，冒險者將被邀請來島的消息傳開後，事態向著意想不到的方向發生了改變。海之都的勇士們為了打倒冒險者提高名聲，爭先恐後地來到小島。就這樣，雲開霧散後的破艦島上，新的傳說即將拉開帷幕。"
173,"0"
174,"一座神秘的迷宮在格爾莫拉地下城邦時期的遺跡「空居」最深處被發現了。迷宮內展開的強大結界令步入內部調查的人無法正常發揮自身的力量。而迷宮內帶有的幻惑魔法則令人每次進入時都會感覺迷宮構造發生了改變。由於迷宮內部徘徊的死靈，「死者宮殿」這一稱呼漸漸流傳了開來。為了對這神秘迷宮進行調查，鬼哭隊尋求了冒險者的幫助。"
175,"一座神秘的迷宮在格爾莫拉地下城邦時期的遺跡「空居」最深處被發現了。迷宮內展開的強大結界令步入內部調查的人無法正常發揮自身的力量。而迷宮內帶有的幻惑魔法則令人每次進入時都會感覺迷宮構造發生了改變。由於迷宮內部徘徊的死靈，「死者宮殿」這一稱呼漸漸流傳了開來。為了對這神秘迷宮進行調查，鬼哭隊尋求了冒險者的幫助。"
176,"一座神秘的迷宮在格爾莫拉地下城邦時期的遺跡「空居」最深處被發現了。迷宮內展開的強大結界令步入內部調查的人無法正常發揮自身的力量。而迷宮內帶有的幻惑魔法則令人每次進入時都會感覺迷宮構造發生了改變。由於迷宮內部徘徊的死靈，「死者宮殿」這一稱呼漸漸流傳了開來。為了對這神秘迷宮進行調查，鬼哭隊尋求了冒險者的幫助。"
177,"一座神秘的迷宮在格爾莫拉地下城邦時期的遺跡「空居」最深處被發現了。迷宮內展開的強大結界令步入內部調查的人無法正常發揮自身的力量。而迷宮內帶有的幻惑魔法則令人每次進入時都會感覺迷宮構造發生了改變。由於迷宮內部徘徊的死靈，「死者宮殿」這一稱呼漸漸流傳了開來。為了對這神秘迷宮進行調查，鬼哭隊尋求了冒險者的幫助。"
178,"一座神秘的迷宮在格爾莫拉地下城邦時期的遺跡「空居」最深處被發現了。迷宮內展開的強大結界令步入內部調查的人無法正常發揮自身的力量。而迷宮內帶有的幻惑魔法則令人每次進入時都會感覺迷宮構造發生了改變。由於迷宮內部徘徊的死靈，「死者宮殿」這一稱呼漸漸流傳了開來。為了對這神秘迷宮進行調查，鬼哭隊尋求了冒險者的幫助。"
179,"隱藏的寶箱中收藏著古老的書卷。上面記載著的是通向不知何人利用地下水道的遺跡建起來的秘密寶物庫的傳送魔紋……充滿了危險的陷阱與魔物的寶物庫的最深處，等待冒險者的寶物究竟是……"
