key,0,1,2,3,4,5,6
492,1,0,151383,0,"<hex:02100103>使用和購買部隊特效都需要所在階級擁有相應的<hex:024804F201FA03><hex:024904F201FB03>許可權<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>與部隊成員一起享受各種活動吧！","",""
493,0,0,0,0,"","",""
494,0,0,0,0,"","",""
495,0,0,0,0,"","",""
496,0,0,0,0,"","",""
497,0,0,0,0,"","",""
498,0,0,0,0,"","",""
499,0,0,0,0,"","",""
500,1,0,150331,0,"<hex:02100103>當前可以受領的<hex:024804F201FA03><hex:024904F201FB03>公會理符<hex:0249020103><hex:0248020103>均會在理符任務視窗顯示出來。<hex:02100103><hex:02100103>選擇任務後再選下<hex:024804F201FA03><hex:024904F201FB03>接受<hex:0249020103><hex:0248020103>即可接受任務。","",""
501,1,0,150332,0,"<hex:02100103>公會理符任務有一定的受理限度，最多可以接受16個。<hex:02100103><hex:02100103>所消耗的限額會隨時間經過逐漸恢復，地球時間每經過12小時恢復3個限額。","",""
502,0,0,0,0,"","",""
503,0,0,0,0,"","",""
504,0,0,0,0,"","",""
505,0,0,0,0,"","",""
506,0,0,0,0,"","",""
507,0,0,0,0,"","",""
508,0,0,0,0,"","",""
509,0,0,0,0,"","",""
510,1,0,150341,0,"<hex:02100103>從快捷指令的<hex:024804F201FA03><hex:024904F201FB03>任務情報<hex:0249020103><hex:0248020103>分類中打開<hex:024804F201FA03><hex:024904F201FB03>日誌<hex:0249020103><hex:0248020103>視窗可以查看當前已接受的理符任務。<hex:02100103><hex:02100103>在日誌介面選擇已接受的理符任務標題還可以進一步查看理符的詳細情況。","",""
511,1,0,150342,0,"<hex:02100103>在日誌中點擊<hex:024804F201FA03><hex:024904F201FB03>地圖<hex:0249020103><hex:0248020103>按鈕，可以查看理符任務的目的地。<hex:02100103><hex:02100103>雖然在同一個區域的任何位置都可以開始理符任務，不過還是在距離目的地比較近的位置開始任務比較好。","",""
512,1,0,150343,0,"<hex:02100103>到達理符任務的目的地之後，再次打開日誌並點擊<hex:024804F201FA03><hex:024904F201FB03>開始<hex:0249020103><hex:0248020103>按鈕便會開始執行任務。","",""
513,1,0,150341,0,"<hex:02100103>從快捷指令的<hex:024804F201FA03><hex:024904F201FB03>任務情報<hex:0249020103><hex:0248020103>分類中打開<hex:024804F201FA03><hex:024904F201FB03>日誌<hex:0249020103><hex:0248020103>視窗可以查看當前已接受的理符任務。<hex:02100103><hex:02100103>在日誌介面選擇已接受的理符任務標題還可以進一步查看理符的詳細情況。","",""
514,1,0,150342,0,"<hex:02100103>在日誌中點擊<hex:024804F201FA03><hex:024904F201FB03>地圖<hex:0249020103><hex:0248020103>按鈕可以查看理符任務的目的地。<hex:02100103><hex:02100103>開始任務之後就盡快趕到目的地吧，完成得越快，得到的額外獎勵就越高。","",""
515,1,0,150343,0,"<hex:02100103>到達理符任務的目的地之後，再次打開日誌並選擇<hex:024804F201FA03><hex:024904F201FB03>開始<hex:0249020103><hex:0248020103>，才會開始執行任務","",""
516,0,0,0,0,"","",""
517,0,0,0,0,"","",""
518,0,0,0,0,"","",""
519,0,0,0,0,"","",""
520,1,0,150351,0,"<hex:02100103>在開始理符任務時，可以通過調節難度來改變任務中敵人的等級。<hex:02100103><hex:02100103>難度越高，成功完成任務時獲得的報酬越豐厚。","",""
521,1,0,150352,0,"<hex:02100103>如果開始任務後發現敵人太強，可以在日誌中通過<hex:024804F201FA03><hex:024904F201FB03>更改難度<hex:0249020103><hex:0248020103>來降低。","",""
522,0,0,0,0,"","",""
523,0,0,0,0,"","",""
524,0,0,0,0,"","",""
525,0,0,0,0,"","",""
526,0,0,0,0,"","",""
527,0,0,0,0,"","",""
528,0,0,0,0,"","",""
529,0,0,0,0,"","",""
530,1,0,150421,0,"<hex:02100103>在任務開始之後，導向地圖上會顯示出任務的目的地。<hex:02100103><hex:02100103>理符任務的目標敵人頭上會顯示<hex:024804F201FA03><hex:024904F201FB03>理符目標表徵圖<hex:0249020103><hex:0248020103>。","",""
531,1,0,150422,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>任務情報<hex:0249020103><hex:0248020103>中可以查看剩餘敵人和限制時間等相關任務情況。<hex:02100103><hex:02100103>只有在限制時間內完成全部條件才能完成任務。","",""
532,0,0,0,0,"","",""
533,0,0,0,0,"","",""
534,0,0,0,0,"","",""
535,0,0,0,0,"","",""
536,0,0,0,0,"","",""
537,0,0,0,0,"","",""
538,0,0,0,0,"","",""
539,0,0,0,0,"","",""
540,1,0,150431,0,"<hex:02100103>完成理符任務的目標之後，回到任務發行人處報告即可領取報酬。<hex:02100103><hex:02100103>努力完成任務、領取報酬，然後接受新的理符任務吧！","",""
541,0,0,0,0,"","",""
542,0,0,0,0,"","",""
543,0,0,0,0,"","",""
544,0,0,0,0,"","",""
545,0,0,0,0,"","",""
546,0,0,0,0,"","",""
547,0,0,0,0,"","",""
548,0,0,0,0,"","",""
549,0,0,0,0,"","",""
550,1,0,150441,0,"<hex:02100103>任務失敗時可以從<hex:024804F201FA03><hex:024904F201FB03>日誌<hex:0249020103><hex:0248020103>中選擇<hex:024804F201FA03><hex:024904F201FB03>重新挑戰<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>不過，重新挑戰時需要消耗1個理符的受理限額。","",""
551,1,0,150441,0,"<hex:02100103>任務失敗時可以從<hex:024804F201FA03><hex:024904F201FB03>日誌<hex:0249020103><hex:0248020103>中選擇<hex:024804F201FA03><hex:024904F201FB03>重新挑戰<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>不過，重新挑戰時需要消耗1個理符的受理限額。","",""
552,0,0,0,0,"","",""
553,0,0,0,0,"","",""
554,0,0,0,0,"","",""
555,0,0,0,0,"","",""
556,0,0,0,0,"","",""
557,0,0,0,0,"","",""
558,0,0,0,0,"","",""
559,0,0,0,0,"","",""
560,1,0,150671,0,"<hex:02100103>製作系理符任務的流程與傭兵任務有所不同。<hex:02100103><hex:02100103>製作任務沒有時間限制，將指定的目標道具交給委託人手中便可以完成。<hex:02100103><hex:02100103>指定道具的情況以及委託人的位置都會顯示在右側的「目的列表」中，在「日誌」裡也可以進行查看。","",""
561,0,0,0,0,"","",""
562,0,0,0,0,"","",""
563,0,0,0,0,"","",""
564,0,0,0,0,"","",""
565,0,0,0,0,"","",""
566,0,0,0,0,"","",""
567,0,0,0,0,"","",""
568,0,0,0,0,"","",""
569,0,0,0,0,"","",""
570,1,0,150681,0,"<hex:02100103>與委託人交談會打開交易視窗，將目標道具從背包<hex:024804F201FA03><hex:024904F201FB03>拖曳<hex:0249020103><hex:0248020103>到交易視窗裡，或右鍵點擊道具再選擇「遞交」，之後點擊視窗中的「遞交」按鈕便可以完成任務。<hex:02100103><hex:02100103>交納優質道具還可以領取到額外的追加報酬。","",""
571,1,0,150682,0,"<hex:02100103>與委託人交談會打開交易視窗，在背包中選中目標道具，之後點擊視窗中的<hex:024804F201FA03><hex:024904F201FB03>「遞交」<hex:0249020103><hex:0248020103>按鈕便可以完成任務。<hex:02100103><hex:02100103>交納優質道具還可以領取到額外的追加報酬。","",""
572,0,0,0,0,"","",""
573,0,0,0,0,"","",""
574,0,0,0,0,"","",""
575,0,0,0,0,"","",""
576,0,0,0,0,"","",""
577,0,0,0,0,"","",""
578,0,0,0,0,"","",""
579,0,0,0,0,"","",""
580,1,0,150691,0,"<hex:02100103>採礦工與園藝工接受採集系理符任務的流程與傭兵理符一樣。<hex:02100103><hex:02100103>不過，沒有裝備上採集工具時無法開始任務。另外，採集系任務均為單人專用，組隊狀態下同樣無法開始任務。","",""
581,1,0,150692,0,"<hex:02100103>捕魚人接受採集系理符任務的流程與製作理符一樣。<hex:02100103><hex:02100103>首先和委託人對話，之後交納任務指定的道具。","",""
582,0,0,0,0,"","",""
583,0,0,0,0,"","",""
584,0,0,0,0,"","",""
585,0,0,0,0,"","",""
586,0,0,0,0,"","",""
587,0,0,0,0,"","",""
588,0,0,0,0,"","",""
589,0,0,0,0,"","",""
590,1,0,150701,0,"<hex:02100103>畫面右側的「目的列表」會顯示出任務的目的以及相關的其他消息。<hex:02100103><hex:02100103>園藝工與採礦工的採集系理符任務主要的目標如下：<hex:02100103>　·在指定地區的所有採集點進行採集。<hex:02100103>　·採集指定數量的目標道具。","",""
591,1,0,150702,0,"<hex:02100103>任務指定的採集地點會在名牌上顯示出理符任務的表徵圖。<hex:02100103><hex:02100103>在導向地圖中也會顯示出目的地的方向。","",""
592,0,0,0,0,"","",""
593,0,0,0,0,"","",""
594,0,0,0,0,"","",""
595,0,0,0,0,"","",""
596,0,0,0,0,"","",""
597,0,0,0,0,"","",""
598,0,0,0,0,"","",""
599,0,0,0,0,"","",""
600,1,0,150761,0,"<hex:02100103>在開始執行理符任務時，隊伍中其他人持有的同樣理符會自動進行<hex:024804F201FA03><hex:024904F201FB03>「理符連接」<hex:0249020103><hex:0248020103>，擁有該理符的人會同時執行自己的任務。<hex:02100103><hex:02100103>在完成任務後，進行「理符連接」的玩家都會得到同樣的報酬。","",""
601,0,0,0,0,"","",""
602,0,0,0,0,"","",""
603,0,0,0,0,"","",""
604,0,0,0,0,"","",""
605,0,0,0,0,"","",""
606,0,0,0,0,"","",""
607,0,0,0,0,"","",""
608,0,0,0,0,"","",""
609,0,0,0,0,"","",""
610,1,0,150641,0,"<hex:02100103>當附近出現<hex:024804F201FA03><hex:024904F201FB03>臨危受命<hex:0249020103><hex:0248020103>任務時，地圖上會顯示出具體的地點。<hex:02100103><hex:02100103>前往危命任務的區域就會自動參與進去。","",""
611,1,0,150642,0,"<hex:02100103>根據地圖上顯示的表徵圖可以判斷該地區危命任務的種類。<hex:02100103><hex:02100103>將游標移動到表徵圖的位置可以查看該任務的名字。","",""
612,1,0,150643,0,"<hex:02100103>參加危命任務之後，畫面右側的任務情報會顯示當前的任務名、任務目標及推薦等級。<hex:02100103><hex:02100103>在等級超過推薦等級很多時將會無法獲得貢獻度，在任務結束後也不會得到報酬。","",""
613,1,0,150644,0,"<hex:02100103>在自身等級超過推薦很多時，可以通過按下任務情報中的<hex:024804F201FA03><hex:024904F201FB03>等級同步<hex:0249020103><hex:0248020103>按鈕，將自身等級臨時調整為合適的等級。","",""
614,0,0,0,0,"","",""
615,0,0,0,0,"","",""
616,0,0,0,0,"","",""
617,0,0,0,0,"","",""
618,0,0,0,0,"","",""
619,0,0,0,0,"","",""
620,1,0,150661,0,"<hex:02100103>危命任務結束後，根據結果可以得到相應的報酬。<hex:02100103><hex:02100103>依據任務成功與否及玩家的貢獻度情況，所獲取的報酬也會有所不同。<hex:02100103><hex:02100103>所受的報酬內容會在任務結束出現的報酬視窗中顯示出來。","",""
621,1,0,150662,0,"<hex:02100103>貢獻度表示的是在危命任務的過程中的積極程度。<hex:02100103><hex:02100103>任務結束後會按照金、銀、銅三個等級來支付報酬。","",""
622,0,0,0,0,"","",""
623,0,0,0,0,"","",""
624,0,0,0,0,"","",""
625,0,0,0,0,"","",""
626,0,0,0,0,"","",""
627,0,0,0,0,"","",""
628,0,0,0,0,"","",""
629,0,0,0,0,"","",""
630,1,0,150711,0,"<hex:02100103>「公會令」對增進團隊配合經驗來說是個不錯的練習方式。<hex:02100103><hex:02100103>與各地的特務隊長對話會打開可以接受的公會令任務列表。不過要注意的是，如果隊伍中沒有全部隊員都滿足職業及等級的條件，將無法開始執行任務。","",""
631,1,0,150712,0,"<hex:02100103>可以執行的任務會隨著玩家的任務完成情況以及成長情況逐漸增加。<hex:02100103><hex:02100103>利用<hex:024804F201FA03><hex:024904F201FB03>「任務搜尋器」<hex:0249020103><hex:0248020103>可以非常方便地參加各種任務。在正式參與到團隊作戰之前，先利用公會令來鍛鍊一下身手吧！","",""
632,0,0,0,0,"","",""
633,0,0,0,0,"","",""
634,0,0,0,0,"","",""
635,0,0,0,0,"","",""
636,0,0,0,0,"","",""
637,0,0,0,0,"","",""
638,0,0,0,0,"","",""
639,0,0,0,0,"","",""
640,1,0,150721,0,"<hex:02100103>公會令開始之後會打開<hex:024804F201FA03><hex:024904F201FB03>任務說明視窗<hex:0249020103><hex:0248020103>，裡面記有出當前任務的流程以及相關情報。","",""
641,0,0,0,0,"","",""
642,0,0,0,0,"","",""
643,0,0,0,0,"","",""
644,0,0,0,0,"","",""
645,0,0,0,0,"","",""
646,0,0,0,0,"","",""
647,0,0,0,0,"","",""
648,0,0,0,0,"","",""
649,0,0,0,0,"","",""
650,1,0,150731,0,"<hex:02100103>在公會令任務中，有一部分地區會用特殊效果表示，這些是會出現後續敵人的危險地帶。執行任務時一定要小心注意。","",""
651,0,0,0,0,"","",""
652,0,0,0,0,"","",""
653,0,0,0,0,"","",""
654,0,0,0,0,"","",""
655,0,0,0,0,"","",""
656,0,0,0,0,"","",""
657,0,0,0,0,"","",""
658,0,0,0,0,"","",""
659,0,0,0,0,"","",""
660,1,0,150741,0,"<hex:02100103>在公會令任務中如果不小心陷入了無法戰鬥狀態，傳送回的並不是之前設定的返回點，而是公會令任務的開始地點。","",""
661,0,0,0,0,"","",""
662,0,0,0,0,"","",""
663,0,0,0,0,"","",""
664,0,0,0,0,"","",""
665,0,0,0,0,"","",""
666,0,0,0,0,"","",""
667,0,0,0,0,"","",""
668,0,0,0,0,"","",""
669,0,0,0,0,"","",""
670,1,0,150751,0,"<hex:02100103>成功完成了公會令的任務要求！與特務隊長對話可以得到相應的報酬，在第一次完成任務時還會有額外的獎勵。<hex:02100103><hex:02100103>另外，在我方隊員一次都沒有倒下的情況下完成任務，也會得到相應的額外獎勵，戰鬥的時候一定要注意配合！","",""
671,0,0,0,0,"","",""
672,0,0,0,0,"","",""
673,0,0,0,0,"","",""
674,0,0,0,0,"","",""
675,0,0,0,0,"","",""
676,0,0,0,0,"","",""
677,0,0,0,0,"","",""
678,0,0,0,0,"","",""
679,0,0,0,0,"","",""
680,1,0,151351,0,"<hex:02100103>可以從當前所屬的大國防聯軍<hex:024804F201FA03><hex:024904F201FB03>「調動」<hex:0249020103><hex:0248020103>到其他國家的軍隊中去了。與任何國家的人事負責人對話都可以辦理調動手續。<hex:02100103><hex:02100103>不過，在調動之後，身上原有的軍票會被凍結，專用裝備也會受到限制。另外，調動之後<hex:024804F201FA03><hex:024904F201FB03>15天內<hex:0249020103><hex:0248020103>無法申請下一次調動，這一點一定要注意！","",""
681,0,0,0,0,"","",""
682,0,0,0,0,"","",""
683,0,0,0,0,"","",""
684,0,0,0,0,"","",""
685,0,0,0,0,"","",""
686,0,0,0,0,"","",""
687,0,0,0,0,"","",""
688,0,0,0,0,"","",""
689,0,0,0,0,"","",""
690,1,0,151331,0,"<hex:02100103>可以使用<hex:024804F201FA03><hex:024904F201FB03>「簡易製作」<hex:0249020103><hex:0248020103>功能了！<hex:02100103><hex:02100103>任何配方只要成功完成過一次製作，便可以通過<hex:024804F201FA03><hex:024904F201FB03>「簡易製作」<hex:0249020103><hex:0248020103>來生產大量的通常質量成品。","",""
691,1,0,151332,0,"<hex:02100103>點擊<hex:024804F201FA03><hex:024904F201FB03>製作筆記<hex:0249020103><hex:0248020103>中的<hex:024804F201FA03><hex:024904F201FB03>「開始簡易製作作業」<hex:0249020103><hex:0248020103>按鈕，輸入製作次數，之後再次點擊<hex:024804F201FA03><hex:024904F201FB03>「開始簡易製作」<hex:0249020103><hex:0248020103>按鈕，便可以方便快捷地生產大量物品了。","",""
692,1,0,151333,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「簡易製作」<hex:0249020103><hex:0248020103>開始之後只需耐心等待工作完成。<hex:02100103><hex:02100103>雖然利用這個功能要生產優質道具不太合適，不過在製作大量普通品質道具的時候用處非常大，積極使用<hex:024804F201FA03><hex:024904F201FB03>簡易製作<hex:0249020103><hex:0248020103>來量產基礎素材吧！","",""
693,0,0,0,0,"","",""
694,0,0,0,0,"","",""
695,0,0,0,0,"","",""
696,0,0,0,0,"","",""
697,0,0,0,0,"","",""
698,0,0,0,0,"","",""
699,0,0,0,0,"","",""
700,1,0,150281,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>能工巧匠<hex:0249020103><hex:0248020103>的手中都有著一份<hex:024804F201FA03><hex:024904F201FB03>製作筆記<hex:0249020103><hex:0248020103>。筆記中記錄著所有製作配方，進行<hex:024804F201FA03><hex:024904F201FB03>製作作業<hex:0249020103><hex:0248020103>時可以直接從筆記中進行選擇。<hex:02100103><hex:02100103>在快捷指令的<hex:024804F201FA03><hex:024904F201FB03>手冊管理<hex:0249020103><hex:0248020103>分類中選擇<hex:024804F201FA03><hex:024904F201FB03>製作筆記<hex:0249020103><hex:0248020103>可以進行查看。","",""
701,1,0,150282,0,"<hex:02100103>打開製作筆記，選定相應的職業與等級範圍，會顯示出所有能夠製作的道具。<hex:02100103><hex:02100103>選中具體道具即可開始進行製作作業。","",""
702,1,0,150283,0,"<hex:02100103>製作道具時一定要有相應的素材。<hex:02100103><hex:02100103>素材不足的情況下，缺少的素材會以灰色文字表示。","",""
703,0,0,0,0,"","",""
704,0,0,0,0,"","",""
705,0,0,0,0,"","",""
706,0,0,0,0,"","",""
707,0,0,0,0,"","",""
708,0,0,0,0,"","",""
709,0,0,0,0,"","",""
710,1,0,150291,0,"<hex:02100103>進行製作時，需要在技能欄中選擇相應的<hex:024804F201FA03><hex:024904F201FB03>作業技能<hex:0249020103><hex:0248020103>來推動工作的進展。","",""
711,1,0,150292,0,"<hex:02100103>進行<hex:024804F201FA03><hex:024904F201FB03>作業<hex:0249020103><hex:0248020103>時會對素材造成一定的負擔，素材的<hex:024804F201FA03><hex:024904F201FB03>耐久度<hex:0249020103><hex:0248020103>會相應地減少。<hex:02100103><hex:02100103>在耐久度減到0之前完成製作進度，便可以成功完成這次製作。","",""
712,1,0,150293,0,"<hex:02100103>在進度完成前耐久度減到0則製作失敗。失敗後製作時所用的素材都會損失掉，不過偶爾也會有一部分損耗較輕的素材還可以回收重新使用。<hex:02100103><hex:02100103>多多利用回收的素材，也是提高製作水平的重要技巧。","",""
713,1,0,150294,0,"<hex:02100103>成功製作出道具之後，製作的情況會記錄在«製作筆記»中。<hex:02100103><hex:02100103>每次向筆記中添加新紀錄時會得到額外的經驗值。","",""
714,1,0,150295,0,"<hex:02100103>進行製作的時候需要在技能欄中選擇相應的<hex:024804F201FA03><hex:024904F201FB03>作業技能<hex:0249020103><hex:0248020103>來推動工作的進展。","",""
715,0,0,0,0,"","",""
716,0,0,0,0,"","",""
717,0,0,0,0,"","",""
718,0,0,0,0,"","",""
719,0,0,0,0,"","",""
720,1,0,150301,0,"<hex:02100103>除了普通道具之外，能工巧匠還可以做出性能更加出色的<hex:024804F201FA03><hex:024904F201FB03>優質道具<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>優質道具的成功率由製作結束時的<hex:024804F201FA03><hex:024904F201FB03>優質率<hex:0249020103><hex:0248020103>決定。優質率可以通過提高製作時的<hex:024804F201FA03><hex:024904F201FB03>品質<hex:0249020103><hex:0248020103>來增加。","",""
721,1,0,150302,0,"<hex:02100103>利用<hex:024804F201FA03><hex:024904F201FB03>加工<hex:0249020103><hex:0248020103>技能可以提高道具的品質。不過要注意的是，<hex:024804F201FA03><hex:024904F201FB03>加工<hex:0249020103><hex:0248020103>也會令道具損耗耐久度。<hex:02100103><hex:02100103>發動<hex:024804F201FA03><hex:024904F201FB03>加工<hex:0249020103><hex:0248020103>技能時需要消耗相應的<hex:024804F201FA03><hex:024904F201FB03>製作力<hex:0249020103><hex:0248020103>。","",""
722,1,0,150303,0,"<hex:02100103>製作中對製品品質提升得越多，成功後得到的經驗值也越多。所以製作時也要時刻注意品質的問題。","",""
723,1,0,150304,0,"<hex:02100103>利用<hex:024804F201FA03><hex:024904F201FB03>加工<hex:0249020103><hex:0248020103>技能可以提高道具的品質。不過要注意的是，<hex:024804F201FA03><hex:024904F201FB03>加工<hex:0249020103><hex:0248020103>也會令道具損耗耐久度。<hex:02100103><hex:02100103>發動<hex:024804F201FA03><hex:024904F201FB03>加工<hex:0249020103><hex:0248020103>技能時需要消耗相應的<hex:024804F201FA03><hex:024904F201FB03>製作力<hex:0249020103><hex:0248020103>。","",""
724,0,0,0,0,"","",""
725,0,0,0,0,"","",""
726,0,0,0,0,"","",""
727,0,0,0,0,"","",""
728,0,0,0,0,"","",""
729,0,0,0,0,"","",""
730,1,0,150581,0,"<hex:02100103>製作作業中，道具的狀態有時會變成「高品質」或「最高品質」。<hex:02100103><hex:02100103>在這兩種狀態下是提升道具品質的最好時機。","",""
731,1,0,150582,0,"<hex:02100103>「最高品質」狀態下，品質的提升會比「高品質」還輕鬆。<hex:02100103><hex:02100103>不過在接下來的一次作業中就必定會變成「低品質」狀態，此時提升產品品質會很困難。","",""
732,0,0,0,0,"","",""
733,0,0,0,0,"","",""
734,0,0,0,0,"","",""
735,0,0,0,0,"","",""
736,0,0,0,0,"","",""
737,0,0,0,0,"","",""
738,0,0,0,0,"","",""
739,0,0,0,0,"","",""
740,0,0,0,0,"","",""
741,0,0,0,0,"","",""
742,0,0,0,0,"","",""
743,0,0,0,0,"","",""
744,0,0,0,0,"","",""
745,0,0,0,0,"","",""
746,0,0,0,0,"","",""
747,0,0,0,0,"","",""
748,0,0,0,0,"","",""
749,0,0,0,0,"","",""
750,1,0,150311,0,"<hex:02100103>發動技能或陷入無法戰鬥狀態時，所穿裝備的<hex:024804F201FA03><hex:024904F201FB03>耐久度<hex:0249020103><hex:0248020103>會下降。<hex:02100103><hex:02100103>耐久度降為0%時，該裝備的性能將會完全無法發揮出來。","",""
751,1,0,150312,0,"<hex:02100103>要確認裝備的耐久度時，可以打開<hex:024804F201FA03><hex:024904F201FB03>角色視窗<hex:0249020103><hex:0248020103>進行查看。<hex:02100103><hex:02100103>裝備的表徵圖邊上顯示有表示耐久度的耐久槽。","",""
752,1,0,150313,0,"<hex:02100103>有些非玩家角色在地圖上會標註有修理的表徵圖，這些人就是可以修理損耗裝備的<hex:024804F201FA03><hex:024904F201FB03>修理工<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>裝備受損的話可以去找他們進行修理。為了戰鬥做準備，一定要時刻維護自己的裝備物品。","",""
753,0,0,0,0,"","",""
754,0,0,0,0,"","",""
755,0,0,0,0,"","",""
756,0,0,0,0,"","",""
757,0,0,0,0,"","",""
758,0,0,0,0,"","",""
759,0,0,0,0,"","",""
760,1,0,150321,0,"<hex:02100103>能工巧匠可以自己修理受到損耗的裝備。<hex:02100103><hex:02100103>選中要修理的裝備之後再選擇<hex:024804F201FA03><hex:024904F201FB03>修理<hex:0249020103><hex:0248020103>即可開始進行修理。 ","",""
761,1,0,150322,0,"<hex:02100103>每種裝備都有其特定的材質，材質不同的情況下對進行修理時所需的職業和等級的要求也不相同。<hex:02100103><hex:02100103>此外，在進行修理時還需要<hex:024804F201FA03><hex:024904F201FB03>暗物質<hex:0249020103><hex:0248020103>這種材料，各種等級的暗物質都可以在商店中購買。","",""
762,0,0,0,0,"","",""
763,0,0,0,0,"","",""
764,0,0,0,0,"","",""
765,0,0,0,0,"","",""
766,0,0,0,0,"","",""
767,0,0,0,0,"","",""
768,0,0,0,0,"","",""
769,0,0,0,0,"","",""
770,1,0,150601,0,"<hex:02100103>獲得了<hex:024804F201FA03><hex:024904F201FB03>優質道具<hex:0249020103><hex:0248020103>！<hex:02100103><hex:02100103>優質道具的品質遠遠高於普通道具，由於比普通道具性能出眾，因此經常能賣出更高的價錢。","",""
771,1,0,150602,0,"<hex:02100103>即使是同樣的道具，優質形態和通常形態也無法合併到一起。","",""
772,0,0,0,0,"","",""
773,0,0,0,0,"","",""
774,0,0,0,0,"","",""
775,0,0,0,0,"","",""
776,0,0,0,0,"","",""
777,0,0,0,0,"","",""
778,0,0,0,0,"","",""
779,0,0,0,0,"","",""
780,1,0,150611,0,"<hex:02100103>獲得了帶有<hex:024804F201FA03><hex:024904F201FB03>珍稀屬性<hex:0249020103><hex:0248020103>的道具。<hex:02100103><hex:02100103>珍稀道具非常貴重，每種珍稀道具玩家只能持有一個。","",""
781,0,0,0,0,"","",""
782,0,0,0,0,"","",""
783,0,0,0,0,"","",""
784,0,0,0,0,"","",""
785,0,0,0,0,"","",""
786,0,0,0,0,"","",""
787,0,0,0,0,"","",""
788,0,0,0,0,"","",""
789,0,0,0,0,"","",""
790,1,0,150621,0,"<hex:02100103>在與怪物進行戰鬥之後，當前身上穿的裝備會附加上<hex:024804F201FA03><hex:024904F201FB03>綁定屬性<hex:0249020103><hex:0248020103>，成為<hex:024804F201FA03><hex:024904F201FB03>專用裝備<hex:0249020103><hex:0248020103>。","",""
791,1,0,150622,0,"<hex:02100103>裝備被綁定之後無法交易給他人或到市場出售。","",""
792,0,0,0,0,"","",""
793,0,0,0,0,"","",""
794,0,0,0,0,"","",""
795,0,0,0,0,"","",""
796,0,0,0,0,"","",""
797,0,0,0,0,"","",""
798,0,0,0,0,"","",""
799,0,0,0,0,"","",""
800,1,0,150471,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>市場<hex:0249020103><hex:0248020103>是玩家之間進行道具交易的場所。<hex:02100103><hex:02100103>從<hex:024804F201FA03><hex:024904F201FB03>市場布告板<hex:0249020103><hex:0248020103>上查詢需要的道具，之後便可以進行購買。不過想要在市場出售道具時，首先必須要僱傭一位僱員。","",""
801,1,0,150472,0,"<hex:02100103>身處任何一座城市中都可以在市場出售物品，所有國家的市場是互通的，在任何地方都能夠買到所有正在出售的道具。<hex:02100103><hex:02100103>購買道具時需要繳納5%的手續費。","",""
802,1,0,150473,0,"<hex:02100103>另外，對道具還沒有掌握足夠知識的玩家也沒有必要一定要在市場中購買物品。<hex:02100103><hex:02100103>當商店中出售的道具不足時再考慮到市場淘貨吧。","",""
803,0,0,0,0,"","",""
804,0,0,0,0,"","",""
805,0,0,0,0,"","",""
806,0,0,0,0,"","",""
807,0,0,0,0,"","",""
808,0,0,0,0,"","",""
809,0,0,0,0,"","",""
810,1,0,150481,0,"<hex:02100103>在市場購買物品時，首先要指定想要買的物品。<hex:02100103><hex:02100103>進行查找時既可以直接輸入物品名，也可以通過種類和條件進行查找。","",""
811,1,0,150482,0,"<hex:02100103>通過輸入物品名查找<hex:02100103><hex:02100103>在搜索框內直接輸入關鍵字，之後點下搜索按鈕，會在右側顯示出搜索結果。<hex:02100103><hex:02100103>例如在搜索框裡輸入「野豬」之後點擊搜索按鈕，右側便會出現名字裡含有「野豬」的相關道具。","",""
812,1,0,150483,0,"<hex:02100103>通過道具的種類和條件查找<hex:02100103><hex:02100103>如果想要列出某個種類下的全部道具，可以點擊左側的各個分類按鈕來查找。<hex:02100103><hex:02100103>例如想要查找適合35級弓箭手的所有腳部裝備，只需要在左側選中弓箭手表徵圖，再選中腳部防具表徵圖，並將等級指定為35級，此時再點擊搜索按鈕便會列出查找結果。","",""
813,1,0,150484,0,"<hex:02100103>滿足查找條件的物品會全部在視窗中列出來。<hex:02100103><hex:02100103>道具名右側的數值表示當前正在出售的數量。","",""
814,0,0,0,0,"","",""
815,0,0,0,0,"","",""
816,0,0,0,0,"","",""
817,0,0,0,0,"","",""
818,0,0,0,0,"","",""
819,0,0,0,0,"","",""
820,1,0,150491,0,"<hex:02100103>在列表中選中道具名之後，會在新視窗中以價格順序列出當前出售的情況。","",""
821,1,0,150492,0,"<hex:02100103>選中商品即可當場購買。不過購買時需要繳納5%的手續費。","",""
822,0,0,0,0,"","",""
823,0,0,0,0,"","",""
824,0,0,0,0,"","",""
825,0,0,0,0,"","",""
826,0,0,0,0,"","",""
827,0,0,0,0,"","",""
828,0,0,0,0,"","",""
829,0,0,0,0,"","",""
