key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
41,2002064,2002062,0,0,31,6710329,3,0,0,33,6710295,3,0,0,36,6710324,1,0,0,6710323,111101,"探索任務：採集雲海生物標本","雲冠群島是一座長期與外界隔離的浮島，不僅有珍稀的古代生物在此棲息，還有受到屬性之力影響的變異個體。<hex:02100103>我們希望冒險者幫忙採集這些珍稀生物的標本用作博物學研究。請使用能吸引特定生物的誘引香陷阱，引來目標並將其打倒，然後採集標本。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
42,2002059,2002060,0,0,48,6710336,3,0,0,49,6710317,3,0,0,50,6710324,1,0,0,6710323,111101,"探索任務：收集誘引香的素材","我們艾因哈特家在探索過程中發現了一種奇特的生物現象。在雲冠群島區域，有一部分生物可以通過散發香味來吸引其他種類的生物。<hex:02100103>為了提高狩獵的效率，我們準備利用這些生物來製作誘引香陷阱。希望冒險者能夠前往指定的兩處地點討伐特定的生物，以收集我們所需要的素材。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
43,0,0,0,0,38,6710328,3,0,0,46,6710321,3,0,0,47,6710321,2,6798621,5,6798620,111101,"探索任務：採集古生物的蛋","為了進行博物學研究，希望冒險者能幫我們採集古生物的蛋。但那些蛋被藏得很嚴密，不容易找到。因此，我們決定利用一種喜歡吃蛋的老鼠魔物。<hex:02100103>你們可以先在周圍狩獵以及探索，等想要偷蛋的老鼠出現後就立即趕往那裡打倒它們，把蛋搶過來並運到回收地點。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","已確認目標到達回收地點……<hex:02100103>只要運到那裡就好，接下來我們會進行回收的。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
44,0,0,0,0,40,6710311,3,0,0,45,6710337,3,0,0,47,6710337,2,6798627,5,6798626,111101,"探索任務：採集古生物的蛋","為了進行博物學研究，希望冒險者能幫我們採集古生物的蛋。但那些蛋被藏得很嚴密，不容易找到。因此，我們決定利用一種喜歡吃蛋的老鼠魔物。<hex:02100103>你們可以先在周圍狩獵以及探索，等想要偷蛋的老鼠出現後就立即趕往那裡打倒它們，把蛋搶過來並運到回收地點。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","已確認目標到達回收地點……<hex:02100103>只要運到那裡就好，接下來我們會進行回收的。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
45,2002061,0,2745,0,51,6710324,1,0,0,52,6782944,3,0,0,59,6710341,3,0,0,6887979,111101,"探索任務：試劑實驗","我們艾因哈特家為了更好地進行雲冠群島探索，也在開發新型技術。其中一項成果就是這種試劑。<hex:02100103>理論上來說……這種弱化試劑能夠降低特定生物的戰鬥力。所以希望各位冒險者能幫助我們實踐證明一下它的效果。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>我們已經確認實驗完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
47,2002043,2002046,0,0,15,6798653,4,0,0,23,6798657,4,0,0,25,6710324,1,0,0,6710323,111101,"探索任務：收集過屬性水晶","屬性之力發生劇烈變化的雲冠群島很容易促使乙太結晶。帶有強大屬性之力的水晶極有可能成為重要資源。<hex:02100103>所以我們希望冒險者能幫助我們收集過屬性水晶，請將收集到的物資交給恩惠號附近的艾因哈特家的飛行員。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
48,0,0,0,0,78,6710295,3,0,0,65,6788805,3,0,0,92,6710317,3,0,0,6887971,111101,"探索任務：打倒危險魔獸","雲冠群島高密度的乙太吸引了很多危險的生物，這些生物正是我們探索的最大障礙。<hex:02100103>我們希望身手高強的冒險者能幫助我們排除危險魔獸，請使用能吸引特定生物的誘引香陷阱，引來目標並將其打倒。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
49,0,0,0,0,81,6710291,3,0,0,87,6710345,3,0,0,90,6710345,2,0,0,6887983,111101,"探索任務：打倒危險魔獸","雲冠群島高密度的乙太吸引了很多危險的生物，這些生物正是我們探索的最大障礙。<hex:02100103>我們希望身手高強的冒險者能幫助我們排除危險魔獸，請使用能吸引特定生物的誘引香陷阱，引來目標並將其打倒。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>雖然出現了預想不到的強敵，但已被確認排除。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
50,0,0,0,0,62,6710286,3,0,0,89,6710325,3,0,0,71,6710310,2,0,0,6887968,111101,"探索任務：打倒危險魔獸","雲冠群島高密度的乙太吸引了很多危險的生物，這些生物正是我們探索的最大障礙。<hex:02100103>我們希望身手高強的冒險者能幫助我們排除危險魔獸，請使用能吸引特定生物的誘引香陷阱，引來目標並將其打倒。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
51,2002064,2002062,0,0,31,6710294,3,0,0,33,6710314,3,0,0,36,6710324,1,0,0,6710323,111101,"探索任務：採集雲海生物標本","雲冠群島是一座長期與外界隔離的浮島，不僅有珍稀的古代生物在此棲息，還有受到屬性之力影響的變異個體。<hex:02100103>我們希望冒險者幫忙採集這些珍稀生物的標本用作博物學研究。請使用能吸引特定生物的誘引香陷阱，引來目標並將其打倒，然後採集標本。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
52,2002059,2002060,0,0,48,6710341,3,0,0,49,6782944,3,0,0,50,6710324,1,0,0,6710323,111101,"探索任務：收集誘引香的素材","我們艾因哈特家在探索過程中發現了一種奇特的生物現象。在雲冠群島區域，有一部分生物可以通過散發香味來吸引其他種類的生物。<hex:02100103>為了提高狩獵的效率，我們準備利用這些生物來製作誘引香陷阱。希望冒險者能夠前往指定的兩處地點討伐特定的生物，以收集我們所需要的素材。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
53,0,0,0,0,38,6710299,3,0,0,45,6710337,3,0,0,47,6710337,2,6798625,5,6798624,111101,"探索任務：採集古生物的蛋","為了進行博物學研究，希望冒險者能幫我們採集古生物的蛋。但那些蛋被藏得很嚴密，不容易找到。因此，我們決定利用一種喜歡吃蛋的老鼠魔物。<hex:02100103>你們可以先在周圍狩獵以及探索，等想要偷蛋的老鼠出現後就立即趕往那裡打倒它們，把蛋搶過來並運到回收地點。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","已確認目標到達回收地點……<hex:02100103>只要運到那裡就好，接下來我們會進行回收的。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
54,0,0,0,0,39,6710340,3,0,0,46,6710321,3,0,0,47,6710321,2,6798621,5,6798620,111101,"探索任務：採集古生物的蛋","為了進行博物學研究，希望冒險者能幫我們採集古生物的蛋。但那些蛋被藏得很嚴密，不容易找到。因此，我們決定利用一種喜歡吃蛋的老鼠魔物。<hex:02100103>你們可以先在周圍狩獵以及探索，等想要偷蛋的老鼠出現後就立即趕往那裡打倒它們，把蛋搶過來並運到回收地點。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","已確認目標到達回收地點……<hex:02100103>只要運到那裡就好，接下來我們會進行回收的。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
55,2002061,0,2745,0,51,6710324,1,0,0,54,6710344,3,0,0,59,6710302,3,0,0,6887965,111101,"探索任務：試劑實驗","我們艾因哈特家為了更好地進行雲冠群島探索，也在開發新型技術。其中一項成果就是這種試劑。<hex:02100103>理論上來說……這種弱化試劑能夠降低特定生物的戰鬥力。所以希望各位冒險者能幫助我們實踐證明一下它的效果。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
57,2002042,2002045,0,0,13,6798651,4,0,0,20,6798643,4,0,0,25,6710324,1,0,0,6710323,111101,"探索任務：收集過屬性水晶","屬性之力發生劇烈變化的雲冠群島很容易促使乙太結晶。帶有強大屬性之力的水晶極有可能成為重要資源。<hex:02100103>所以我們希望冒險者能幫助我們收集過屬性水晶，請將收集到的物資交給恩惠號附近的艾因哈特家的飛行員。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
58,0,0,0,0,61,6710332,3,0,0,86,6710294,3,0,0,94,6710294,3,0,0,6887961,111101,"探索任務：打倒危險魔獸","雲冠群島高密度的乙太吸引了很多危險的生物，這些生物正是我們探索的最大障礙。<hex:02100103>我們希望身手高強的冒險者能幫助我們排除危險魔獸，請使用能吸引特定生物的誘引香陷阱，引來目標並將其打倒。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>雖然出現了預想不到的強敵，但已被確認排除。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
59,0,0,0,0,95,6788805,3,0,0,82,6710333,3,0,0,92,6710345,2,0,0,6887983,111101,"探索任務：打倒危險魔獸","雲冠群島高密度的乙太吸引了很多危險的生物，這些生物正是我們探索的最大障礙。<hex:02100103>我們希望身手高強的冒險者能幫助我們排除危險魔獸，請使用能吸引特定生物的誘引香陷阱，引來目標並將其打倒。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
60,0,0,0,0,62,6710286,3,0,0,89,6710325,3,0,0,72,6710310,3,0,0,6887968,111101,"探索任務：打倒危險魔獸","雲冠群島高密度的乙太吸引了很多危險的生物，這些生物正是我們探索的最大障礙。<hex:02100103>我們希望身手高強的冒險者能幫助我們排除危險魔獸，請使用能吸引特定生物的誘引香陷阱，引來目標並將其打倒。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
61,2002064,2002062,0,0,30,6710328,3,0,0,34,6710307,3,0,0,36,6710324,1,0,0,6710323,111101,"探索任務：採集雲海生物標本","雲冠群島是一座長期與外界隔離的浮島，不僅有珍稀的古代生物在此棲息，還有受到屬性之力影響的變異個體。<hex:02100103>我們希望冒險者幫忙採集這些珍稀生物的標本用作博物學研究。請使用能吸引特定生物的誘引香陷阱，引來目標並將其打倒，然後採集標本。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
62,2002059,2002060,0,0,48,6710302,3,0,0,49,6710285,3,0,0,50,6710324,1,0,0,6710323,111101,"探索任務：收集誘引香的素材","我們艾因哈特家在探索過程中發現了一種奇特的生物現象。在雲冠群島區域，有一部分生物可以通過散發香味來吸引其他種類的生物。<hex:02100103>為了提高狩獵的效率，我們準備利用這些生物來製作誘引香陷阱。希望冒險者能夠前往指定的兩處地點討伐特定的生物，以收集我們所需要的素材。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
63,0,0,0,0,38,6710329,3,0,0,45,6710337,3,0,0,47,6710337,2,6798627,5,6798626,111101,"探索任務：採集古生物的蛋","為了進行博物學研究，希望冒險者能幫我們採集古生物的蛋。但那些蛋被藏得很嚴密，不容易找到。因此，我們決定利用一種喜歡吃蛋的老鼠魔物。<hex:02100103>你們可以先在周圍狩獵以及探索，等想要偷蛋的老鼠出現後就立即趕往那裡打倒它們，把蛋搶過來並運到回收地點。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","已確認目標到達回收地點……<hex:02100103>只要運到那裡就好，接下來我們會進行回收的。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
64,0,0,0,0,40,6710291,3,0,0,46,6710320,3,0,0,47,6710320,2,6798621,5,6798620,111101,"探索任務：採集古生物的蛋","為了進行博物學研究，希望冒險者能幫我們採集古生物的蛋。但那些蛋被藏得很嚴密，不容易找到。因此，我們決定利用一種喜歡吃蛋的老鼠魔物。<hex:02100103>你們可以先在周圍狩獵以及探索，等想要偷蛋的老鼠出現後就立即趕往那裡打倒它們，把蛋搶過來並運到回收地點。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","已確認目標到達回收地點……<hex:02100103>只要運到那裡就好，接下來我們會進行回收的。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
65,2002061,0,2745,0,51,6710324,1,0,0,56,6710340,3,0,0,59,6710295,3,0,0,6887962,111101,"探索任務：試劑實驗","我們艾因哈特家為了更好地進行雲冠群島探索，也在開發新型技術。其中一項成果就是這種試劑。<hex:02100103>理論上來說……這種弱化試劑能夠降低特定生物的戰鬥力。所以希望各位冒險者能幫助我們實踐證明一下它的效果。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>我們已經確認實驗完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
67,2002045,2002042,0,0,14,6798644,4,0,0,19,6798635,4,0,0,25,6710324,1,0,0,6710323,111101,"探索任務：收集過屬性水晶","屬性之力發生劇烈變化的雲冠群島很容易促使乙太結晶。帶有強大屬性之力的水晶極有可能成為重要資源。<hex:02100103>所以我們希望冒險者能幫助我們收集過屬性水晶，請將收集到的物資交給恩惠號附近的艾因哈特家的飛行員。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
68,0,0,0,0,64,6710310,3,0,0,96,6710299,3,0,0,94,6710299,3,0,0,6887963,111101,"探索任務：打倒危險魔獸","雲冠群島高密度的乙太吸引了很多危險的生物，這些生物正是我們探索的最大障礙。<hex:02100103>我們希望身手高強的冒險者能幫助我們排除危險魔獸，請使用能吸引特定生物的誘引香陷阱，引來目標並將其打倒。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>雖然出現了預想不到的強敵，但已被確認排除。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
69,0,0,0,0,95,6788805,3,0,0,82,6710333,3,0,0,91,6710333,2,0,0,6887978,111101,"探索任務：打倒危險魔獸","雲冠群島高密度的乙太吸引了很多危險的生物，這些生物正是我們探索的最大障礙。<hex:02100103>我們希望身手高強的冒險者能幫助我們排除危險魔獸，請使用能吸引特定生物的誘引香陷阱，引來目標並將其打倒。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>雖然出現了預想不到的強敵，但已被確認排除。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
70,0,0,0,0,81,6710291,3,0,0,87,6710345,3,0,0,74,6710340,2,0,0,6887981,111101,"探索任務：打倒危險魔獸","雲冠群島高密度的乙太吸引了很多危險的生物，這些生物正是我們探索的最大障礙。<hex:02100103>我們希望身手高強的冒險者能幫助我們排除危險魔獸，請使用能吸引特定生物的誘引香陷阱，引來目標並將其打倒。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
71,2002064,2002062,0,0,27,6710336,3,0,0,35,6710320,3,0,0,36,6710324,1,0,0,6710323,111101,"探索任務：採集雲海生物標本","雲冠群島是一座長期與外界隔離的浮島，不僅有珍稀的古代生物在此棲息，還有受到屬性之力影響的變異個體。<hex:02100103>我們希望冒險者幫忙採集這些珍稀生物的標本用作博物學研究。請使用能吸引特定生物的誘引香陷阱，引來目標並將其打倒，然後採集標本。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
72,2002059,2002060,0,0,48,6782944,3,0,0,49,6710307,3,0,0,50,6710324,1,0,0,6710323,111101,"探索任務：收集誘引香的素材","我們艾因哈特家在探索過程中發現了一種奇特的生物現象。在雲冠群島區域，有一部分生物可以通過散發香味來吸引其他種類的生物。<hex:02100103>為了提高狩獵的效率，我們準備利用這些生物來製作誘引香陷阱。希望冒險者能夠前往指定的兩處地點討伐特定的生物，以收集我們所需要的素材。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
73,0,0,0,0,38,6710306,3,0,0,44,6710329,3,0,0,47,6710329,2,6798623,5,6798622,111101,"探索任務：採集古生物的蛋","為了進行博物學研究，希望冒險者能幫我們採集古生物的蛋。但那些蛋被藏得很嚴密，不容易找到。因此，我們決定利用一種喜歡吃蛋的老鼠魔物。<hex:02100103>你們可以先在周圍狩獵以及探索，等想要偷蛋的老鼠出現後就立即趕往那裡打倒它們，把蛋搶過來並運到回收地點。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","已確認目標到達回收地點……<hex:02100103>只要運到那裡就好，接下來我們會進行回收的。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
74,0,0,0,0,39,6710314,3,0,0,45,6710337,3,0,0,47,6710337,2,6798625,5,6798624,111101,"探索任務：採集古生物的蛋","為了進行博物學研究，希望冒險者能幫我們採集古生物的蛋。但那些蛋被藏得很嚴密，不容易找到。因此，我們決定利用一種喜歡吃蛋的老鼠魔物。<hex:02100103>你們可以先在周圍狩獵以及探索，等想要偷蛋的老鼠出現後就立即趕往那裡打倒它們，把蛋搶過來並運到回收地點。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","已確認目標到達回收地點……<hex:02100103>只要運到那裡就好，接下來我們會進行回收的。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
75,2002061,0,2745,0,51,6710324,1,0,0,54,6710341,3,0,0,60,6710316,3,0,0,6887970,111101,"探索任務：試劑實驗","我們艾因哈特家為了更好地進行雲冠群島探索，也在開發新型技術。其中一項成果就是這種試劑。<hex:02100103>理論上來說……這種弱化試劑能夠降低特定生物的戰鬥力。所以希望各位冒險者能幫助我們實踐證明一下它的效果。<hex:02100103><hex:02100103>另外，在執行任務的過程中，也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。<hex:02100103><hex:02100103>※參加危命任務等可提升活動評價。","這裡是艾因哈特管制台……<hex:02100103>經確認，所有探索任務均已完成。","感謝各位冒險者的大力協助。<hex:02100103>我們已經準備了相應的報酬。","今後你們可以隨時利用乙太洞前往另一側進行自由探索。<hex:02100103>祝你們探索順利！"
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
