key,0,1,2,3,4,5,6,7,8,9,10
17,17,0,5,69478,0,72572,72517,5,"萊昂·雷姆·赫爾索斯","Lyon rem Helsos","68歲。人族。出生於舊蘭蒂斯共和國安貝爾格。<hex:02100103>加雷馬帝國第四軍團的千夫長。<hex:02100103><hex:02100103>追隨伽布拉斯父子兩代的猛將。和已逝的巴修·範·伽布拉斯一樣，是來自蘭蒂斯共和國的戰士。半世紀前攻佔博茲雅的時候，萊昂年紀輕輕便已擔任百夫長一職隨軍征戰了。因為是看著現任軍團長諾亞·範·伽布拉斯長大的，所以至今仍會叫他「小諾亞」。<hex:02100103><hex:02100103>隸屬以梅內紐斯為軍政官的博茲雅管區分遣隊，負責指揮「魔獸大隊」。這位人稱「獸王」的馴獸師會和他悉心養育的魔獸共同與抵抗組織戰鬥。<hex:02100103>雖然萊昂已有68歲高齡，但仍有一騎當千的恐怖戰力，可以活用常年征戰積累的兵法展開攻擊。但由於他比起勝利更熱衷於和強敵戰鬥，因此經常會無視自己制定的作戰方案，獨自出擊。這種破壞軍事部署的行為也時常受到官大一級的梅內紐斯的訓斥。萊昂是個喜歡戰鬥和戰爭的武鬥派，所以很討厭梅內紐斯那種運籌帷幄的策士。口頭禪之一是「真勇士就用拳頭來說話」。<hex:02100103>"
18,18,0,6,69478,0,72573,72518,3,"梅內紐斯·薩斯·拉那圖斯","Menenius sas Lanatus","55歲。精靈族。出生於加雷馬帝國首都。<hex:02100103>加雷馬帝國第四軍團的軍政官。<hex:02100103><hex:02100103>他是一名利用密探收集情報，為軍團長伽布拉斯出謀劃策的情報武官。除此之外他還負責指揮達爾馬斯卡和博茲雅等南方行省的聖遺物搜尋隊，意圖獲得憑現代知識無法再現的古代亞拉戈帝國以及伊瓦利斯王國等地的科學和魔法。<hex:02100103>由於博茲雅義軍發動了大規模反擊，他被任命為博茲雅管區的軍政官並帶著三個大隊前往帝國湖岸堡。三個大隊分別是獸王萊恩率領的「魔獸大隊」、妖術師阿爾貝雷歐率領的「術師大隊」，以及以魔導兵器為武裝的帝國基礎部隊「機械化步兵大隊」。<hex:02100103><hex:02100103>在加雷馬共和國時期，拉那圖斯家曾是非常有名的強大貴族，他的祖父泰盧斯因反對當時的獨裁官索魯斯·佐斯·加爾烏斯登上王位而被流放。泰盧斯流浪多年，最終病死，而他的兒子盧基烏斯被在邊境戰鬥的第四軍團收留。之後，盧基烏斯開始逐漸嶄露頭角，實力得到認可的他最終成為了巴修·範·伽布拉斯的副官之一。希望復興拉那圖斯家的盧基烏斯在巴修的推薦下，和一個精靈族的沒落貴族家的女兒結了婚。她帶著一個兒子，膝下無子的盧基烏斯便將他收為養子。這個養子就是梅內紐斯。<hex:02100103>梅內紐斯和現任軍團長諾亞·範·伽布拉斯自幼就是朋友，他對伽布拉斯父子的忠誠要遠高於其他人。因此，成為情報武官，一手包攬所有見不得人的工作正是他所希望的。他的做法手段一向冷酷無情，在軍團內被評價為「為達目的不擇手段的男人」。但他藏在心底的「一切都是為了伽布拉斯父子」的感情卻是熾熱的……<hex:02100103><hex:02100103>趁加雷馬帝國陷入內亂，伽布拉斯選擇脫離帝國以償夙願。這就意味著他們再也無法得到帝國的支援，與抵抗組織的戰鬥拖得越久就越不利。但梅內紐斯為了伽布拉斯，為了築建新的王國樂土，策劃了既能避免兵力損耗，又能讓抵抗組織陷入混亂的作戰方案。其中之一就是「聖劍天佑女王」的傳說……<hex:02100103>"
19,16,0,0,69478,0,72571,72516,3,"薩德爾·雷姆·阿爾貝雷歐","Sadr rem Albeleo","37歲。精靈族。出生於艾歐澤亞烏爾達哈。<hex:02100103>加雷馬帝國第四軍團的千夫長。<hex:02100103><hex:02100103>隸屬以梅內紐斯為軍政官的博茲雅管區分遣隊，負責指揮「術師大隊」的魔術師。一心追求失傳的古代魔法，為了發展和完成他的魔法，時常將俘虜當作實驗對象折磨致死。由於他性格冷漠，認為敵人的性命毫無價值，因此不僅是敵人，就連友軍都會稱他為「妖術師」。<hex:02100103><hex:02100103>阿爾貝雷歐原本在咒術師公會學習，但當時的會長穆穆埃珀很快就發現他是個冷酷無情的人，把他視作危險分子趕出了公會。阿爾貝雷歐被逐出烏爾達哈之後，為了追求更為強力的破壞魔法和召喚魔法在各地流浪。當他到達帝國支配的達爾馬斯卡管區時，第四軍團正在廣招人才，他以成立術師部隊為條件入伍。加入第四軍團後，伽布拉斯按照約定，將術師部隊交給了阿爾貝雷歐，這15年間，他培育出了大量魔術師，終於成功組建了能和艾歐澤亞諸國抗衡的術師大隊。<hex:02100103>阿爾貝雷歐對梅內紐斯負責的搜尋聖遺物一事頗有興趣，於是便申請加入與博茲雅義軍的戰鬥。來到博茲雅的時候，他將古代伊瓦利斯的聖遺物——聖石之一帶到了這裡……<hex:02100103>"
20,20,0,2,69478,0,72575,72520,3,"貢希爾德","Gunnhildr","統治古代博茲雅的女王。<hex:02100103><hex:02100103>古代博茲雅曾有過一段氏族之間紛爭不斷的時期。為了終結戰爭，氏族通過選出共同的女王，最終建立了一個統一的國家。女王名為「貢希爾德」，這是一個女王繼承者的稱號。<hex:02100103>女王是從掌管祭神活動的巫師（薩滿）中選出的最有能之人，不分種族，也不論其氏族是否強大。但實際上大多數的女王都是硌獅族，這是因為硌獅族在博茲雅人的種族構成中佔據多數。<hex:02100103><hex:02100103>第三星曆末期，亞拉戈帝國引發的第四靈災席捲了古代博茲雅。由強大氏族的族長擔任的為政者和神官們決定通過解放聖劍天佑女王的力量來渡過這一難關。但女王貢希爾德在和亞拉戈帝國的戰鬥中受了傷，當時正臥床不起。她害怕死亡。於是神官和女王之刃們從下級的博特雅失氏族中選擇了一位年輕的巫師，將她奉為了新的女王。等待著這位女王的不僅是解放聖劍之力的任務，還有死亡的命運。這些為政者認為，讓下級氏族的平民巫師來當這個「用完就廢掉的女王」剛剛好。但對此毫不知情的她解放了聖劍之力，成為了鬪神。<hex:02100103>女王成功從第四靈災中保護了人民，但神官們失算了。成為了鬪神的女王變回了人類的樣貌，她已經可以控制鬪神之力了。為政者們非常畏懼這種力量。出於恐懼，他們企圖利用女王之刃暗殺女王，因為博特雅失氏族的女王是個棄子，她不該活在世上……<hex:02100103>女王就這樣遭到了暗殺，失去她年輕的生命。但是，為政者和女王之刃們都沒有注意到，她靈魂（乙太）的一部分與聖劍融為了一體……<hex:02100103>"
21,21,1,0,69561,0,72577,72522,3,"莉莉婭·希雅薩裡斯","Lilja Sjasaris","19歲。維埃拉族。出生於達爾馬斯卡管區拉巴納斯塔。<hex:02100103>加隆德煉鐵廠的新人員工。<hex:02100103><hex:02100103>莉莉婭在拉巴納斯塔接受了帝國式的教育，特別擅長機工學，天賦過人。她原本打算跳級進入帝都的魔導院學習，可就在升學前，達爾馬斯卡起義軍響應了多瑪和阿拉米格發起的解放戰爭，開始了反攻作戰，拉巴納斯塔也陷入了戰爭狀態。為了躲避戰火，她逃離拉巴納斯塔來到了多瑪。在多瑪避難時，她依靠修理飛空艇和開發新型青磷引擎賺錢維生。加隆德煉鐵廠的傑西造訪多瑪飛地時聽說了莉莉婭的情況，有意將其招為員工。在得知加隆德煉鐵廠為多瑪、阿拉米格解放戰爭做出的貢獻後，莉莉婭立刻接受了對方的邀請，正式成為了加隆德煉鐵廠的員工。<hex:02100103><hex:02100103>表面上看，莉莉婭的性格積極又開朗，但她心裡其實也有不為人知的苦惱。<hex:02100103>她是出生於拉巴納斯塔的純達爾馬斯卡人，由於當時拉巴納斯塔被加雷馬帝國佔領，所以頻繁出現起義軍蜂起和帝國軍肅清，一直處於戰爭狀態。身為戰爭孤兒的莉莉婭在福利局的庇護下接受了帝國式教育，其中自然也包括要對帝國盡忠的思想教育。但她身邊的達爾馬斯卡人反抗意志很強，學生們大多都保持著陽奉陰違的態度。可莉莉婭對此卻感到有些疑惑。誠然，她並不支持帝國的侵略行為，然而渴望從帝國統治中解放的達爾馬斯卡，原本行使的也是王權專政。對於平民而言，不管是帝國的統治還是被佔領前達爾馬斯卡王室的統治，其實都沒有太大的區別。<hex:02100103>此外，莉莉婭還對駐留當地的第四軍團產生了興趣。他們並沒有對當地人民強制徵兵，而是一直以募兵的方式招納市民。莉莉婭聽說軍團長伽布拉斯曾經親自去勸說市民：「每個人都應發揮自己的才能，本著對自己負責的態度開拓人生，這才是人類應走的道路……」。莉莉婭著實被伽布拉斯的這番話吸引了。比起加雷馬帝國與達爾馬斯卡王國的戰爭，伽布拉斯的話語對莉莉婭有著更大的吸引力。不過，莉莉婭實在無法接受帝國暴力壓制行省人民的方針。對方是侵略祖國之人，莉莉婭對他們的反感終究不會淡化。<hex:02100103><hex:02100103>雖然反對帝國，但卻無法下定決心參加起義軍……莉莉婭很討厭這樣優柔寡斷的自己。<hex:02100103><hex:02100103>不過，在加入加隆德煉鐵廠後，她逐漸找到了自己的目標，那就是「自立」。這個自立並非獨立生活的意思，而是和字面意思一樣，指的是用自己的雙腳站起來，擺脫對他人的依賴與服從，在精神上達到自立。雖然置身事外理性觀察很重要，但腳踏實地的行動也是必不可少的。在親眼見到西德、傑西等人的工作後，莉莉婭開始明白，自己的使命就是盡全力做好當下力所能及之事，這和伽布拉斯宣揚的思想——「每個人都應發揮自己的才能，本著對自己負責的態度開拓人生」也不謀而合。不論帝國和達爾馬斯卡之間關係如何，這都是莉莉婭想要實現的目標。<hex:02100103><hex:02100103>「哎呀，那時候的我只知道紙上談兵呢，真是不堪回首啊。」<hex:02100103>「莉莉婭你在念叨什麼呢？別傻站著快點幹活。我和西德會長都很欣賞你的才能，你可別辜負我們的期待啊。」<hex:02100103>「我明白！大姐頭的教導我都做了筆記呢！你放心吧！」<hex:02100103>「能不能別再叫我大姐頭了！」<hex:02100103>"
22,22,1,0,69561,0,72578,72523,3,"布瓦基·恩澤·潘卡","Bwagi Ennze Panca","48歲。邦加族。出身於達爾馬斯卡管區瓦爾奈。<hex:02100103>達爾馬斯卡起義軍「蓮天之淚」的成員。<hex:02100103><hex:02100103>舊達爾馬斯卡王國時代布瓦基曾作為火槍隊的新人火槍手參加過對抗帝國軍的戰爭，戰敗後與火槍隊的倖存者搭夥做過空賊。現在則是達爾馬斯卡起義軍與東方聯盟之間的聯絡員。<hex:02100103><hex:02100103>火槍手本是以火槍與劍技並用為特點的兵種，但布瓦基更像一名機工士。據說他並不擅長刺劍之類細長劍的劍技，然而槍法卻十分了得，哪怕使用短銃也能在中距離準確命中目標。此外他還擅長機械，對帝國製造的青磷引擎的內部結構也十分熟悉。因此飛空艇龍捲號的維護基本也都交給了布瓦基。<hex:02100103><hex:02100103>在圍繞古代伊瓦利斯的秘寶「聖石」展開的一連串事件中，他與冒險者相遇了。當時空賊團的目的是搶奪聖石，可空賊頭目邦加莫南卻在聖石的邪惡意志影響下變成了鬼龍。這是聖石吸收了邦加莫南長年對加雷馬帝國的怨恨所導致的。化身為鬼龍的邦加莫南喪失了正常的意識，一行人不得不將其打倒。最終，在冒險者的奮戰下，邦加莫南的靈魂從聖石中解放，回歸了乙太界。對於布瓦基來說，邦加莫南既是火槍隊時代的舊交，又是自己視為兄長般崇拜的人物。為了繼承邦加莫南的遺志，布瓦基從空賊行業洗手，投身起義軍。<hex:02100103><hex:02100103>布瓦基為人開朗幽默。戰敗後，舊達爾馬斯卡王國的火槍隊被帝國軍吸納，可布瓦基卻拒絕服從帝國的命令，最終遭到開除。他在各地輾轉過著流浪生活，之後與曾經的火槍隊倖存者再會，組建了空賊團。<hex:02100103>可布瓦基也有無法忘卻的回憶。他曾在舊蘭蒂斯共和國的工業都市阿蔔德拉看過艾什瓦民族傳統戲劇。艾什瓦民族是沒有國家的流浪之民，只靠在各地表演歌謠、舞蹈、戲劇維生。在流浪途中，他們也會不斷傳播異國的情報。布瓦基觀看的是以市井人民的愛情為主題，有笑點有淚點又令人感動的日常戲劇。從記事起就在戰亂中求生的布瓦基被那齣戲劇深深震撼了。阿蔔德拉雖然也受到了帝國的侵略，但當時局勢已經恢復了穩定，民眾過著普通的生活。布瓦基在那裡深深地體會到了「和平的樣子」。他一時衝動地想要加入旅行藝人團，不過自然是被禮貌地拒絕了。<hex:02100103>成為空賊之後，布瓦基在與邦加莫南以及同伴們談話時，也喜歡扮演捧哏的角色。雖然少有機會能真正逗樂其他人，不過看到夥伴們日漸增多的笑容，布瓦基心中十分自豪。<hex:02100103><hex:02100103>可隨著頭目邦加莫南死於非命，布瓦基決定再次投身到戰鬥中。與此同時，他也隱藏起了自己的「幽默」，並下定決心，在祖國從帝國的統治中解放之前，以一名戰士的身份戰鬥下去……<hex:02100103>"
23,24,1,0,69561,0,72579,72524,3,"神庭水琴","Mikoto Jinba","24歲。敖龍族。出生於北方群島薩雷安。<hex:02100103>薩雷安的賢人。<hex:02100103><hex:02100103>水琴曾在薩雷安魔法大學學習乙太學，以在該領域的研究成果獲得了賢人稱號。平時她在母校擔任兼課老師。已故賢人穆恩布瑞達是她的大學學姐，兩人曾在同一間研究室研修。不久前她還通過加隆德煉鐵廠的朋友傑西，在黃金港的威風凜凜劇團接下了西德的委託，很快就解開了古代伊瓦利斯遺物「聖石」之謎，能力之優秀可見一斑。此次為了解開古代博茲雅遺物「探覺石」之謎，水琴經過多瑪的飛燕等人介紹，來到了甘戈斯。<hex:02100103><hex:02100103>水琴的性格溫和，有時甚至有些傻氣。而且她在講解自己的學術專業時有個壞習慣，總是會使用大量專業術語，讓人聽得雲裡霧裡。不過即使深陷危機，她也能處變不驚地闡述自己的意見，可見她也有著沉著冷靜的一面。<hex:02100103><hex:02100103>水琴擁有超越之力的其中一種——眺望未來。<hex:02100103>敏菲利亞和冒險者可以通過回溯過去的能力看到並體驗他人過去的經歷，而眺望未來則意味著可以體驗未來將要發生的事情。雖然聽上去像預知夢或者占卜預言，但眺望未來觀測到的是確定的未來，因此無法像預言那樣通過改變選擇來進行迴避。眺望未來即是體驗在時間軸上必然發生的、無法避免的未來。<hex:02100103>該能力與其他超越之力一樣無法通過主觀意識發動，而且即便發動也只能看到零碎散亂的片段，所以水琴認為這種能力並沒什麼用處。<hex:02100103><hex:02100103>水琴還有一位同卵雙胞胎的姐姐——神樂。因為是同卵雙胞胎，所以不僅年齡相同，就連長相都一模一樣。然而兩人的性格卻大相徑庭，除了對知識的渴求以外毫無共同點可言。神樂喜歡譏諷他人，即便在討論會等公開場合也得理不饒人。她成績優異，比水琴更早獲得賢人稱號，但她對掌管薩雷安國政的哲學家議會持批判態度。兩者之間的矛盾不斷加深，最終神樂對薩雷安徹底失望，出走，至今行蹤不明。<hex:02100103>水琴與神樂絕不是一對要好的姐妹。據水琴回憶，兩人自懂事起就沒有過親密的交談，宛如陌生人一般。尤其在她們跳級升入薩雷安魔法大學，開始住宿生活之後，基本就從彼此的視野中消失了。神樂從薩雷安失蹤，以及她批判議會，還因此失去賢人稱號這些事，水琴都是事後才知道的。水琴是個不折不扣的學者，對別人的事不甚關心，平時更樂意花時間在書籍上。有時她甚至覺得與其要處理麻煩的人際關係，還不如不跟任何人有瓜葛才好。不過話雖如此，在自己的親姐姐陷入困境時水琴居然毫不知情……由此也可以看出，這對姐妹的關係是有多麼淡薄了。<hex:02100103><hex:02100103>同一個研究室的學姐穆恩布瑞達是最掛心水琴情況的人。神樂的事與水琴自然無關，她從薩雷安出走都是她自己的言行所致。可水琴還是因為擔心失蹤的姐姐而變得坐立不安。穆恩布瑞達見狀不禁操心起來。從那以後穆恩布瑞達尤其重視與水琴之間的交流，兩人間的話題也從乙太學擴展到了關於飾品的喜好等日常話題，變得十分廣泛。漸漸地，穆恩布瑞達開始把水琴當做閨蜜和妹妹一樣對待，兩人經常互相傾訴煩惱、暢談夢想。水琴也逐漸對他人產生了興趣，慢慢覺得自己不應該一輩子只在薩雷安大學裡生活。不過雖然穆恩布瑞達經常鼓勵她到外面的世界看看，可水琴始終沒有離開薩雷安的勇氣。大學畢業後，兩人的交情依舊很好，每次見面都會盡情暢談，以至於忘記時間……<hex:02100103>然而好景不長。沒過多久，水琴就聽到了穆恩布瑞達故去的消息。她無法相信此事，不斷地向各方打聽穆恩布瑞達死亡的真相。數日後，通過於里昂熱寄來的信件，水琴終於得知了事情經過，有生以來她第一次放聲痛哭。她十分後悔在一無所知的情況下答應並協助穆恩布瑞達製作了乙太提取器。本應問清理由，本應問清楚穆恩布瑞達到底為何要研究製作乙太提取器。要是能問清楚的話，或許穆恩布瑞達就……<hex:02100103><hex:02100103>自那以後，水琴不僅開始主動接觸外界，還開始積極接受拂曉血盟或其他組織的委託請求。因為她認識到，自己的使命就是運用才能與知識幫助別人。<hex:02100103>"
24,25,1,1,69561,0,72580,72525,3,"米希亞·博特雅失","Misija Votyasch","29歲。魯加族。出生於博茲雅管區博茲雅堡壘。<hex:02100103>潛入博茲雅義軍的第四軍團的間諜。<hex:02100103><hex:02100103>問：你向組織提交的出身來歷我們無法核實。若有不實之處，請現在坦白出來。<hex:02100103><hex:02100103>答：非常抱歉，蒸發事件使我無法自證，但我提交的履歷絕無半分虛假。<hex:02100103><hex:02100103>問：那你為何背叛組織投奔敵人？且將緣由道來。<hex:02100103><hex:02100103>答：並非背叛，我只是為了完成自己的任務而潛入敵營。<hex:02100103><hex:02100103>問：也就是說，你是敵方派來的間諜？<hex:02100103><hex:02100103>答：沒錯。<hex:02100103><hex:02100103>問：說說你的任務。<hex:02100103><hex:02100103>答：重造義軍武器、重建女王之刃部隊，待第四軍團獲得聖劍天佑女王后，伺機召喚鬪神並精煉新的女王之刃部隊。<hex:02100103><hex:02100103>問：不錯的計劃，但你還是失敗了。你知道自己失敗的原因嗎？<hex:02100103><hex:02100103>答：失敗是因為我小看了解放者的力量。我知道想要實現這個計劃需要用到探知師探索記憶的能力，但這明明沒必要由解放者親自出馬。或許是賢人水琴察覺到了些許不對勁吧。<hex:02100103><hex:02100103>問：作戰計劃失敗後，第四軍團接下來會如何行動？<hex:02100103><hex:02100103>答：我不知道。就算知道也不會告訴你們。<hex:02100103><hex:02100103>問：我已經說過無數次了，我們無意將國家建立成你所懼怕的樣子。我們想要消除貧困與歧視，建立一個人人平等的社會。明知如此，你依舊要否定我們嗎？<hex:02100103><hex:02100103>答：不論你們建立怎樣的國家，都不太可能變革整個社會。就算重新立法、大肆宣揚平等的思想也是枉然。<hex:02100103><hex:02100103>問：何出此言？<hex:02100103><hex:02100103>答：我就是例子。帝國於博茲雅設立新法律、建立新秩序已半世紀有餘。你看民眾都變得和我一樣了嗎？歧視消失不見了嗎？<hex:02100103><hex:02100103>問：你的前提就有問題。帝國的法律與秩序我們很難接受。因為就算它是正確的，帝國侵略的事實也無從改變。所以我們才會抗拒。<hex:02100103><hex:02100103>答：不。就算你們最終獲得了勝利，頒布了新的律法，建立了新的秩序引導人民，照樣會有像我一樣的人反對、抗拒。道理是一樣的。<hex:02100103><hex:02100103>問：我不同意你的見解。<hex:02100103><hex:02100103>答：我就是例子。人類是愚蠢的，認準的事情至死都不會改變。你們要是真想建立起設想中的國家，那就只能把所有反抗者全殺光才行。就像你們準備殺我一樣。<hex:02100103><hex:02100103>問：你的處置還未定下。要等到解放後，於軍事法庭再定你的罪。<hex:02100103><hex:02100103>答：既然如此，那此番問答又有什麼意義。<hex:02100103><hex:02100103>問：我想救你。<hex:02100103><hex:02100103>答：可笑。你們就該殺了我。<hex:02100103><hex:02100103>問：我想救你，不想殺你。<hex:02100103><hex:02100103>答：你確實是好人。你，還有烏爾嘉失閣下，你們讓我明白了這博茲雅確實有清流尚存。希望你們能一直保持初心吧。<hex:02100103><hex:02100103>……本記錄是亞佩拉情報官於疑犯米希亞·博特雅失被拘束後第三日進行的訊問內容。遺憾的是內容中含有不符合解放軍身份的發言，因此被烏爾嘉失盟主下令禁止閱覽。<hex:02100103>"
25,26,1,2,69561,0,72581,72526,3,"貢希爾德","Gunnhildr","貢希爾德是統治古代博茲雅的女王所用稱號。<hex:02100103>她是最後一個繼承了該稱號的巫女……也就是最後的貢希爾德女王。<hex:02100103><hex:02100103>她的本名是奈文比·博特雅失，與米希亞是同一氏族。<hex:02100103>博特雅失一族代代都會出現探知師。奈文比自小便被相中，7歲時就進入了僧門。之後除了占星、觀天、數秘術等占卜之術，她還學習了通靈、祈禱、神樂舞等等，最終成為了侍奉女王貢希爾德的十二巫女之一。<hex:02100103><hex:02100103>時至第三星曆末期，亞拉戈帝國引發的第四靈災席捲了古代博茲雅。頻發的大地震使大地崩裂破碎、岩漿上湧。當時的為政者們打算髮動聖劍天佑女王的力量，召喚鬪神拯救博茲雅。此舉需要犧牲召喚者的性命，可女王卻拒絕了這個要求。為政者們只好另尋「用完就廢掉的女王」，趕忙擁護奈文比就任王位，並賜予她聖劍。奈文比一詞在古代博茲雅語中意味著「清廉」，她完全沒有察覺到為政者們的計謀，便將自己的生命獻給聖劍，召喚出了鬪神。就這樣，古代博茲雅得救了。<hex:02100103>對於為政者們來說，唯一的失誤就是他們並未想到奈文比會再次以人類的姿態出現。博特雅失一族代代都會出現探知師，也就是說這一族中有很大機率誕生擁有超越之力的人。奈文比就是如此。雖然她不曾參與探知師的修行，但卻可以不時看到別人的過去。然而她並沒有認識到這就是「回溯過去」的能力，她了解自己氏族的職責，因此並不覺得這是非比尋常的力量。正是超越之力的存在，使她並沒有被鬪神精煉，反而以自己的意志控制了鬪神，令其化作了自己的力量。<hex:02100103>為政者們心中對奈文比產生了恐懼。被恐懼支配的他們圖謀利用女王之刃暗殺掉女王。可憐的奈文比遭到偷襲，香消玉殞。眾人一致認為「能夠自由操控鬪神的力量，實屬褻瀆神靈的惡魔行徑，奈文比理應被打倒」。望向自己流淌在地板上的鮮血，她想：「或許為了封印禁忌的鬪神之力，他們別無選擇了吧。我拯救了博茲雅之民，這是我的榮耀。這樣的結局也不壞。」<hex:02100103>就在那一刹那，聖劍散發出了光輝，吸入了一部分奈文比的靈魂乙太。臨死前，奈文比的求生慾望瞬間閃過。「還想活下去」，她真切的願望映射在了聖劍之中。<hex:02100103><hex:02100103>最後的女王貢希爾德甦醒後第一眼見到的卻是被女王之刃包圍的情景。「你們又要來奪走我的性命嗎？」以前從未有過的憎惡、怨恨、悲傷……負面感情一口氣湧上心頭。「為什麼、為什麼、為什麼我必須要死？」奈文比釋放了自己的力量。「給我跪下，崇拜我，我乃女王貢希爾德……」<hex:02100103><hex:02100103>可她的面前還有另一個自己，另一個拚命想要阻止這一切的自己，正在無言地訴說著「不能這麼做，不行……」。在成為女王之前，自己首先是熱愛著這片土地的博茲雅人，就算被卑鄙小人算計，也不可以剝奪他人的生命。憎惡只會帶來更多憎惡，這樣的循環不會停止。「放棄怨恨吧」，另一個自己正在呼喊……<hex:02100103>"
26,27,1,0,69561,0,72582,72527,4,"求道之三位一體","Trinity seeker","鬪神天佑女王忠實的信徒。<hex:02100103>被精煉後的新生女王之刃隊員慈悲為懷布拉茲、豪情劍韋利博爾、熱氣拳阿姬三人的身體已經化作了「異形」，並融合成求道之三位一體阻擋在冒險者的面前……<hex:02100103><hex:02100103>從博茲雅的港口城市瑪特爾維往北步行約1小時，就能到達一片由緩坡構成的丘陵地帶。在一座略高的山丘上矗立著一面像是經歷了數百年風雨的古舊城壁。由石灰岩搭建而成的城壁非常厚實，約有兩個成年人並排張開雙臂的厚度。不過大部分的城壁已經崩塌，現在還保留著原貌的部分大概只占整個城壁的四分之一。通過城壁就能看到點綴在山丘之間的小村落。這個被破損城壁環繞的村落，正是網羅了諸般武藝傳承的「翠青門」大本營。據傳在小國博茲雅時代，村子坐落之地原本是座神祠，當時有眾多的巫師在此修行。中央建有多個尖塔的建築物就是過去的神祠。巫師們在此努力修行時，為了鍛鍊身心也學習了武藝。這就是翠青門的起源。<hex:02100103>加雷馬帝國入侵時，為了守護小國博茲雅，許多門徒前往戰場，最終戰死。當時第四軍團的巴修·範·伽布拉斯軍團長十分惜才，因此與翠青門約定只要向帝國宣誓忠誠就能得到庇護。當時的門主恭順了帝國，並以自己的首級作為交換保全了翠青門。<hex:02100103>翠青門的秘籍之一名為「三位一體」。其內容十分單純，就是在與強敵對峙的時候，不要隻身一人應對，而要三人齊心合力一同應戰。<hex:02100103>有著血緣關係、年齡又相仿的布拉茲和韋利博爾曾在同門中尋找組成三位一體的第三個人選。可二人在同門中也算是數一數二的強者，自然沒有找到他們看得上的人物。不過在物色的過程中，有一位百折不撓的少女，她就是阿姬。阿姬性格活潑開朗，和別人在一起時總能調動起氣氛。布拉茲、韋利博爾和阿姬同為被收留門下的孤兒，自然早就相識，二人將她視為親妹妹一樣疼愛。正因為如此，他們決定不接納她為第三人。為了解放博茲雅，總有一天人們會發動起義，反抗帝國。那時他們會帶領翠青門加入抵抗組織。但是像阿姬這樣前途光明的年輕人，不應捲入血債血償的戰亂之中……<hex:02100103>可阿姬毫不退讓。不僅如此，她在達到了拳術的最高水平後仍然不斷提升自己的實力，最終在與二人比試時取得了三局一勝的成績。這樣一來已然沒有理由可以阻止阿姬。二人只好接受她作為三位一體的第三人。做出這個決定並非是因為他們同意讓阿姬也戰死沙場，而是為了能親自保護阿姬的生命。他們發誓，哪怕是以自己的身體作為肉盾，也要好好地守護她。<hex:02100103><hex:02100103>然而施展出三位一體戰術，成為異形之人的求道之三位一體，已經無法回到過去……<hex:02100103><hex:02100103>"
