key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
468,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,"庫爾札斯的白狼","一位福爾唐家的哨兵被陷阱困住了，而在這危急關頭又出現了一群渴求獵物的雪地白狼，盡快打倒這些白狼保障傷兵的安全！","","福爾唐家的傷兵","","",0,4,0,4265873,38,43,0,8,0,0,60724,60504,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,"移動要塞","紅角食人魔有著「移動要塞」的別名，對人類有著極大的威脅，可是靈災之後這種妖異的數量卻越發增加，為了減少未來的風險，現在就要盡快減少它們的數量！","","","","",0,1,0,4257971,38,43,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,"聖人的淚水","庫爾札斯的商人為了取水而來到了聖人淚，可是面對泉水周圍增值的元精卻束手無策，請盡快協助他獲取「聖人淚水」！","將聖人淚水交給庫爾札斯的商人","交納聖人淚水數量","","",0,2,0,4317594,38,43,2001051,1,0,0,60723,60503,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,"歡喜與慚愧的風雪夜","在風雪之夜，將妖火的光誤認為村莊的光是最危險不過的事了，很多人因此走入了危險的洞窟而再也沒有回來，因此需要盡量減少附近的妖火數量！","","","","",0,1,0,4258040,37,42,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,"龍頭龍鳥","龍族眷屬開始對巨龍首營地發起了進攻，它們已經將整個營地包圍住了，協助營地的守衛盡快將這些龍鳥打倒！","","","","",0,1,0,4258057,37,42,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,"大口食人魔——加爾加梅勒","加爾加梅勒有著十分危險的性情，已經用它的大嘴吞下了十幾個小孩，這隻食人魔就潛伏在魔胃洞中，一定要盡快將它消滅！","","","","",0,1,0,4258115,39,44,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,"寒冰波動——呂坦","衛月降臨為庫爾札斯的山地帶來了無盡的寒冬，天寒地凍的環境孕育出了變異的大型冰元精呂坦。呂坦的出現更令寒冬化進一步加速，一定要盡快阻止這惡性循環！","","","","",0,1,0,4258322,39,44,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,"騎兵天敵——妖蛇飛蜥","很多的伊修加德騎兵犧牲在了與龍族眷屬的戰鬥裡。在其中，妖蛇飛蜥爪下的性命更是遠超其他所有眷屬。為了替死去的戰友報仇，這隻魔物今天就必須在這裡倒下！","","","","",0,1,0,4258340,40,45,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,"巨人謎語","巨人族經常會攔住通向大冰壁的去路，並要求路人回答他們的謎語。但是即使那些謎語都被正確解開，他們也絲毫沒有讓路的打算。看來所有的謎語都只有唯一的正確答案——打倒所有攔路者！","","","","",0,1,0,4279902,40,45,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,"審判之戰","龍族眷屬對大審門發起了進攻！大審門是伊修加德的最後防線，如果這裡失守後果將會不堪設想。為了保護城內的人們，一定要堅守到最後一刻！","","","","",0,1,0,4280848,39,44,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,"聖人劫難——齧齒雷蛟","每年，朝聖者都會沿著當年聖人達奈芬走過的路進行朝聖之旅。同時，每年也都會出現齧齒雷蛟在路上襲擊朝聖者。這是聖人的劫難，也是不得不克服的難關！","","","","",0,1,0,4258357,45,50,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,"力量之塔","從北方移居到秘石塔附近的巨人族現在已經成為了一個新的威脅，可是伊修加德卻沒有足夠的人手去應對，盡快協助艾因哈特家的衛兵去打倒巨人族！","","","","",0,1,0,4266571,45,50,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,"溫暖的燈火","庫爾札斯的寒冷令身軀龐大的巨人族也承受不住，他們被占星台的燈火所吸引，想要尋求溫暖的場所。可是等他們恢復過來後很有可能對占星台造成極大的破壞，請立刻協助狄蘭達爾家的衛兵趕走這些巨人！","","","","",0,1,0,4283641,47,50,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,"巡禮之路","關於虛無界人們至今仍沒有足夠的了解，無論是那些只有一隻大眼球的飛行妖異還是兇殘的食人惡魔，都仍然需要大量時間去研究。但是在伊修加德正教的神官眼裡，所有來自異界的異形都需要被消滅！","","","","",0,1,0,4285072,47,50,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,"愚鈍勇者——克呂提俄斯","克呂提俄斯是一位很有影響力的巨人族領導者，同時也是傑出的戰士，打倒他可以有效抑制巨人族在庫爾札斯的行動，絕對不要錯過這次機會！","","","","",0,1,0,4258390,46,50,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,"滿天星光","這次的占星結果已經出來了，一位占星學家準備前往巨龍首營地進行彙報，可是最近路上非常不太平，請保護這位占星學家平安到達目的地！","","","","",0,3,0,4317641,36,41,0,0,0,0,60725,60505,0,0,4317644,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,"雪山襲擊者——索貝克","大型魔物索貝克曾經為西部高地的難民帶來了極大的損害，現在這隻巨鱷又出現在了天火要塞群附近，現在到了血債血償的時候了！","","","","",0,1,0,4301781,40,45,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,"赤翼巨鳥——大鵬","雲海垂釣是一部分捕魚人的生存手段，可是現在由於大鵬的出現，伊修加德大雲海附近的浮游魚幾乎快要絕跡了。必須打倒這隻巨鳥，恢復雲海原有的生態！","","","","",0,1,0,4258408,39,44,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,"龍主之意","龍族對眷屬們下達了攻擊白雲壓前哨的命令，現在前哨營地周邊已經集結了數量龐大的魔物，一定要協助鎮守營地的衛兵們抵禦住這次圍攻！","","","","",0,1,0,4258418,40,45,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,"冰臨壁下","一組自然學者長久以來一直在研究披雪大冰壁的成因和結構。現在他們發現，正是由於冰元精在不斷地聚攏，才會導致冰壁越來越厚，這樣下去可能會對生態造成進一步的影響，有必要削減這些冰元精！","","","","",0,1,0,4285259,40,45,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,"阻止新殖民","鳥人族又開始準備擴建殖民地了。他們已經將風揚殖民地附近的樹木清理一空，這對森林的生態造成了極大的破壞，一定要破壞那些違法砍伐的木材！","","","","",0,1,0,4291260,48,51,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,"烈風勇士——懷羅克四姐妹","懷羅克家族在鳥人族中也一向以勇猛善戰著名，其中的四姐妹更是所向披靡，打倒她們四人可以極大地提高我們的士氣，絕對要取得勝利！","","","","",0,1,0,4291312,49,52,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,"手斧神技——戈佐爾·伊茨坎","戈佐爾·伊茨坎是鳥人族中很有名望的工匠，他正在使用從黑衣森非法砍伐的木材建造新的野營地，要徹底杜絕鳥人族繼續擴張的念頭，就一定要先打倒戈佐爾·伊茨坎！","","","","",0,1,0,4291340,49,52,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,"斯瓦拉的襲擊","占星台報告說他們觀察到黃龍斯瓦拉正在向石衛塔方面飛行，所有人員都需要做好迎戰準備，請護送工兵平安到達石衛塔！","","","","",0,3,0,4304049,38,43,0,0,0,0,60725,60505,0,0,4304051,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,"斯瓦拉的恐怖","工兵部隊為了迎擊黃龍斯瓦拉正在全力設定對龍加農炮，絕對不能讓周圍的魔物干擾他們的工作，請確保工兵部隊的安全！","","","","",0,1,0,4304102,38,43,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,"斯瓦拉的墜落","黃龍斯瓦拉終於現身了！善用對龍加農炮能夠對它造成極大傷害，全力應戰不要鬆懈！","","","","",0,1,0,4304124,38,43,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,"斯瓦拉的憤怒","黃龍斯瓦拉終於現身了！可我們準備的對龍加農炮已經全部被摧毀，無法在戰鬥中派上用場。但是不能放棄，無論如何都要將斯瓦拉打倒！","","","","",0,1,0,4304914,38,43,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,"傳說的魔獸——貝希摩斯","傳說中的驚人魔獸貝希摩斯走出了它在山頂的領地，準備好武器和所有必要的設備，這將會是一場殊死的較量，魔獸的怒火已經點燃！","","","","",0,1,9,4297321,50,70,0,0,0,0,60722,60502,0,154,0,37,38,35,2,0,False,True,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,"受傷的魔獸貝希摩斯","魔獸貝希摩斯已經退回自己的領地了，現在正是全力追擊的大好時機，傳說即將在此終結！","","","","",0,1,10,4297340,50,70,0,0,0,0,60722,60502,0,154,0,37,38,35,2,0,False,True,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,"歸來的復仇者——史特羅佩斯","龜甲島上的獨眼巨人史特羅佩斯回來復仇了，甚至還帶來了一個巨人族私人部隊！他們現在正在四處惹是生非，一定要在他們引起更大的損失前全部解決掉！","","","","",0,1,0,4302008,39,44,0,0,0,0,60722,60502,0,36,0,37,38,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,"風神的召喚者——激流風科佐爾·諾莫特爾","司掌風神召喚儀式的一位高級法師來到了風揚殖民地，這可能預示著鳥人族即將再次開始召喚迦樓羅降臨。一定要在他們的計劃實行之前打倒科佐爾·諾莫特爾！","","","","",0,1,0,4514932,49,52,0,0,0,0,60722,60502,0,115,0,156,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,"昔日不在","一位冒險者想要前往廢棄的營地尋找5年前遺失的物品，可是現在這裡已經聚集了太多的魔物，讓他完全無法下手，請立刻消滅那些成群結隊的夜蟾蜍！","","","","",0,1,0,4308399,45,50,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,"糾纏不清","糾纏沼澤林的環境非常適合兩棲類的繁殖生長，現在這裡出現了大量的泥沼蠑螈，他們一切的想法只有吃與吃以及吃，為了保護生態，同時也消除冒險者公會的活動威脅，請立刻將這些蠑螈消滅！","","","","",0,1,0,4259476,44,49,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,"沼澤林遺恨——恩布魯","熟練的冒險者之間流傳著恩布魯的傳說，這種怨靈會在糾纏沼澤林中出沒，並將生物的靈魂一同引向另一個世界，這種威脅一定要盡早排除！","","","","",0,1,0,4309001,45,50,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,"魔界花盛開的世界","魔界花盛開意味著這裡將會出現更多的魔界花，可是這種詭異的魔物已經足夠了！我們不需要更多的魔界花！","","","","",0,1,0,4309608,44,49,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,"整備計劃","帝國軍即將進行改良型魔導兵器的實驗，這次的型號更加先進也更加具有攻擊性，絕對不能讓他們的實驗成功！","","","","",0,1,0,4259592,46,50,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,"殘忍食人魔——波羅斯","兇殘的波羅斯已經引發了無數起襲擊事件，並且奪走了近千名討伐者的生命，要對它發起進攻一定要小心謹慎才行！","","","","",0,1,0,4309655,48,51,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,"聖地巡禮","基迦巨人族認為水晶塔是他們的聖地，並且準備暴力霸佔銀淚湖北岸的地區。他們的活動對財團的營地造成了極大威脅，營地裡的調查資料非常重要，絕對要從基迦巨人的手裡保護下來！","","財團的調查資料數量","","",0,4,0,4308137,46,50,0,8,0,0,60724,60504,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"巨漢不動產","由於靈災導致庫爾札斯氣候劇變，許多基迦巨人都南下來到銀淚湖北岸開拓新的居住地，可是他們卻想要霸佔我們已經建好的營地，絕對不能讓他們得逞！","","","","",0,1,0,4259669,45,50,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,"駿鷹的晚餐","由於一群凶暴的駿鷹在四處活動，調查團的自然學家們無法進一步進行他們的調查，而且還經常出現人類被駿鷹捉走的情況，請立刻消滅這些駿鷹，保護自然學家們的安全！","","","","",0,1,0,4259698,46,50,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"破戒高僧——銀髮的狄俄涅","調查團的自然學家們又被難住了，這次是一個基迦巨人族的高僧在銀淚湖北岸擾亂治安，自然學家們已經幾個夜晚都沒有睡過安穩覺了，請立刻打倒銀髮的狄俄涅！","","","","",0,1,0,4259840,46,50,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,"遷徙銀淚湖","哈帕利特正在向新的定居地遷徙，可是聖寇伊納克調查地正位於它們的遷徙路線上，這群傢伙受到阻礙一定會引發混亂的局勢，需要給它們點苦頭嘗嘗，讓它們知道什麼時候應該繞路走！","","","","",0,1,0,4321749,46,50,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,"夜襲魔獸——黑夜鷹犬","過去三天內，有三名調查員在夜晚先後被害，可是守衛說他們沒有發現任何異常，只有黑影。也許，最大的問題就隱藏在這黑影之中！","","","","",0,1,0,4309675,46,50,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,"旅伴","聖寇伊納克財團的調查員想要前往危險地帶深處去進行調查，現在正在尋找能夠同行的護衛。","","","","",0,3,0,4300259,45,50,0,0,0,0,60725,60505,0,0,4300266,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,"甜蜜誘惑——撩人魔花薇薇安","撩人魔花薇薇安能夠散發出刺激生物本能的香氣，能夠吸引任何生物主動進入糾纏沼澤林深處。現在已經有很多冒險者遭到了她的毒手，一定要盡快消滅才行！","","","","",0,1,0,4259866,44,49,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,"大炎獸歸來","時隔五年，超巨大爆彈怪轟擊王再次出現在艾歐澤亞地區。冒險者們，準備好你們的耐熱裝備！我們要和防爆組隊員們再次並肩作戰了！","","防爆組隊員人數","","",0,4,0,4267773,32,37,0,8,0,0,60724,60504,0,166,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,"大炎獸歸來","時隔五年，超巨大爆彈怪轟擊王再次出現在艾歐澤亞地區。冒險者們，準備好你們的耐熱裝備！我們要和防爆組隊員們再次並肩作戰了！","","防爆組隊員人數","","",0,4,0,4325162,5,10,0,8,0,0,60724,60504,0,166,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,"大炎獸歸來","時隔五年，超巨大爆彈怪轟擊王再次出現在艾歐澤亞地區。冒險者們，準備好你們的耐熱裝備！我們要和防爆組隊員們再次並肩作戰了！","","防爆組隊員人數","","",0,4,0,4325183,13,18,0,8,0,0,60724,60504,0,166,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,"大炎獸歸來","時隔五年，超巨大爆彈怪轟擊王再次出現在艾歐澤亞地區。冒險者們，準備好你們的耐熱裝備！我們要和防爆組隊員們再次並肩作戰了！","","防爆組隊員人數","","",0,4,0,4325194,5,10,0,8,0,0,60724,60504,0,166,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,"大炎獸歸來","時隔五年，超巨大爆彈怪轟擊王再次出現在艾歐澤亞地區。冒險者們，準備好你們的耐熱裝備！我們要和防爆組隊員們再次並肩作戰了！","","防爆組隊員人數","","",0,4,0,4325207,15,20,0,8,0,0,60724,60504,0,166,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,"大炎獸歸來","時隔五年，超巨大爆彈怪轟擊王再次出現在艾歐澤亞地區。冒險者們，準備好你們的耐熱裝備！我們要和防爆組隊員們再次並肩作戰了！","","防爆組隊員人數","","",0,4,0,4325219,11,16,0,8,0,0,60724,60504,0,166,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,"大炎獸歸來","時隔五年，超巨大爆彈怪轟擊王再次出現在艾歐澤亞地區。冒險者們，準備好你們的耐熱裝備！我們要和防爆組隊員們再次並肩作戰了！","","防爆組隊員人數","","",0,4,0,4325231,6,11,0,8,0,0,60724,60504,0,166,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,"礦脈蟲巢","礦妖蟲以優質礦脈為食，可以說是採礦工們的最大敵人。在經過長時間的調查之後我們終於找到了它們的繁殖地，為了減少這種害人蟲，請立刻消滅它們！","","","","",0,1,0,4287384,42,47,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,"鏡像騎士","靈災在大地上留下了很多衛月的爪痕，最近這些爪痕中突然出現了詭異的魔物，看起來簡直像兩種不同的生物的合成獸，一定要提高警惕！","","","","",0,1,0,4287394,40,45,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,"金髮貴公子——埃厄忒斯","有個男人為了追求迷人的金髮喝下了大量的毛球血，可是這卻導致他本身變成了一隻異常危險的金色毛球，將埃厄忒斯從他的慘境中解放出來吧！","","","","",0,1,0,4287420,42,47,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,"醜惡合成獸——巴杜梟","巴杜梟是合成獸鏡騎士中最為高大的個體，衛月降臨帶來的這些有違常理的生物正在變得越來越有威脅性，一定要在釀成大禍之前將它消滅！","","","","",0,1,0,4287435,42,47,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,"荒野滅火","一隊蜥蜴人正在舉行召喚伊弗利特的儀式，絕對不能讓蠻神再次降臨，快去破壞掉儀式場地中的迎火燭台！","","","","",0,1,0,4314108,46,50,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,"悲哀鬥士——灰鐵拳比比雷扎","比比雷扎曾經是一位優秀的恆輝隊隊員。他和他的屬下覺得自己的力量已經足夠打敗伊弗利特，於是前去挑戰。可是它們卻錯了……不但成為了俘虜，甚至還被精煉成了伊弗利特的信徒。為了維護國家的穩定，我們只能忍痛打倒他們了！","","","","",0,1,0,4288528,46,50,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,"","","","","","",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,"何為正義","伊弗利特向來不會殺掉挑戰失敗的人，取而代之的是用它的力量將那些人「精煉」成為自己的信徒。蠻神的力量由信徒的數量決定，只要能夠打倒足夠多的信徒，伊弗利特的力量也會逐漸減弱！","","","","",0,1,0,4288537,46,50,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
