key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
100140,"革新","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40％",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100141,"革新","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40％",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100142,"革新","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40％",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100143,"革新","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40％",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100144,"革新","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40％",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100145,"比爾格的奇蹟","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100146,"比爾格的奇蹟","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100147,"比爾格的奇蹟","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100148,"比爾格的奇蹟","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100149,"比爾格的奇蹟","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100150,"比爾格的奇蹟","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100151,"比爾格的奇蹟","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100152,"比爾格的奇蹟","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100153,"妮美雅的紡車","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100％",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100154,"妮美雅的紡車","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100％",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100155,"妮美雅的紡車","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100％",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100156,"妮美雅的紡車","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100％",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100157,"妮美雅的紡車","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100％",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100158,"妮美雅的紡車","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100％",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100159,"妮美雅的紡車","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100％",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100160,"妮美雅的紡車","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100％",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100161,"匠心獨具","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%",239,246,1964,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100162,"匠心獨具","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%",239,246,1964,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100163,"匠心獨具","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%",239,246,1964,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100164,"匠心獨具","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%",239,246,1964,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100165,"匠心獨具","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%",239,246,1964,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100166,"匠心獨具","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%",239,246,1964,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100167,"匠心獨具","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%",239,246,1964,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100168,"匠心獨具","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%",239,246,1964,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100169,"稱心","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100％",242,249,1962,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100170,"稱心","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100％",242,249,1962,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100171,"稱心","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100％",242,249,1962,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100172,"稱心","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100％",242,249,1962,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100173,"稱心","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100％",242,249,1962,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100174,"稱心","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100％",242,249,1962,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100175,"稱心","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100％",242,249,1962,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100176,"稱心","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100％",242,249,1962,-1,0,1,0,False,0,0,100169,100170,100171,100172,100173,100174,100175,100176
100177,"收尾","",241,248,1529,-1,33,1,0,False,0,0,100177,100177,100177,100177,100177,100177,100177,100177
100178,"堅實的心得","<hex:024804F201F403><hex:024904F201F503>僅可在首次作業時發動<hex:0249020103><hex:0248020103><hex:02100103>根據剩餘的工作量多少，令數次作業（上限25次）內發動堅實製作不消耗製作力和耐久",242,249,1677,-1,0,1,0,False,0,0,100178,100178,100178,100178,100178,100178,100178,100178
100179,"刻木匠之魂","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>7次作業內會比較容易出現高品質狀態<hex:02100103>使用時需消耗道具「刻木匠圖紙」<hex:02100103><hex:024804F201F403><hex:024904F201F503>一次製作最多可使用5次<hex:0249020103><hex:0248020103>",4655,4656,1969,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100180,"鍛鐵匠之魂","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>7次作業內會比較容易出現高品質狀態<hex:02100103>使用時需消耗道具「鍛鐵匠圖紙」<hex:02100103><hex:024804F201F403><hex:024904F201F503>一次製作最多可使用5次<hex:0249020103><hex:0248020103>",4655,4656,1969,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100181,"鑄甲匠之魂","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>7次作業內會比較容易出現高品質狀態<hex:02100103>使用時需消耗道具「鑄甲匠圖紙」<hex:02100103><hex:024804F201F403><hex:024904F201F503>一次製作最多可使用5次<hex:0249020103><hex:0248020103>",4655,4656,1969,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100182,"雕金匠之魂","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>7次作業內會比較容易出現高品質狀態<hex:02100103>使用時需消耗道具「雕金匠圖紙」<hex:02100103><hex:024804F201F403><hex:024904F201F503>一次製作最多可使用5次<hex:0249020103><hex:0248020103>",4655,4656,1969,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100183,"製革匠之魂","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>7次作業內會比較容易出現高品質狀態<hex:02100103>使用時需消耗道具「製革匠圖紙」<hex:02100103><hex:024804F201F403><hex:024904F201F503>一次製作最多可使用5次<hex:0249020103><hex:0248020103>",4655,4656,1969,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100184,"裁衣匠之魂","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>7次作業內會比較容易出現高品質狀態<hex:02100103>使用時需消耗道具「裁衣匠圖紙」<hex:02100103><hex:024804F201F403><hex:024904F201F503>一次製作最多可使用5次<hex:0249020103><hex:0248020103>",4655,4656,1969,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100185,"鍊金術士之魂","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>7次作業內會比較容易出現高品質狀態<hex:02100103>使用時需消耗道具「鍊金術士圖紙」<hex:02100103><hex:024804F201F403><hex:024904F201F503>一次製作最多可使用5次<hex:0249020103><hex:0248020103>",4655,4656,1969,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100186,"烹調師之魂","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>7次作業內會比較容易出現高品質狀態<hex:02100103>使用時需消耗道具「烹調師圖紙」<hex:02100103><hex:024804F201F403><hex:024904F201F503>一次製作最多可使用5次<hex:0249020103><hex:0248020103>",4655,4656,1969,-1,0,1,0,False,879,0,100179,100180,100181,100182,100183,100184,100185,100186
100187,"工作小調","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>附加11檔工作小調的狀態<hex:02100103>每出現一次「高品質」及以上的狀態時，積累的小調效果會減少1檔。效果減少到0時會發動消耗耐久推進作業進展的「收尾」，並結束工作小調效果<hex:02100103>（收尾　效率：200　成功率：50%）<hex:02100103>積累的效果為3的倍數時，部分製作系技能的效率會有所提高",242,249,1961,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100188,"工作小調","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>附加11檔工作小調的狀態<hex:02100103>每出現一次「高品質」及以上的狀態時，積累的小調效果會減少1檔。效果減少到0時會發動消耗耐久推進作業進展的「收尾」，並結束工作小調效果<hex:02100103>（收尾　效率：200　成功率：50%）<hex:02100103>積累的效果為3的倍數時，部分製作系技能的效率會有所提高",242,249,1961,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100189,"工作小調","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>附加11檔工作小調的狀態<hex:02100103>每出現一次「高品質」及以上的狀態時，積累的小調效果會減少1檔。效果減少到0時會發動消耗耐久推進作業進展的「收尾」，並結束工作小調效果<hex:02100103>（收尾　效率：200　成功率：50%）<hex:02100103>積累的效果為3的倍數時，部分製作系技能的效率會有所提高",242,249,1961,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100190,"工作小調","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>附加11檔工作小調的狀態<hex:02100103>每出現一次「高品質」及以上的狀態時，積累的小調效果會減少1檔。效果減少到0時會發動消耗耐久推進作業進展的「收尾」，並結束工作小調效果<hex:02100103>（收尾　效率：200　成功率：50%）<hex:02100103>積累的效果為3的倍數時，部分製作系技能的效率會有所提高",242,249,1961,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100191,"工作小調","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>附加11檔工作小調的狀態<hex:02100103>每出現一次「高品質」及以上的狀態時，積累的小調效果會減少1檔。效果減少到0時會發動消耗耐久推進作業進展的「收尾」，並結束工作小調效果<hex:02100103>（收尾　效率：200　成功率：50%）<hex:02100103>積累的效果為3的倍數時，部分製作系技能的效率會有所提高",242,249,1961,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100192,"工作小調","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>附加11檔工作小調的狀態<hex:02100103>每出現一次「高品質」及以上的狀態時，積累的小調效果會減少1檔。效果減少到0時會發動消耗耐久推進作業進展的「收尾」，並結束工作小調效果<hex:02100103>（收尾　效率：200　成功率：50%）<hex:02100103>積累的效果為3的倍數時，部分製作系技能的效率會有所提高",242,249,1961,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100193,"工作小調","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>附加11檔工作小調的狀態<hex:02100103>每出現一次「高品質」及以上的狀態時，積累的小調效果會減少1檔。效果減少到0時會發動消耗耐久推進作業進展的「收尾」，並結束工作小調效果<hex:02100103>（收尾　效率：200　成功率：50%）<hex:02100103>積累的效果為3的倍數時，部分製作系技能的效率會有所提高",242,249,1961,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100194,"工作小調","<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>附加11檔工作小調的狀態<hex:02100103>每出現一次「高品質」及以上的狀態時，積累的小調效果會減少1檔。效果減少到0時會發動消耗耐久推進作業進展的「收尾」，並結束工作小調效果<hex:02100103>（收尾　效率：200　成功率：50%）<hex:02100103>積累的效果為3的倍數時，部分製作系技能的效率會有所提高",242,249,1961,-1,0,1,0,False,880,0,100187,100188,100189,100190,100191,100192,100193,100194
100195,"倉促II","消耗耐久以提高製品品質<hex:02100103>效率：100<hex:02100103>成功率：60%",241,248,1973,-1,0,1,0,False,0,0,100195,100196,100197,100198,100199,100200,100201,100202
100196,"倉促II","消耗耐久以提高製品品質<hex:02100103>效率：100<hex:02100103>成功率：60%",241,248,1973,-1,0,1,0,False,0,0,100195,100196,100197,100198,100199,100200,100201,100202
100197,"倉促II","消耗耐久以提高製品品質<hex:02100103>效率：100<hex:02100103>成功率：60%",241,248,1973,-1,0,1,0,False,0,0,100195,100196,100197,100198,100199,100200,100201,100202
100198,"倉促II","消耗耐久以提高製品品質<hex:02100103>效率：100<hex:02100103>成功率：60%",241,248,1973,-1,0,1,0,False,0,0,100195,100196,100197,100198,100199,100200,100201,100202
100199,"倉促II","消耗耐久以提高製品品質<hex:02100103>效率：100<hex:02100103>成功率：60%",241,248,1973,-1,0,1,0,False,0,0,100195,100196,100197,100198,100199,100200,100201,100202
100200,"倉促II","消耗耐久以提高製品品質<hex:02100103>效率：100<hex:02100103>成功率：60%",241,248,1973,-1,0,1,0,False,0,0,100195,100196,100197,100198,100199,100200,100201,100202
100201,"倉促II","消耗耐久以提高製品品質<hex:02100103>效率：100<hex:02100103>成功率：60%",241,248,1973,-1,0,1,0,False,0,0,100195,100196,100197,100198,100199,100200,100201,100202
100202,"倉促II","消耗耐久以提高製品品質<hex:02100103>效率：100<hex:02100103>成功率：60%",241,248,1973,-1,0,1,0,False,0,0,100195,100196,100197,100198,100199,100200,100201,100202
100203,"模範製作","消耗耐久以推動作業進展<hex:02100103>效率：<hex:020812E4E94509FF0B><hex:020807E0E94653B59703><hex:9703><hex:02100103>成功率：100%",240,247,1986,8,9,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100204,"模範製作","消耗耐久以推動作業進展<hex:02100103>效率：<hex:020812E4E94509FF0B><hex:020807E0E94653B59703><hex:9703><hex:02100103>成功率：100%",240,247,1986,9,10,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100205,"模範製作","消耗耐久以推動作業進展<hex:02100103>效率：<hex:020812E4E94509FF0B><hex:020807E0E94653B59703><hex:9703><hex:02100103>成功率：100%",240,247,1986,10,11,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100206,"模範製作","消耗耐久以推動作業進展<hex:02100103>效率：<hex:020812E4E94509FF0B><hex:020807E0E94653B59703><hex:9703><hex:02100103>成功率：100%",240,247,1986,11,12,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100207,"模範製作","消耗耐久以推動作業進展<hex:02100103>效率：<hex:020812E4E94509FF0B><hex:020807E0E94653B59703><hex:9703><hex:02100103>成功率：100%",240,247,1986,12,13,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100208,"模範製作","消耗耐久以推動作業進展<hex:02100103>效率：<hex:020812E4E94509FF0B><hex:020807E0E94653B59703><hex:9703><hex:02100103>成功率：100%",240,247,1986,13,14,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100209,"模範製作","消耗耐久以推動作業進展<hex:02100103>效率：<hex:020812E4E94509FF0B><hex:020807E0E94653B59703><hex:9703><hex:02100103>成功率：100%",240,247,1986,14,15,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100210,"模範製作","消耗耐久以推動作業進展<hex:02100103>效率：<hex:020812E4E94509FF0B><hex:020807E0E94653B59703><hex:9703><hex:02100103>成功率：100%",240,247,1986,15,16,62,0,False,0,7,100203,100204,100205,100206,100207,100208,100209,100210
100211,"高速製作II","消耗耐久以推動作業進展<hex:02100103>效率：300<hex:02100103>成功率：60%",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100212,"高速製作II","消耗耐久以推動作業進展<hex:02100103>效率：300<hex:02100103>成功率：60%",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100213,"高速製作II","消耗耐久以推動作業進展<hex:02100103>效率：300<hex:02100103>成功率：60%",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100214,"高速製作II","消耗耐久以推動作業進展<hex:02100103>效率：300<hex:02100103>成功率：60%",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100215,"高速製作II","消耗耐久以推動作業進展<hex:02100103>效率：300<hex:02100103>成功率：60%",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100216,"高速製作II","消耗耐久以推動作業進展<hex:02100103>效率：300<hex:02100103>成功率：60%",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100217,"高速製作II","消耗耐久以推動作業進展<hex:02100103>效率：300<hex:02100103>成功率：60%",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
100218,"高速製作II","消耗耐久以推動作業進展<hex:02100103>效率：300<hex:02100103>成功率：60%",241,248,1970,-1,0,1,0,False,0,0,100211,100212,100213,100214,100215,100216,100217,100218
