key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
25,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"本人是黑渦團正漩士卡·拉芙敏。<hex:02100103>負責發行軍隊理符。","如果有執行過公會理符經驗的人，<hex:02100103>我倒可以把手中的任務派給他……<hex:02100103>但必須要向黑渦軍令部申請派兵！","<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>，祝你旗開得勝！","如果有執行過公會理符經驗的人，<hex:02100103>我倒可以把手中的任務派給他……<hex:02100103>但必須要向黑渦軍令部申請派兵！","確認任務已完成！<hex:02100103>按照規定，支付<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>相應軍票！","本人是軍隊理符任務發行人。<hex:02100103>請你在加入任意大國防聯軍之後再來。","雖然可以將此任務交給有相應實力的人去做……<hex:02100103>但軍銜至少要在士官以上……","0"
26,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"在下隸屬於雙蛇黨黃蛇隊。<hex:02100103>負責在此管理軍隊理符。","如果有執行過公會理符經驗的人，<hex:02100103>我倒可以把任務派給他……<hex:02100103>但必須要向蛇巢司令部申請增員！","<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>，願諾菲卡女神保佑你……","如果有執行過公會理符經驗的人，<hex:02100103>我倒可以把任務派給他……<hex:02100103>但必須要向蛇巢司令部申請增員！","任務達成，辛苦你了！<hex:02100103>按照規定，支付<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>相應軍票！","在下負責在此管理軍隊理符，<hex:02100103>向任意大國防聯軍成員發布特殊任務。","0","0"
27,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"在下隸屬於雙蛇黨黃蛇隊。<hex:02100103>負責在此管理軍隊理符。","如果有執行過公會理符經驗的人，<hex:02100103>我倒可以把任務派給他……<hex:02100103>但必須要向蛇巢司令部申請增員！","<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>，願諾菲卡女神保佑你……","如果有執行過公會理符經驗的人，<hex:02100103>我倒可以把任務派給他……<hex:02100103>但必須要向蛇巢司令部申請增員！","任務達成，辛苦你了！<hex:02100103>按照規定，支付<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>相應軍票！","在下負責在此管理軍隊理符，<hex:02100103>向任意大國防聯軍成員發布特殊任務。","雖然可以將此任務交給有相應實力的人去做……<hex:02100103>但軍銜至少要在士官以上……","0"
28,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我是恆輝隊的琪琪麗正耀士！<hex:02100103>在此發行軍隊理符任務！","有執行過公會理符任務的經驗是很好……<hex:02100103>不過需要和恆輝作戰總部取得交涉才行。","<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>，願水晶給予你指引！","有執行過公會理符任務的經驗是很好……<hex:02100103>不過需要和恆輝作戰總部取得交涉才行。","確認任務已完成！<hex:02100103>按照規定，支付你相應軍票！","我在此發行恆輝隊的軍隊理符！<hex:02100103>請你在加入任意大國防聯軍之後再來領取任務！","0","0"
29,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我是恆輝隊的布露·海靈正耀士！<hex:02100103>在此發行軍隊理符任務！","有執行過公會理符任務的經驗是很好……<hex:02100103>不過需要和恆輝作戰總部取得交涉才行。","<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>，願水晶給予你指引！","有執行過公會理符任務的經驗是很好……<hex:02100103>不過需要和恆輝作戰總部取得交涉才行。","確認任務已完成！<hex:02100103>按照規定，支付你相應軍票！","我在此發行恆輝隊的軍隊理符！<hex:02100103>請你在加入任意大國防聯軍之後再來領取任務！","能勝任此任務是很好……<hex:02100103>不過軍銜至少要在士官以上才可以領取……","0"
30,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"在下隸屬於雙蛇黨黃蛇隊。<hex:02100103>基於與伊修加德簽訂的協議，<hex:02100103>負責在此占星台發行軍隊理符。","在下管理的任務都十分棘手……<hex:02100103>所以至少要是執行過公會理符的人才能領取……","<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>，願諾菲卡女神保佑你！","在下管理的任務都十分棘手……<hex:02100103>所以必須要由有相應實力的兵將來完成。","確認任務完成，現在將<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>的任務解除。<hex:02100103>辛苦你了，這是支付給你的軍票。","在下隸屬於雙蛇黨黃蛇隊。<hex:02100103>向各國大國防聯軍成員發放特殊任務。","在下管理的任務都十分棘手……<hex:02100103>所以軍銜至少要在士官以上才可以領取……","0"
31,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我是雙蛇黨黃蛇隊的洛蒂耶牙士長。<hex:02100103>基於與伊修加德簽訂的協議，<hex:02100103>在庫爾札斯發行軍隊理符。","白雲崖前哨一帶的任務大多比想像中要棘手。<hex:02100103>所以至少要是執行過公會理符的人才能領取……","<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>，願諾菲卡女神保佑你！","白雲崖前哨一帶的任務大多比想像中要棘手。<hex:02100103>所以必須要由有相應實力的兵將來完成。","確認任務完成。<hex:02100103>辛苦你了，<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>。<hex:02100103>按照規定，支付給你相應的軍票。","你是冒險者吧？<hex:02100103>你需要加入任意大國防聯軍後，<hex:02100103>才能領取我們所管理的任務。","白雲崖前哨一帶的任務大多比想像中要棘手。<hex:02100103>所以軍銜至少要在士官以上才可以領取……","0"
32,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我是隸屬於恆輝隊的艾伊德哈特耀士長！<hex:02100103>負責管理摩杜納地區的軍隊理符！","摩杜納地區的任務都比較棘手！<hex:02100103>必須是有公會理符執行經驗的人才能領取！","<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>，祝你旗開得勝！","摩杜納地區的任務都比較棘手！<hex:02100103>沒有實力的人會必死無疑！","確認<hex:022903EB0203><hex:020831E1E93501FF29><hex:020825E3E93580FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020834E1E93601FF2C><hex:020828E3E93680FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:FF01><hex:03><hex:020831E1E93701FF29><hex:020825E3E93780FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03><hex:FF01><hex:03>已返回！<hex:02100103>按照規定，支付給你相應軍票！<hex:02100103>辛苦你了！","在下負責發行軍隊理符！<hex:02100103>加入任意大國防聯軍後才可領取任務！","摩杜納地區的任務都比較棘手！<hex:02100103>所以軍銜至少要在士官長以上才可以領取！","0"
33,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我們基於總騎士長的提案在這裡發行神殿騎士團理符。","有一定能力並且值得信賴的人才可以從這裡領取理符任務……","我在這等你平安歸來。<hex:02100103>願戰神哈羅妮保佑你！<hex:02100103>","有一定能力並且值得信賴的人才可以從這裡領取理符任務……","你的任務完成了！<hex:02100103>感謝你對皇都做出的貢獻，這是你的報酬。","0","0","你竟然解決了懸賞魔物？<hex:02100103>這可得給你加算報酬才行。"
34,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"為了擴大冒險者公會的活動範圍，<hex:02100103>我們按照總部的指示在這裡開設了黃金港窗口。<hex:02100103>歡迎有意的冒險者前來幫忙！","有沒有身具工匠技藝的冒險者啊……","手頭的委託做得還順利嗎？<hex:02100103>我相信你一定沒問題的……是吧？","有沒有身具工匠技藝的冒險者啊……","很好，你已經完成了委託。<hex:02100103>久等了，這是給你的報酬！","0","0","0"
35,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"我這裡負責將中庸工藝館接到的大量委託<hex:02100103>以理符的形式發放給註冊的工匠們。<hex:02100103>你要不要也來領取一個理符試試？","有沒有對理符感興趣的工匠出現呢……","交給你的工作怎麼樣了？<hex:02100103>記得好好完成啊！","有沒有對理符感興趣的工匠出現呢……","你漂亮地完成了工作呀！<hex:02100103>給你，這是報酬！","0","0","0"
36,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"一般那些委託給拾穗人總會的工作，<hex:02100103>我們都會以理符的形式發布出去，介紹給登記在冊工匠會員處理。<hex:02100103>你怎麼樣，有看中合適的任務嗎？","工作越堆越多。<hex:02100103>要是能多幾個願意加入我們會員的工匠就好了……","你好呀，工作做的怎麼樣了？<hex:02100103>搞定了之後可別忘了去邊上交貨啊。","工作越堆越多。<hex:02100103>要是能多幾個願意加入我們會員的工匠就好了……","你好呀，工作都完成啦！<hex:02100103>久等了，這些是給你的報酬，快收下吧！","0","0","0"
